Dataset Name,Column 1,Column 2,Control Column,Partial Correlation Coefficient
Customer Personality Analysis Dataset,NumWebVisitsMonth,NumCatalogPurchases,Teenhome,"{""coefficient"": -0.51324, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntWines,MntMeatProducts,Recency,"{""coefficient"": 0.56252, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntWines,NumCatalogPurchases,Recency,"{""coefficient"": 0.6351, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntFruits,MntMeatProducts,Recency,"{""coefficient"": 0.54335, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntFruits,MntSweetProducts,Recency,"{""coefficient"": 0.56741, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntMeatProducts,MntWines,Recency,"{""coefficient"": 0.56252, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntMeatProducts,MntFishProducts,Recency,"{""coefficient"": 0.56853, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntMeatProducts,NumCatalogPurchases,Recency,"{""coefficient"": 0.72367, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntFishProducts,MntFruits,Recency,"{""coefficient"": 0.59481, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntFishProducts,MntSweetProducts,Recency,"{""coefficient"": 0.58, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntSweetProducts,MntFruits,Recency,"{""coefficient"": 0.56741, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntSweetProducts,MntFishProducts,Recency,"{""coefficient"": 0.58, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumWebPurchases,NumStorePurchases,Recency,"{""coefficient"": 0.50275, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,Kidhome,Recency,"{""coefficient"": -0.50264, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,MntMeatProducts,Recency,"{""coefficient"": 0.72367, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,NumStorePurchases,Recency,"{""coefficient"": 0.51888, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumStorePurchases,Income,Recency,"{""coefficient"": 0.52936, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumStorePurchases,NumWebPurchases,Recency,"{""coefficient"": 0.50275, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumWebVisitsMonth,Income,Recency,"{""coefficient"": -0.55326, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumWebVisitsMonth,NumCatalogPurchases,Recency,"{""coefficient"": -0.52011, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntMeatProducts,NumCatalogPurchases,MntWines,"{""coefficient"": 0.57388, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntFishProducts,MntSweetProducts,MntWines,"{""coefficient"": 0.50314, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumWebPurchases,Z_CostContact,MntWines,"{""coefficient"": -1.0, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,MntMeatProducts,MntWines,"{""coefficient"": 0.57388, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,Z_Revenue,MntWines,"{""coefficient"": -1.0, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntFishProducts,Z_CostContact,MntFruits,"{""coefficient"": -0.71132, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,MntWines,MntFruits,"{""coefficient"": 0.55369, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumStorePurchases,MntWines,MntFruits,"{""coefficient"": 0.56577, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumWebVisitsMonth,Z_Revenue,MntFruits,"{""coefficient"": -0.99996, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntFishProducts,Z_Revenue,MntMeatProducts,"{""coefficient"": -0.99754, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,Z_Revenue,MntMeatProducts,"{""coefficient"": -1.0, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumDealsPurchases,Z_CostContact,MntFishProducts,"{""coefficient"": -0.99995, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,MntWines,MntFishProducts,"{""coefficient"": 0.54416, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumStorePurchases,MntWines,MntFishProducts,"{""coefficient"": 0.56302, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumWebVisitsMonth,Z_Revenue,MntFishProducts,"{""coefficient"": -0.99999, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,MntMeatProducts,MntSweetProducts,"{""coefficient"": 0.62883, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumWebVisitsMonth,Z_CostContact,MntSweetProducts,"{""coefficient"": -0.99998, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,Income,MntGoldProds,"{""coefficient"": 0.52483, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,MntMeatProducts,MntGoldProds,"{""coefficient"": 0.67736, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumWebVisitsMonth,Income,MntGoldProds,"{""coefficient"": -0.51571, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumWebVisitsMonth,Z_Revenue,MntGoldProds,"{""coefficient"": -0.99997, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumWebPurchases,NumStorePurchases,NumDealsPurchases,"{""coefficient"": 0.50169, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,Kidhome,NumDealsPurchases,"{""coefficient"": -0.51313, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,MntMeatProducts,NumDealsPurchases,"{""coefficient"": 0.72828, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,NumStorePurchases,NumDealsPurchases,"{""coefficient"": 0.52059, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumStorePurchases,Income,NumDealsPurchases,"{""coefficient"": 0.53789, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumStorePurchases,MntWines,NumDealsPurchases,"{""coefficient"": 0.64291, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumStorePurchases,NumCatalogPurchases,NumDealsPurchases,"{""coefficient"": 0.52059, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumWebVisitsMonth,MntMeatProducts,NumDealsPurchases,"{""coefficient"": -0.53398, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumWebVisitsMonth,Z_CostContact,NumDealsPurchases,"{""coefficient"": -0.50566, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,Income,NumWebPurchases,"{""coefficient"": 0.51663, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,MntMeatProducts,NumWebPurchases,"{""coefficient"": 0.69244, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumStorePurchases,MntWines,NumWebPurchases,"{""coefficient"": 0.50872, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumWebVisitsMonth,MntMeatProducts,NumWebPurchases,"{""coefficient"": -0.54806, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumWebVisitsMonth,Z_CostContact,NumCatalogPurchases,"{""coefficient"": -0.85542, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,SOP,LOR ,GRE Score,"{""coefficient"": 0.59133, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,CGPA,Chance of Admit ,GRE Score,"{""coefficient"": 0.62025, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,SOP,LOR ,TOEFL Score,"{""coefficient"": 0.57434, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,CGPA,Chance of Admit ,TOEFL Score,"{""coefficient"": 0.63555, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,CGPA,GRE Score,SOP,"{""coefficient"": 0.71459, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,CGPA,Chance of Admit ,SOP,"{""coefficient"": 0.7564, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,Chance of Admit ,TOEFL Score,SOP,"{""coefficient"": 0.62507, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,CGPA,GRE Score,LOR ,"{""coefficient"": 0.74562, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,CGPA,Chance of Admit ,LOR ,"{""coefficient"": 0.77005, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,Chance of Admit ,TOEFL Score,LOR ,"{""coefficient"": 0.6729, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Exercise and Fitness Metrics Dataset,Dream Weight,Actual Weight,Calories Burn,"{""coefficient"": 0.98138, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Overall,Potential,Age,"{""coefficient"": 0.90171, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Overall,Wage,Age,"{""coefficient"": 0.5525, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Overall,Release Clause,Age,"{""coefficient"": 0.59278, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Potential,Value,Age,"{""coefficient"": 0.52345, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Potential,Special,Age,"{""coefficient"": 0.53979, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Value,Overall,Age,"{""coefficient"": 0.58711, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Value,Wage,Age,"{""coefficient"": 0.80821, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Wage,Overall,Age,"{""coefficient"": 0.5525, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Wage,Value,Age,"{""coefficient"": 0.80821, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Special,Overall,Age,"{""coefficient"": 0.63394, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Height,Weight,Age,"{""coefficient"": 0.77053, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Overall,Age,"{""coefficient"": 0.59266, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Value,Age,"{""coefficient"": 0.99524, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Potential,Age,Overall,"{""coefficient"": -0.79185, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Value,Release Clause,Overall,"{""coefficient"": 0.99307, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Wage,Release Clause,Overall,"{""coefficient"": 0.72187, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Weight,Height,Overall,"{""coefficient"": 0.76588, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Wage,Overall,"{""coefficient"": 0.72187, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Value,Release Clause,Potential,"{""coefficient"": 0.99352, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Wage,Release Clause,Potential,"{""coefficient"": 0.75507, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Height,Weight,Potential,"{""coefficient"": 0.76386, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Value,Potential,"{""coefficient"": 0.99352, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Special,Overall,Value,"{""coefficient"": 0.62675, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Weight,Height,Value,"{""coefficient"": 0.76375, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Height,Weight,Wage,"{""coefficient"": 0.76357, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Value,Wage,"{""coefficient"": 0.98579, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Weight,Height,Special,"{""coefficient"": 0.75532, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Wage,Special,"{""coefficient"": 0.78044, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Potential,Height,"{""coefficient"": 0.52436, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Wage,Height,"{""coefficient"": 0.81675, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Potential,Weight,"{""coefficient"": 0.52446, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Wage,Weight,"{""coefficient"": 0.81633, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,atlantaretail,losangelesretail,farmprice,"{""coefficient"": 0.70322, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,chicagoretail,atlantaretail,farmprice,"{""coefficient"": 0.65991, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,chicagoretail,averagespread,farmprice,"{""coefficient"": 0.51384, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,losangelesretail,chicagoretail,farmprice,"{""coefficient"": 0.64819, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,newyorkretail,atlantaretail,farmprice,"{""coefficient"": 0.54426, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,newyorkretail,averagespread,farmprice,"{""coefficient"": 0.50396, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,averagespread,newyorkretail,farmprice,"{""coefficient"": 0.50396, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,losangelesretail,atlantaretail,chicagoretail,"{""coefficient"": 0.55806, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,averagespread,farmprice,losangelesretail,"{""coefficient"": -0.64522, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2012,F2010,"{""coefficient"": 0.98543, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2014,F2010,"{""coefficient"": 0.95785, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2016,F2010,"{""coefficient"": 0.86276, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2018,F2010,"{""coefficient"": 0.88229, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2020,F2010,"{""coefficient"": 0.92291, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2022,F2010,"{""coefficient"": 0.92437, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2013,F2010,"{""coefficient"": 0.98441, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2015,F2010,"{""coefficient"": 0.95327, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2017,F2010,"{""coefficient"": 0.91445, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2019,F2010,"{""coefficient"": 0.9267, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2021,F2010,"{""coefficient"": 0.95727, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2013,F2011,F2010,"{""coefficient"": 0.97593, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2013,F2014,F2010,"{""coefficient"": 0.9923, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2013,F2016,F2010,"{""coefficient"": 0.91259, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2013,F2018,F2010,"{""coefficient"": 0.92792, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2013,F2020,F2010,"{""coefficient"": 0.94707, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2013,F2022,F2010,"{""coefficient"": 0.95465, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2014,F2012,F2010,"{""coefficient"": 0.97355, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2014,F2015,F2010,"{""coefficient"": 0.98599, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2014,F2017,F2010,"{""coefficient"": 0.93898, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2014,F2019,F2010,"{""coefficient"": 0.95451, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2014,F2021,F2010,"{""coefficient"": 0.97152, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2015,F2011,F2010,"{""coefficient"": 0.92756, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2015,F2013,F2010,"{""coefficient"": 0.97153, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2015,F2016,F2010,"{""coefficient"": 0.96597, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2015,F2018,F2010,"{""coefficient"": 0.96808, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2015,F2020,F2010,"{""coefficient"": 0.96896, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2015,F2022,F2010,"{""coefficient"": 0.97374, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2016,F2012,F2010,"{""coefficient"": 0.90941, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2016,F2014,F2010,"{""coefficient"": 0.93812, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2016,F2017,F2010,"{""coefficient"": 0.99742, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2016,F2019,F2010,"{""coefficient"": 0.99095, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2016,F2021,F2010,"{""coefficient"": 0.97378, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2017,F2011,F2010,"{""coefficient"": 0.86773, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2017,F2013,F2010,"{""coefficient"": 0.91616, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2017,F2015,F2010,"{""coefficient"": 0.96502, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2017,F2018,F2010,"{""coefficient"": 0.99724, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2017,F2020,F2010,"{""coefficient"": 0.97052, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2017,F2022,F2010,"{""coefficient"": 0.98121, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2018,F2012,F2010,"{""coefficient"": 0.92259, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2018,F2014,F2010,"{""coefficient"": 0.94923, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2018,F2016,F2010,"{""coefficient"": 0.99215, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2018,F2019,F2010,"{""coefficient"": 0.99706, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2018,F2021,F2010,"{""coefficient"": 0.98223, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2019,F2011,F2010,"{""coefficient"": 0.89183, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2019,F2013,F2010,"{""coefficient"": 0.93389, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2019,F2015,F2010,"{""coefficient"": 0.97417, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2019,F2017,F2010,"{""coefficient"": 0.99394, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2019,F2020,F2010,"{""coefficient"": 0.98272, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2019,F2022,F2010,"{""coefficient"": 0.99083, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2020,F2012,F2010,"{""coefficient"": 0.94639, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2020,F2014,F2010,"{""coefficient"": 0.95981, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2020,F2016,F2010,"{""coefficient"": 0.97169, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2020,F2018,F2010,"{""coefficient"": 0.97325, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2020,F2021,F2010,"{""coefficient"": 0.9952, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2021,F2011,F2010,"{""coefficient"": 0.93234, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2021,F2013,F2010,"{""coefficient"": 0.96094, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2021,F2015,F2010,"{""coefficient"": 0.97319, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2021,F2017,F2010,"{""coefficient"": 0.97614, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2021,F2019,F2010,"{""coefficient"": 0.98723, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2021,F2022,F2010,"{""coefficient"": 0.99798, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2022,F2012,F2010,"{""coefficient"": 0.95084, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2022,F2014,F2010,"{""coefficient"": 0.96877, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2022,F2016,F2010,"{""coefficient"": 0.97824, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2022,F2018,F2010,"{""coefficient"": 0.98725, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2022,F2020,F2010,"{""coefficient"": 0.99311, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2010,F2011,"{""coefficient"": -0.89845, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2014,F2011,"{""coefficient"": 0.91232, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2016,F2011,"{""coefficient"": 0.84226, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2018,F2011,"{""coefficient"": 0.88378, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}"
