Dataset Name,Column 1,Column 2,Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient
Customer Personality Analysis Dataset,MntFishProducts,NumCatalogPurchases,"{""coefficient"": 0.53448, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65712, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5048, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,MntFishProducts,NumStorePurchases,"{""coefficient"": 0.45985, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.58271, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.43224, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntSweetProducts,MntGoldProds,"{""coefficient"": 0.36972, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.54296, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.39632, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntSweetProducts,NumCatalogPurchases,"{""coefficient"": 0.49092, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.62791, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.48322, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntSweetProducts,NumStorePurchases,"{""coefficient"": 0.44876, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.58089, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.43539, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntGoldProds,NumWebPurchases,"{""coefficient"": 0.42184, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.57998, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.42599, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntGoldProds,NumCatalogPurchases,"{""coefficient"": 0.4377, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.64904, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.49614, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,MntGoldProds,NumStorePurchases,"{""coefficient"": 0.38168, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.53986, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.39229, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,NumWebPurchases,NumCatalogPurchases,"{""coefficient"": 0.37838, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.6195, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.47427, ""conclusion"": ""Not strongly correlated""}"
Customer Personality Analysis Dataset,NumWebPurchases,NumStorePurchases,"{""coefficient"": 0.50271, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.67263, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5225, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,NumStorePurchases,"{""coefficient"": 0.51874, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.70861, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.54899, ""conclusion"": ""Strongly correlated""}"
Customer Personality Analysis Dataset,NumCatalogPurchases,NumWebVisitsMonth,"{""coefficient"": -0.52036, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.53625, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.41566, ""conclusion"": ""Not strongly correlated""}"
Dataset for Admission in the University,GRE Score,TOEFL Score,"{""coefficient"": 0.83598, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.83186, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.66751, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,GRE Score,SOP,"{""coefficient"": 0.61283, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.61374, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.46714, ""conclusion"": ""Not strongly correlated""}"
Dataset for Admission in the University,GRE Score,LOR ,"{""coefficient"": 0.55755, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.54779, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41497, ""conclusion"": ""Not strongly correlated""}"
Dataset for Admission in the University,GRE Score,CGPA,"{""coefficient"": 0.83306, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.83185, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65901, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,GRE Score,Chance of Admit ,"{""coefficient"": 0.80261, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.81535, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.63993, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,TOEFL Score,SOP,"{""coefficient"": 0.65798, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65292, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.51442, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,TOEFL Score,LOR ,"{""coefficient"": 0.56772, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5494, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.42417, ""conclusion"": ""Not strongly correlated""}"
Dataset for Admission in the University,TOEFL Score,CGPA,"{""coefficient"": 0.82842, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.82572, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65367, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,TOEFL Score,Chance of Admit ,"{""coefficient"": 0.79159, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.79557, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.62548, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,SOP,LOR ,"{""coefficient"": 0.72959, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.72718, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.60079, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,SOP,CGPA,"{""coefficient"": 0.71814, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.72435, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.56525, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,SOP,Chance of Admit ,"{""coefficient"": 0.67573, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69471, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5455, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,LOR ,CGPA,"{""coefficient"": 0.67021, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.66601, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.51076, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,LOR ,Chance of Admit ,"{""coefficient"": 0.66989, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.67056, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.51843, ""conclusion"": ""Strongly correlated""}"
Dataset for Admission in the University,CGPA,Chance of Admit ,"{""coefficient"": 0.87329, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.8784, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.72065, ""conclusion"": ""Strongly correlated""}"
Exercise and Fitness Metrics Dataset,Dream Weight,Actual Weight,"{""coefficient"": 0.98138, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.98218, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.87545, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Age,Overall,"{""coefficient"": 0.59569, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64896, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.48113, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Overall,Potential,"{""coefficient"": 0.70659, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.65926, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.49678, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Overall,Value,"{""coefficient"": 0.56423, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.87909, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.77664, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Overall,Wage,"{""coefficient"": 0.59957, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.67103, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.53512, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Overall,Special,"{""coefficient"": 0.69794, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.75555, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.59987, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Overall,Release Clause,"{""coefficient"": 0.5683, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.90161, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.75834, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Potential,Value,"{""coefficient"": 0.5111, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.77963, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.61711, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Potential,Release Clause,"{""coefficient"": 0.52503, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.84593, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.67669, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Value,Wage,"{""coefficient"": 0.81063, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6986, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.54476, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Value,Special,"{""coefficient"": 0.39419, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.71382, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.54758, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Value,Release Clause,"{""coefficient"": 0.99529, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.9852, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.9074, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Wage,Special,"{""coefficient"": 0.42492, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.55515, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.41698, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Wage,Release Clause,"{""coefficient"": 0.81693, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.64165, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.49355, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Special,Release Clause,"{""coefficient"": 0.3939, ""conclusion"": ""Not strongly correlated""}","{""coefficient"": 0.72128, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.54387, ""conclusion"": ""Strongly correlated""}"
FIFA Official Dataset 2023,Height,Weight,"{""coefficient"": 0.76401, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.76565, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.59609, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,farmprice,atlantaretail,"{""coefficient"": 0.64102, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.6525, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.48113, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,farmprice,chicagoretail,"{""coefficient"": 0.60438, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.58711, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.42855, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,farmprice,losangelesretail,"{""coefficient"": 0.70969, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.71291, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.539, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,farmprice,newyorkretail,"{""coefficient"": 0.5703, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.59808, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.4457, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,farmprice,averagespread,"{""coefficient"": -0.51647, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.73908, ""conclusion"": ""Strongly correlated""}","{""coefficient"": -0.55286, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,atlantaretail,chicagoretail,"{""coefficient"": 0.79094, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.7355, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.58085, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,atlantaretail,losangelesretail,"{""coefficient"": 0.83516, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.78631, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.61907, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,atlantaretail,newyorkretail,"{""coefficient"": 0.70872, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.73019, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.5868, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,chicagoretail,losangelesretail,"{""coefficient"": 0.79274, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.73564, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.573, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,chicagoretail,newyorkretail,"{""coefficient"": 0.66809, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.70323, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.56234, ""conclusion"": ""Strongly correlated""}"
Fruits and Vegetables Prices Dataset,losangelesretail,newyorkretail,"{""coefficient"": 0.70014, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.69988, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.54878, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2010,F2011,"{""coefficient"": 0.9997, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99976, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.98898, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2010,F2012,"{""coefficient"": 0.99927, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99938, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.98218, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2010,F2013,"{""coefficient"": 0.99899, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99894, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.97697, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2010,F2014,"{""coefficient"": 0.99856, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99838, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.97049, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2010,F2015,"{""coefficient"": 0.99847, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99797, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.96722, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2010,F2016,"{""coefficient"": 0.99787, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99733, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.96176, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2010,F2017,"{""coefficient"": 0.99719, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99676, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.95764, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2010,F2018,"{""coefficient"": 0.99656, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.996, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.95284, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2010,F2019,"{""coefficient"": 0.99568, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.9953, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.94911, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2010,F2020,"{""coefficient"": 0.99359, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99443, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.944, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2010,F2021,"{""coefficient"": 0.99338, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99406, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.94187, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2010,F2022,"{""coefficient"": 0.9932, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99354, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.93921, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2012,"{""coefficient"": 0.99989, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99972, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.98934, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2013,"{""coefficient"": 0.99976, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99941, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.98377, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2014,"{""coefficient"": 0.99952, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.999, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.97743, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2015,"{""coefficient"": 0.99943, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99861, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.97297, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2016,"{""coefficient"": 0.99894, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99802, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.967, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2017,"{""coefficient"": 0.99848, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99757, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.96322, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2018,"{""coefficient"": 0.99805, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.9969, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.9585, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2019,"{""coefficient"": 0.9974, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99627, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.95466, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2020,"{""coefficient"": 0.99584, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.9955, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.94961, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2021,"{""coefficient"": 0.9957, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99515, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.94743, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2011,F2022,"{""coefficient"": 0.99553, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99469, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.94482, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2013,"{""coefficient"": 0.99995, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99984, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99103, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2014,"{""coefficient"": 0.99983, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.9995, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.98399, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2015,"{""coefficient"": 0.99976, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99914, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.97883, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2016,"{""coefficient"": 0.99941, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99861, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.97227, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2017,"{""coefficient"": 0.99908, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99829, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.96895, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2018,"{""coefficient"": 0.99876, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99766, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.9639, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2019,"{""coefficient"": 0.99824, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99706, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.96001, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2020,"{""coefficient"": 0.99696, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99636, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.95456, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2021,"{""coefficient"": 0.99686, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99606, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.95258, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2012,F2022,"{""coefficient"": 0.99671, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99564, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.94993, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2013,F2014,"{""coefficient"": 0.99994, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99977, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99031, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2013,F2015,"{""coefficient"": 0.99988, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99946, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.98402, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2013,F2016,"{""coefficient"": 0.99953, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.999, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.97699, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2013,F2017,"{""coefficient"": 0.99926, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99874, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.97383, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2013,F2018,"{""coefficient"": 0.99901, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99818, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.96836, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2013,F2019,"{""coefficient"": 0.99856, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99762, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.96386, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2013,F2020,"{""coefficient"": 0.99739, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.997, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.95857, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2013,F2021,"{""coefficient"": 0.99733, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99671, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.95666, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2013,F2022,"{""coefficient"": 0.99718, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99633, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.95401, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2014,F2015,"{""coefficient"": 0.99996, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99977, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.98963, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2014,F2016,"{""coefficient"": 0.99971, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99942, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.98241, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2014,F2017,"{""coefficient"": 0.99953, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99924, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.97943, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2014,F2018,"{""coefficient"": 0.99934, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99877, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.97428, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2014,F2019,"{""coefficient"": 0.999, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.9983, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.96979, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2014,F2020,"{""coefficient"": 0.99798, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99771, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.96405, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2014,F2021,"{""coefficient"": 0.99793, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99745, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.96211, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2014,F2022,"{""coefficient"": 0.99781, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99712, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.95955, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2015,F2016,"{""coefficient"": 0.99983, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99978, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99006, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2015,F2017,"{""coefficient"": 0.99966, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99961, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.98574, ""conclusion"": ""Strongly correlated""}"
Green House Gas Produce by Different Industry,F2015,F2018,"{""coefficient"": 0.99947, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.99913, ""conclusion"": ""Strongly correlated""}","{""coefficient"": 0.9791, ""conclusion"": ""Strongly correlated""}"
