Dataset Name,Column,Mean,Median,Mode,Range,Quartile,Standard Deviation,Skewness,Kurtosis
Exercise and Fitness Metrics Dataset,Actual Weight,"{""conclusion"": ""75.18844""}","{""conclusion"": ""75.54441""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""58.52585""}","{""conclusion"": ""\""{'Min': 45.78374687, 'Q1': 62.476906405, 'Median': 75.544407485, 'Q3': 88.10576654500001, 'Max': 104.3096}\""""}","{""conclusion"": ""14.84359""}","{""conclusion"": ""-0.03022""}","{""conclusion"": ""-1.13212""}"
Exercise and Fitness Metrics Dataset,Age,"{""conclusion"": ""39.62112""}","{""conclusion"": ""40.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""42.0""}","{""conclusion"": ""\""{'Min': 18.0, 'Q1': 29.0, 'Median': 40.0, 'Q3': 51.0, 'Max': 60.0}\""""}","{""conclusion"": ""12.5201""}","{""conclusion"": ""-0.05938""}","{""conclusion"": ""-1.21207""}"
Exercise and Fitness Metrics Dataset,Gender,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Female""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Exercise and Fitness Metrics Dataset,Duration,"{""conclusion"": ""40.19099""}","{""conclusion"": ""40.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""40.0""}","{""conclusion"": ""\""{'Min': 20.0, 'Q1': 30.0, 'Median': 40.0, 'Q3': 51.0, 'Max': 60.0}\""""}","{""conclusion"": ""11.76443""}","{""conclusion"": ""-0.0144""}","{""conclusion"": ""-1.17818""}"
Exercise and Fitness Metrics Dataset,Heart Rate,"{""conclusion"": ""139.77795""}","{""conclusion"": ""140.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""80.0""}","{""conclusion"": ""\""{'Min': 100.0, 'Q1': 119.0, 'Median': 140.0, 'Q3': 160.0, 'Max': 180.0}\""""}","{""conclusion"": ""23.44449""}","{""conclusion"": ""-0.0023""}","{""conclusion"": ""-1.21382""}"
Exercise and Fitness Metrics Dataset,BMI,"{""conclusion"": ""26.80198""}","{""conclusion"": ""26.86166""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""16.49663""}","{""conclusion"": ""\""{'Min': 18.50001378, 'Q1': 22.68677438, 'Median': 26.861656215, 'Q3': 30.9503795575, 'Max': 34.99663922}\""""}","{""conclusion"": ""4.74613""}","{""conclusion"": ""-0.02797""}","{""conclusion"": ""-1.20076""}"
Exercise and Fitness Metrics Dataset,Weather Conditions,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Cloudy""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Exercise and Fitness Metrics Dataset,Exercise Intensity,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""7""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
FIFA Official Dataset 2023,Age,"{""conclusion"": ""23.12775""}","{""conclusion"": ""22.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""39.0""}","{""conclusion"": ""\""{'Min': 15.0, 'Q1': 20.0, 'Median': 22.0, 'Q3': 26.0, 'Max': 54.0}\""""}","{""conclusion"": ""4.63969""}","{""conclusion"": ""0.96589""}","{""conclusion"": ""0.52761""}"
FIFA Official Dataset 2023,Nationality,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""England""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
FIFA Official Dataset 2023,Overall,"{""conclusion"": ""63.36959""}","{""conclusion"": ""63.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""48.0""}","{""conclusion"": ""\""{'Min': 43.0, 'Q1': 58.0, 'Median': 63.0, 'Q3': 69.0, 'Max': 91.0}\""""}","{""conclusion"": ""8.03604""}","{""conclusion"": ""0.36391""}","{""conclusion"": ""-0.29083""}"
FIFA Official Dataset 2023,Potential,"{""conclusion"": ""70.9812""}","{""conclusion"": ""71.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""53.0""}","{""conclusion"": ""\""{'Min': 42.0, 'Q1': 67.0, 'Median': 71.0, 'Q3': 75.0, 'Max': 95.0}\""""}","{""conclusion"": ""6.52965""}","{""conclusion"": ""0.01663""}","{""conclusion"": ""0.05159""}"
FIFA Official Dataset 2023,Club,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Manchester United""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
FIFA Official Dataset 2023,Value,"{""conclusion"": ""2739788.39185""}","{""conclusion"": ""700000.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""190500000.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 325000.0, 'Median': 700000.0, 'Q3': 1725000.0, 'Max': 190500000.0}\""""}","{""conclusion"": ""7841053.69391""}","{""conclusion"": ""7.5615""}","{""conclusion"": ""82.92234""}"
FIFA Official Dataset 2023,Wage,"{""conclusion"": ""8189.80747""}","{""conclusion"": ""2000.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""450000.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 550.0, 'Median': 2000.0, 'Q3': 6000.0, 'Max': 450000.0}\""""}","{""conclusion"": ""20476.15324""}","{""conclusion"": ""6.50803""}","{""conclusion"": ""66.88632""}"
FIFA Official Dataset 2023,Special,"{""conclusion"": ""1537.91586""}","{""conclusion"": ""1548.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1563.0""}","{""conclusion"": ""\""{'Min': 749.0, 'Q1': 1387.0, 'Median': 1548.0, 'Q3': 1727.0, 'Max': 2312.0}\""""}","{""conclusion"": ""285.88571""}","{""conclusion"": ""-0.43229""}","{""conclusion"": ""0.22231""}"
FIFA Official Dataset 2023,Preferred Foot,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Right""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
FIFA Official Dataset 2023,International Reputation,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
FIFA Official Dataset 2023,Weak Foot,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""3.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
FIFA Official Dataset 2023,Skill Moves,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""2.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
FIFA Official Dataset 2023,Work Rate,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Medium/ Medium""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
FIFA Official Dataset 2023,Body Type,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Normal (170-185)""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
FIFA Official Dataset 2023,Real Face,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""No""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
FIFA Official Dataset 2023,Position,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""<span class=\""pos pos28\"">SUB""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
FIFA Official Dataset 2023,Contract Valid Until,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""2023""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
FIFA Official Dataset 2023,Height,"{""conclusion"": ""180.89343""}","{""conclusion"": ""181.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""57.0""}","{""conclusion"": ""\""{'Min': 149.0, 'Q1': 176.0, 'Median': 181.0, 'Q3': 186.0, 'Max': 206.0}\""""}","{""conclusion"": ""6.96229""}","{""conclusion"": ""0.01042""}","{""conclusion"": ""-0.2627""}"
FIFA Official Dataset 2023,Weight,"{""conclusion"": ""74.32616""}","{""conclusion"": ""74.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""62.0""}","{""conclusion"": ""\""{'Min': 48.0, 'Q1': 70.0, 'Median': 74.0, 'Q3': 79.0, 'Max': 110.0}\""""}","{""conclusion"": ""6.98254""}","{""conclusion"": ""0.25291""}","{""conclusion"": ""0.16147""}"
FIFA Official Dataset 2023,Release Clause,"{""conclusion"": ""5376264.52238""}","{""conclusion"": ""1300000.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""366680000.0""}","{""conclusion"": ""\""{'Min': 20000.0, 'Q1': 601000.0, 'Median': 1300000.0, 'Q3': 3300000.0, 'Max': 366700000.0}\""""}","{""conclusion"": ""15551533.27968""}","{""conclusion"": ""7.5715""}","{""conclusion"": ""83.36303""}"
FIFA Official Dataset 2023,Kit Number,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""20.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Fruits and Vegetables Prices Dataset,farmprice,"{""conclusion"": ""0.59534""}","{""conclusion"": ""0.43""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""9.0""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 0.28, 'Median': 0.43, 'Q3': 0.78, 'Max': 9.0}\""""}","{""conclusion"": ""0.4829""}","{""conclusion"": ""2.45463""}","{""conclusion"": ""12.54878""}"
Fruits and Vegetables Prices Dataset,atlantaretail,"{""conclusion"": ""1.75602""}","{""conclusion"": ""1.51""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""7.21""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1.19, 'Median': 1.51, 'Q3': 2.08, 'Max': 7.21}\""""}","{""conclusion"": ""0.95862""}","{""conclusion"": ""1.44029""}","{""conclusion"": ""2.59578""}"
Fruits and Vegetables Prices Dataset,chicagoretail,"{""conclusion"": ""1.71643""}","{""conclusion"": ""1.61""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""6.24""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1.22, 'Median': 1.61, 'Q3': 2.07, 'Max': 6.24}\""""}","{""conclusion"": ""0.9697""}","{""conclusion"": ""0.77467""}","{""conclusion"": ""1.14275""}"
Fruits and Vegetables Prices Dataset,losangelesretail,"{""conclusion"": ""1.7212""}","{""conclusion"": ""1.49""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""7.46""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1.12, 'Median': 1.49, 'Q3': 1.99, 'Max': 7.46}\""""}","{""conclusion"": ""0.92514""}","{""conclusion"": ""1.16249""}","{""conclusion"": ""1.20506""}"
Fruits and Vegetables Prices Dataset,newyorkretail,"{""conclusion"": ""1.97343""}","{""conclusion"": ""1.79""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""41.49""}","{""conclusion"": ""\""{'Min': 0.0, 'Q1': 1.37, 'Median': 1.79, 'Q3': 2.32, 'Max': 41.49}\""""}","{""conclusion"": ""1.123""}","{""conclusion"": ""4.03058""}","{""conclusion"": ""99.8308""}"
Fruits and Vegetables Prices Dataset,averagespread,"{""conclusion"": ""2.89251""}","{""conclusion"": ""2.4604""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""58.75""}","{""conclusion"": ""\""{'Min': -1.0, 'Q1': 1.48265, 'Median': 2.4604, 'Q3': 3.8611, 'Max': 57.75}\""""}","{""conclusion"": ""2.1158""}","{""conclusion"": ""3.50488""}","{""conclusion"": ""42.99802""}"
GPA Study Hours Dataset,gpa,"{""conclusion"": ""3.58617""}","{""conclusion"": ""3.62""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""1.7""}","{""conclusion"": ""\""{'Min': 2.6, 'Q1': 3.4, 'Median': 3.62, 'Q3': 3.8, 'Max': 4.3}\""""}","{""conclusion"": ""0.28474""}","{""conclusion"": ""-0.58831""}","{""conclusion"": ""0.04671""}"
GPA Study Hours Dataset,study_hours,"{""conclusion"": ""17.47668""}","{""conclusion"": ""15.0""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""67.0""}","{""conclusion"": ""\""{'Min': 2.0, 'Q1': 10.0, 'Median': 15.0, 'Q3': 20.0, 'Max': 69.0}\""""}","{""conclusion"": ""11.37938""}","{""conclusion"": ""1.74255""}","{""conclusion"": ""3.92085""}"
Grades of Students Dataset,PH-121,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,HS-101,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CY-105,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,HS-105/12,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,MT-111,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-105,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-106,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,EL-102,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,EE-119,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,ME-107,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-107,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,HS-205/20,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,MT-222,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,EE-222,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,MT-224,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-210,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-211,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-203,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-214,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""C""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,EE-217,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-212,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-215,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,MT-331,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,EF-303,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""B""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,HS-304,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-301,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-302,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,TC-383,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,MT-442,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,EL-332,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-318,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-306,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-312,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A+""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-317,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""B-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-403,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-421,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""B""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-406,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-414,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-419,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-423,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CS-412,"{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""A-""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""Not applicable""}"
Grades of Students Dataset,CGPA,"{""conclusion"": ""2.95489""}","{""conclusion"": ""3.029""}","{""conclusion"": ""Not applicable""}","{""conclusion"": ""3.185""}","{""conclusion"": ""\""{'Min': 0.8, 'Q1': 2.5380000000000003, 'Median': 3.029, 'Q3': 3.451, 'Max': 3.985}\""""}","{""conclusion"": ""0.62001""}","{""conclusion"": ""-0.4972""}","{""conclusion"": ""-0.32384""}"
