Dataset Name,Column 1,Column 2,Kolmogorov-Smirnov Test
Dataset for Admission in the University,SOP,CGPA,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Dataset for Admission in the University,SOP,Chance of Admit ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Dataset for Admission in the University,LOR ,CGPA,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Dataset for Admission in the University,LOR ,Chance of Admit ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Dataset for Admission in the University,CGPA,Chance of Admit ,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Calories Burn,Dream Weight,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Calories Burn,Actual Weight,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Calories Burn,Age,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Calories Burn,Duration,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Calories Burn,Heart Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Calories Burn,BMI,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Dream Weight,Age,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Dream Weight,Duration,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Dream Weight,Heart Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Dream Weight,BMI,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Actual Weight,Age,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Actual Weight,Duration,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Actual Weight,Heart Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Actual Weight,BMI,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Age,Duration,"{""p value"": 0.00038, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Age,Heart Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Age,BMI,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Duration,Heart Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Duration,BMI,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Exercise and Fitness Metrics Dataset,Heart Rate,BMI,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Age,Overall,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Age,Potential,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Age,Value,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Age,Wage,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Age,Special,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Age,Height,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Age,Weight,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Age,Release Clause,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Overall,Potential,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Overall,Value,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Overall,Wage,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Overall,Special,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Overall,Height,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Overall,Weight,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Overall,Release Clause,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Potential,Value,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Potential,Wage,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Potential,Special,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Potential,Height,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Potential,Weight,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Potential,Release Clause,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Value,Wage,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Value,Special,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Value,Height,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Value,Weight,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Value,Release Clause,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Wage,Special,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Wage,Height,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Wage,Weight,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Wage,Release Clause,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Special,Height,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Special,Weight,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Special,Release Clause,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Height,Weight,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Height,Release Clause,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
FIFA Official Dataset 2023,Weight,Release Clause,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Fruits and Vegetables Prices Dataset,farmprice,atlantaretail,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Fruits and Vegetables Prices Dataset,farmprice,chicagoretail,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Fruits and Vegetables Prices Dataset,farmprice,losangelesretail,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Fruits and Vegetables Prices Dataset,farmprice,newyorkretail,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Fruits and Vegetables Prices Dataset,farmprice,averagespread,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Fruits and Vegetables Prices Dataset,atlantaretail,chicagoretail,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Fruits and Vegetables Prices Dataset,atlantaretail,losangelesretail,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Fruits and Vegetables Prices Dataset,atlantaretail,newyorkretail,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Fruits and Vegetables Prices Dataset,atlantaretail,averagespread,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Fruits and Vegetables Prices Dataset,chicagoretail,losangelesretail,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Fruits and Vegetables Prices Dataset,chicagoretail,newyorkretail,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Fruits and Vegetables Prices Dataset,chicagoretail,averagespread,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Fruits and Vegetables Prices Dataset,losangelesretail,newyorkretail,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Fruits and Vegetables Prices Dataset,losangelesretail,averagespread,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Fruits and Vegetables Prices Dataset,newyorkretail,averagespread,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
GPA Study Hours Dataset,gpa,study_hours,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Heart Failure Prediction Dataset,Age,RestingBP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Heart Failure Prediction Dataset,Age,Cholesterol,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Heart Failure Prediction Dataset,Age,MaxHR,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Heart Failure Prediction Dataset,Age,Oldpeak,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Heart Failure Prediction Dataset,RestingBP,Cholesterol,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Heart Failure Prediction Dataset,RestingBP,MaxHR,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Heart Failure Prediction Dataset,RestingBP,Oldpeak,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Heart Failure Prediction Dataset,Cholesterol,MaxHR,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Heart Failure Prediction Dataset,Cholesterol,Oldpeak,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Heart Failure Prediction Dataset,MaxHR,Oldpeak,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Housing Price Dataset,SquareFeet,Bedrooms,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Housing Price Dataset,SquareFeet,Bathrooms,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Housing Price Dataset,SquareFeet,Price,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Housing Price Dataset,Bedrooms,Bathrooms,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Housing Price Dataset,Bedrooms,Price,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Housing Price Dataset,Bathrooms,Price,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,adjusted_satisfaction,avg_satisfaction,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,adjusted_satisfaction,std_satisfaction,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,adjusted_satisfaction,avg_income,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,adjusted_satisfaction,median_income,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,adjusted_satisfaction,income_inequality,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,adjusted_satisfaction,happyScore,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,adjusted_satisfaction,GDP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,avg_satisfaction,std_satisfaction,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,avg_satisfaction,avg_income,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,avg_satisfaction,median_income,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,avg_satisfaction,income_inequality,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,avg_satisfaction,happyScore,"{""p value"": 0.00271, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,avg_satisfaction,GDP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,std_satisfaction,avg_income,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,std_satisfaction,median_income,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,std_satisfaction,income_inequality,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,std_satisfaction,happyScore,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,std_satisfaction,GDP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,avg_income,income_inequality,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,avg_income,happyScore,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,avg_income,GDP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,median_income,income_inequality,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,median_income,happyScore,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,median_income,GDP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,income_inequality,happyScore,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,income_inequality,GDP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Income and Happiness Score Dataset,happyScore,GDP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Jobs and Salaries Dataset,work_year,salary,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Jobs and Salaries Dataset,work_year,salary_in_usd,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Library Visitors,Total Program Attendees,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Library Visitors,Total eMedia Circulation,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Library Visitors,Total Cardholders,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Library Visitors,Total Computer Usage (Wireless + PC Sessions),"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Library Visitors,New Cardholders,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Library Visitors,# of Individuals Assisted in Pursuing Citizenship,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Library Visitors,# of Homeless Individuals Served at The Source,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Library Visitors,# of Attendees at Children's and Teen Programming,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Program Attendees,Total eMedia Circulation,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Program Attendees,Total Cardholders,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Program Attendees,Total Computer Usage (Wireless + PC Sessions),"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Program Attendees,New Cardholders,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Program Attendees,# of Individuals Assisted in Pursuing Citizenship,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Program Attendees,# of Homeless Individuals Served at The Source,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Program Attendees,# of Attendees at Children's and Teen Programming,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total eMedia Circulation,Total Cardholders,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total eMedia Circulation,New Cardholders,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total eMedia Circulation,# of Individuals Assisted in Pursuing Citizenship,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total eMedia Circulation,# of Homeless Individuals Served at The Source,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total eMedia Circulation,# of Attendees at Children's and Teen Programming,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Cardholders,Total Computer Usage (Wireless + PC Sessions),"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Cardholders,New Cardholders,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Cardholders,# of Individuals Assisted in Pursuing Citizenship,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Cardholders,# of Homeless Individuals Served at The Source,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Cardholders,# of Attendees at Children's and Teen Programming,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Computer Usage (Wireless + PC Sessions),New Cardholders,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Computer Usage (Wireless + PC Sessions),# of Individuals Assisted in Pursuing Citizenship,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Computer Usage (Wireless + PC Sessions),# of Homeless Individuals Served at The Source,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,Total Computer Usage (Wireless + PC Sessions),# of Attendees at Children's and Teen Programming,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,New Cardholders,# of Individuals Assisted in Pursuing Citizenship,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,New Cardholders,# of Homeless Individuals Served at The Source,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,New Cardholders,# of Attendees at Children's and Teen Programming,"{""p value"": 7e-05, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,# of Homeless Individuals Served at The Source,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,# of Individuals Assisted in Pursuing Citizenship,# of Attendees at Children's and Teen Programming,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,# of Attendees at Children's and Teen Programming,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,imdb_score,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Netflix TV Shows and Movies Scores Dataset in IMDB,runtime,imdb_votes,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Netflix TV Shows and Movies Scores Dataset in IMDB,imdb_score,imdb_votes,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Age,Height,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Age,Weight,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Age,FCVC,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Age,NCP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Age,CH2O,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Age,FAF,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Age,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Height,Weight,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Height,FCVC,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Height,NCP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Height,CH2O,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Height,FAF,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Height,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Weight,FCVC,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Weight,NCP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Weight,CH2O,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Weight,FAF,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,Weight,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,FCVC,NCP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,FCVC,CH2O,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,FCVC,FAF,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,FCVC,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,NCP,CH2O,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,NCP,FAF,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,NCP,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,CH2O,FAF,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,CH2O,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Obesity or CVD Risk Dataset,FAF,TUE,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Total,HP,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Total,Attack,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Total,Defense,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Total,Sp_Atk,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Total,Sp_Def,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Total,Speed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Total,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Total,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Total,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Total,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,HP,Attack,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,HP,Sp_Atk,"{""p value"": 0.01597, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,HP,Speed,"{""p value"": 0.00081, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,HP,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,HP,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,HP,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,HP,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Attack,Defense,"{""p value"": 0.00043, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Attack,Sp_Atk,"{""p value"": 4e-05, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Attack,Sp_Def,"{""p value"": 0.00018, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Attack,Speed,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Attack,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Attack,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Attack,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Attack,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Defense,Speed,"{""p value"": 0.01597, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Defense,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Defense,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Defense,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Defense,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Sp_Atk,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Sp_Atk,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Sp_Atk,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Sp_Atk,Catch_Rate,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Sp_Def,Speed,"{""p value"": 0.02205, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Sp_Def,Pr_Male,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Sp_Def,Height_m,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
Pokedex Dataset,Sp_Def,Weight_kg,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}"
