Dataset Name,Column 1,Column 2,Control Column,Partial Correlation Coefficient
Exercise and Fitness Metrics Dataset,Actual Weight,BMI,Dream Weight,"{""coefficient"": -0.03071, ""p value"": 0.05636, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Age,Actual Weight,Dream Weight,"{""coefficient"": -0.01664, ""p value"": 0.30111, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Age,Heart Rate,Dream Weight,"{""coefficient"": -0.00893, ""p value"": 0.57914, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Duration,Calories Burn,Dream Weight,"{""coefficient"": 0.02159, ""p value"": 0.17968, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Duration,Age,Dream Weight,"{""coefficient"": -0.00668, ""p value"": 0.6783, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Duration,BMI,Dream Weight,"{""coefficient"": 0.02017, ""p value"": 0.2101, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Heart Rate,Actual Weight,Dream Weight,"{""coefficient"": -0.00376, ""p value"": 0.81525, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Heart Rate,Duration,Dream Weight,"{""coefficient"": 0.01497, ""p value"": 0.35219, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,BMI,Calories Burn,Dream Weight,"{""coefficient"": 0.01257, ""p value"": 0.43461, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,BMI,Age,Dream Weight,"{""coefficient"": -0.00293, ""p value"": 0.85553, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,BMI,Heart Rate,Dream Weight,"{""coefficient"": 0.01556, ""p value"": 0.33363, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Age,Dream Weight,Actual Weight,"{""coefficient"": 0.01762, ""p value"": 0.27367, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Age,Heart Rate,Actual Weight,"{""coefficient"": -0.00893, ""p value"": 0.57899, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Duration,Calories Burn,Actual Weight,"{""coefficient"": 0.02158, ""p value"": 0.17983, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Duration,Age,Actual Weight,"{""coefficient"": -0.00664, ""p value"": 0.68005, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Duration,BMI,Actual Weight,"{""coefficient"": 0.02028, ""p value"": 0.20754, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Heart Rate,Dream Weight,Actual Weight,"{""coefficient"": 0.00333, ""p value"": 0.83588, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Heart Rate,Duration,Actual Weight,"{""coefficient"": 0.015, ""p value"": 0.35144, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,BMI,Calories Burn,Actual Weight,"{""coefficient"": 0.01264, ""p value"": 0.43217, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,BMI,Age,Actual Weight,"{""coefficient"": -0.0029, ""p value"": 0.85687, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,BMI,Heart Rate,Actual Weight,"{""coefficient"": 0.01555, ""p value"": 0.33405, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Duration,Dream Weight,Age,"{""coefficient"": 0.01616, ""p value"": 0.31529, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Duration,Heart Rate,Age,"{""coefficient"": 0.01488, ""p value"": 0.35508, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Heart Rate,Calories Burn,Age,"{""coefficient"": -0.0359, ""p value"": 0.02566, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Heart Rate,Actual Weight,Age,"{""coefficient"": -0.00251, ""p value"": 0.87595, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Heart Rate,BMI,Age,"{""coefficient"": 0.01553, ""p value"": 0.33455, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,BMI,Dream Weight,Age,"{""coefficient"": 0.00226, ""p value"": 0.88851, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,BMI,Duration,Age,"{""coefficient"": 0.02018, ""p value"": 0.20976, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Heart Rate,Calories Burn,Duration,"{""coefficient"": -0.03623, ""p value"": 0.02435, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Heart Rate,Actual Weight,Duration,"{""coefficient"": -0.00285, ""p value"": 0.85947, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,Heart Rate,BMI,Duration,"{""coefficient"": 0.01526, ""p value"": 0.34308, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,BMI,Dream Weight,Duration,"{""coefficient"": 0.00191, ""p value"": 0.90545, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,BMI,Age,Duration,"{""coefficient"": -0.00278, ""p value"": 0.86271, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,BMI,Calories Burn,Heart Rate,"{""coefficient"": 0.01317, ""p value"": 0.41316, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,BMI,Actual Weight,Heart Rate,"{""coefficient"": -0.00366, ""p value"": 0.81991, ""conclusion"": ""Not strongly correlated""}"
Exercise and Fitness Metrics Dataset,BMI,Duration,Heart Rate,"{""coefficient"": 0.01997, ""p value"": 0.21452, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Overall,Weight,Age,"{""coefficient"": 0.02616, ""p value"": 0.00051, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Potential,Weight,Age,"{""coefficient"": 0.03414, ""p value"": 1e-05, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Value,Height,Age,"{""coefficient"": 0.02019, ""p value"": 0.00729, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Wage,Special,Age,"{""coefficient"": 0.3538, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Wage,Weight,Age,"{""coefficient"": 0.01574, ""p value"": 0.03649, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Special,Wage,Age,"{""coefficient"": 0.3538, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Special,Weight,Age,"{""coefficient"": -0.31035, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Overall,Age,"{""coefficient"": 0.01861, ""p value"": 0.0134, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Value,Age,"{""coefficient"": 0.02019, ""p value"": 0.0073, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Special,Age,"{""coefficient"": -0.35686, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Overall,Age,"{""coefficient"": 0.02616, ""p value"": 0.00051, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Value,Age,"{""coefficient"": 0.02026, ""p value"": 0.00708, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Special,Age,"{""coefficient"": -0.31035, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Special,Age,"{""coefficient"": 0.36173, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Weight,Age,"{""coefficient"": 0.01986, ""p value"": 0.01074, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Potential,Wage,Overall,"{""coefficient"": 0.09832, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Potential,Height,Overall,"{""coefficient"": 0.00289, ""p value"": 0.70055, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Potential,Release Clause,Overall,"{""coefficient"": 0.21092, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Value,Potential,Overall,"{""coefficient"": 0.19242, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Value,Height,Overall,"{""coefficient"": -0.00143, ""p value"": 0.84906, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Wage,Age,Overall,"{""coefficient"": -0.09731, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Wage,Special,Overall,"{""coefficient"": 0.01126, ""p value"": 0.1346, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Wage,Weight,Overall,"{""coefficient"": -0.01587, ""p value"": 0.035, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Special,Potential,Overall,"{""coefficient"": -0.01091, ""p value"": 0.14722, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Special,Wage,Overall,"{""coefficient"": 0.01126, ""p value"": 0.1346, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Special,Weight,Overall,"{""coefficient"": -0.42597, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Age,Overall,"{""coefficient"": 0.04885, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Value,Overall,"{""coefficient"": -0.00143, ""p value"": 0.84882, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Special,Overall,"{""coefficient"": -0.47826, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Age,Overall,"{""coefficient"": 0.17859, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Value,Overall,"{""coefficient"": -0.0399, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Special,Overall,"{""coefficient"": -0.42597, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Age,Overall,"{""coefficient"": -0.26227, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Special,Overall,"{""coefficient"": -0.01128, ""p value"": 0.14732, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Weight,Overall,"{""coefficient"": -0.04149, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Value,Overall,Potential,"{""coefficient"": 0.33392, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Value,Height,Potential,"{""coefficient"": 0.01143, ""p value"": 0.1289, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Wage,Age,Potential,"{""coefficient"": 0.35176, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Wage,Special,Potential,"{""coefficient"": 0.24951, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Wage,Weight,Potential,"{""coefficient"": 0.08233, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Special,Value,Potential,"{""coefficient"": 0.19317, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Special,Height,Potential,"{""coefficient"": -0.36913, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Special,Release Clause,Potential,"{""coefficient"": 0.1821, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Overall,Potential,"{""coefficient"": 0.03994, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Wage,Potential,"{""coefficient"": 0.03079, ""p value"": 4e-05, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Release Clause,Potential,"{""coefficient"": 0.01167, ""p value"": 0.13382, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Overall,Potential,"{""coefficient"": 0.2033, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Wage,Potential,"{""coefficient"": 0.08233, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Release Clause,Potential,"{""coefficient"": 0.05085, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Overall,Potential,"{""coefficient"": 0.32677, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Height,Potential,"{""coefficient"": 0.01167, ""p value"": 0.13376, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Wage,Age,Value,"{""coefficient"": 0.27633, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Wage,Potential,Value,"{""coefficient"": 0.1292, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Wage,Height,Value,"{""coefficient"": 0.03742, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Wage,Release Clause,Value,"{""coefficient"": 0.02443, ""p value"": 0.00169, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Special,Potential,Value,"{""coefficient"": 0.36224, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Special,Height,Value,"{""coefficient"": -0.34104, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Special,Release Clause,Value,"{""coefficient"": -0.05942, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Overall,Value,"{""coefficient"": 0.04978, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Wage,Value,"{""coefficient"": 0.03742, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Release Clause,Value,"{""coefficient"": -0.01171, ""p value"": 0.1324, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Overall,Value,"{""coefficient"": 0.15649, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Wage,Value,"{""coefficient"": 0.06309, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Release Clause,Value,"{""coefficient"": -0.03491, ""p value"": 1e-05, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Overall,Value,"{""coefficient"": -0.06369, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Wage,Value,"{""coefficient"": 0.02443, ""p value"": 0.00169, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Height,Value,"{""coefficient"": -0.01171, ""p value"": 0.1324, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Special,Age,Wage,"{""coefficient"": 0.29631, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Special,Value,Wage,"{""coefficient"": 0.09383, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Special,Weight,Wage,"{""coefficient"": -0.24808, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Age,Wage,"{""coefficient"": 0.0632, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Potential,Wage,"{""coefficient"": 0.02383, ""p value"": 0.00154, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Special,Wage,"{""coefficient"": -0.35497, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Age,Wage,"{""coefficient"": 0.22397, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Potential,Wage,"{""coefficient"": -0.01652, ""p value"": 0.02818, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Special,Wage,"{""coefficient"": -0.24808, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Age,Wage,"{""coefficient"": -0.14685, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Potential,Wage,"{""coefficient"": 0.25275, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Height,Wage,"{""coefficient"": -0.01428, ""p value"": 0.0665, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Age,Special,"{""coefficient"": 0.21453, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Potential,Special,"{""coefficient"": 0.22875, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Height,Wage,Special,"{""coefficient"": 0.20357, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Age,Special,"{""coefficient"": 0.34128, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Potential,Special,"{""coefficient"": 0.13731, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Wage,Special,"{""coefficient"": 0.18508, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Age,Special,"{""coefficient"": 0.01488, ""p value"": 0.05584, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Potential,Special,"{""coefficient"": 0.4136, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Weight,Special,"{""coefficient"": 0.14531, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Overall,Height,"{""coefficient"": 0.18171, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Value,Height,"{""coefficient"": 0.05344, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Weight,Special,Height,"{""coefficient"": 0.06807, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Age,Height,"{""coefficient"": 0.16595, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Weight,Height,"{""coefficient"": 0.05123, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
FIFA Official Dataset 2023,Release Clause,Special,Weight,"{""coefficient"": 0.4125, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,atlantaretail,averagespread,farmprice,"{""coefficient"": 0.42792, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,losangelesretail,averagespread,farmprice,"{""coefficient"": 0.45869, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,averagespread,atlantaretail,farmprice,"{""coefficient"": 0.42792, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,chicagoretail,farmprice,atlantaretail,"{""coefficient"": 0.20734, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,chicagoretail,newyorkretail,atlantaretail,"{""coefficient"": 0.24912, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,losangelesretail,farmprice,atlantaretail,"{""coefficient"": 0.41297, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,losangelesretail,newyorkretail,atlantaretail,"{""coefficient"": 0.27901, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,newyorkretail,farmprice,atlantaretail,"{""coefficient"": 0.21417, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,newyorkretail,losangelesretail,atlantaretail,"{""coefficient"": 0.27901, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,averagespread,chicagoretail,atlantaretail,"{""coefficient"": 0.12741, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,averagespread,newyorkretail,atlantaretail,"{""coefficient"": 0.13513, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,losangelesretail,newyorkretail,chicagoretail,"{""coefficient"": 0.37598, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,newyorkretail,farmprice,chicagoretail,"{""coefficient"": 0.28086, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,newyorkretail,losangelesretail,chicagoretail,"{""coefficient"": 0.37598, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,averagespread,atlantaretail,chicagoretail,"{""coefficient"": -0.13124, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,averagespread,newyorkretail,chicagoretail,"{""coefficient"": 0.04606, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,newyorkretail,atlantaretail,losangelesretail,"{""coefficient"": 0.31573, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,newyorkretail,averagespread,losangelesretail,"{""coefficient"": 0.17257, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,averagespread,chicagoretail,losangelesretail,"{""coefficient"": 0.18049, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,averagespread,atlantaretail,newyorkretail,"{""coefficient"": -0.13091, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Fruits and Vegetables Prices Dataset,averagespread,losangelesretail,newyorkretail,"{""coefficient"": -0.18459, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2016,F2010,F2013,"{""coefficient"": -0.48419, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2017,F2012,F2013,"{""coefficient"": -0.35896, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2015,F2010,F2014,"{""coefficient"": -0.10146, ""p value"": 0.00047, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2015,F2012,F2014,"{""coefficient"": -0.17135, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2015,F2019,F2014,"{""coefficient"": 0.4881, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2015,F2021,F2014,"{""coefficient"": 0.25484, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2016,F2010,F2014,"{""coefficient"": -0.32343, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2016,F2012,F2014,"{""coefficient"": -0.30716, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2017,F2012,F2014,"{""coefficient"": -0.48117, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2020,F2015,F2014,"{""coefficient"": 0.32748, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2022,F2015,F2014,"{""coefficient"": 0.28611, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2016,F2011,F2015,"{""coefficient"": -0.48905, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2016,F2014,F2015,"{""coefficient"": -0.40195, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2018,F2014,F2015,"{""coefficient"": -0.28239, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2020,F2014,F2015,"{""coefficient"": -0.18919, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2022,F2014,F2015,"{""coefficient"": -0.15086, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2018,F2014,F2016,"{""coefficient"": -0.36559, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2019,F2014,F2016,"{""coefficient"": -0.39699, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2020,F2013,F2016,"{""coefficient"": -0.49379, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2020,F2015,F2016,"{""coefficient"": -0.35457, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2021,F2014,F2016,"{""coefficient"": -0.27174, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2022,F2014,F2016,"{""coefficient"": -0.32056, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2018,F2014,F2017,"{""coefficient"": -0.43866, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2020,F2015,F2017,"{""coefficient"": -0.47987, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2022,F2014,F2017,"{""coefficient"": -0.48542, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2021,F2010,F2020,"{""coefficient"": -0.11529, ""p value"": 7e-05, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2021,F2012,F2020,"{""coefficient"": -0.03702, ""p value"": 0.2029, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2021,F2014,F2020,"{""coefficient"": 0.02748, ""p value"": 0.34452, ""conclusion"": ""Not strongly correlated""}"
Green House Gas Produce by Different Industry,F2021,F2016,F2020,"{""coefficient"": -0.02414, ""p value"": 0.4065, ""conclusion"": ""Not strongly correlated""}"
