Dataset Name,Column 1,Column 2,Control Column,Partial Correlation Coefficient,question,difficulty
Customer Personality Analysis Dataset,NumWebVisitsMonth,MntFruits,MntFishProducts,"{""coefficient"": -0.21279, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","When MntFishProducts is fixed, how do NumWebVisitsMonth and MntFruits correlate?",medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,MntSweetProducts,MntFishProducts,"{""coefficient"": -0.22583, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After MntFishProducts is controlled for, what remains the relationship between NumWebVisitsMonth and MntSweetProducts?",medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,NumDealsPurchases,MntFishProducts,"{""coefficient"": 0.3221, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With MntFishProducts controlled, what is the correlation strength between NumWebVisitsMonth and NumDealsPurchases?",medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,NumCatalogPurchases,MntFishProducts,"{""coefficient"": -0.37277, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","When MntFishProducts is fixed, how do NumWebVisitsMonth and NumCatalogPurchases correlate?",medium
Customer Personality Analysis Dataset,MntGoldProds,Income,MntSweetProducts,"{""coefficient"": 0.20084, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the impact of MntGoldProds on Income with MntSweetProducts taken into consideration?,medium
Customer Personality Analysis Dataset,MntGoldProds,Teenhome,MntSweetProducts,"{""coefficient"": 0.04183, ""p value"": 0.04783, ""conclusion"": ""Not strongly correlated""}","After neutralizing the effect of MntSweetProducts, how do MntGoldProds and Teenhome relate to each other?",medium
Customer Personality Analysis Dataset,MntGoldProds,MntWines,MntSweetProducts,"{""coefficient"": 0.28543, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between MntGoldProds and MntWines when controlling for MntSweetProducts?,medium
Customer Personality Analysis Dataset,MntGoldProds,MntMeatProducts,MntSweetProducts,"{""coefficient"": 0.19828, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What connection exists between MntGoldProds and MntMeatProducts upon controlling for MntSweetProducts?,medium
Customer Personality Analysis Dataset,MntGoldProds,NumDealsPurchases,MntSweetProducts,"{""coefficient"": 0.10135, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With MntSweetProducts controlled, what is the correlation strength between MntGoldProds and NumDealsPurchases?",medium
Customer Personality Analysis Dataset,MntGoldProds,NumCatalogPurchases,MntSweetProducts,"{""coefficient"": 0.31649, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between MntGoldProds and NumCatalogPurchases when controlling for MntSweetProducts?,medium
Customer Personality Analysis Dataset,MntGoldProds,NumWebVisitsMonth,MntSweetProducts,"{""coefficient"": -0.11192, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the partial correlation between MntGoldProds and NumWebVisitsMonth considering MntSweetProducts?,medium
Customer Personality Analysis Dataset,NumDealsPurchases,Kidhome,MntSweetProducts,"{""coefficient"": 0.19227, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does the relationship between NumDealsPurchases and Kidhome manifest when isolating MntSweetProducts?,medium
Customer Personality Analysis Dataset,NumDealsPurchases,Recency,MntSweetProducts,"{""coefficient"": 0.00164, ""p value"": 0.93831, ""conclusion"": ""Not strongly correlated""}","After factoring in MntSweetProducts, how do NumDealsPurchases and Recency interact?",medium
Customer Personality Analysis Dataset,NumDealsPurchases,MntFruits,MntSweetProducts,"{""coefficient"": -0.07827, ""p value"": 0.00021, ""conclusion"": ""Not strongly correlated""}",What is the impact of NumDealsPurchases on MntFruits with MntSweetProducts taken into consideration?,medium
Customer Personality Analysis Dataset,NumDealsPurchases,MntFishProducts,MntSweetProducts,"{""coefficient"": -0.0862, ""p value"": 4e-05, ""conclusion"": ""Not strongly correlated""}","After MntSweetProducts is controlled for, what remains the relationship between NumDealsPurchases and MntFishProducts?",medium
Customer Personality Analysis Dataset,NumDealsPurchases,NumWebPurchases,MntSweetProducts,"{""coefficient"": 0.29666, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between NumDealsPurchases and NumWebPurchases when controlling for MntSweetProducts?,medium
Customer Personality Analysis Dataset,NumDealsPurchases,NumStorePurchases,MntSweetProducts,"{""coefficient"": 0.13839, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does NumDealsPurchases correlate with NumStorePurchases when MntSweetProducts is held constant?,medium
Customer Personality Analysis Dataset,NumWebPurchases,Income,MntSweetProducts,"{""coefficient"": 0.28448, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the impact of NumWebPurchases on Income with MntSweetProducts taken into consideration?,medium
Customer Personality Analysis Dataset,NumWebPurchases,Teenhome,MntSweetProducts,"{""coefficient"": 0.22937, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the partial correlation between NumWebPurchases and Teenhome considering MntSweetProducts?,medium
Customer Personality Analysis Dataset,NumWebPurchases,MntWines,MntSweetProducts,"{""coefficient"": 0.47144, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What connection exists between NumWebPurchases and MntWines upon controlling for MntSweetProducts?,medium
Customer Personality Analysis Dataset,NumWebPurchases,MntMeatProducts,MntSweetProducts,"{""coefficient"": 0.13925, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between NumWebPurchases and MntMeatProducts after MntSweetProducts is considered?,medium
Customer Personality Analysis Dataset,NumWebPurchases,MntGoldProds,MntSweetProducts,"{""coefficient"": 0.33641, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With MntSweetProducts controlled, what is the correlation strength between NumWebPurchases and MntGoldProds?",medium
Customer Personality Analysis Dataset,NumWebPurchases,NumCatalogPurchases,MntSweetProducts,"{""coefficient"": 0.25383, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the impact of NumWebPurchases on NumCatalogPurchases with MntSweetProducts taken into consideration?,medium
Customer Personality Analysis Dataset,NumWebPurchases,NumWebVisitsMonth,MntSweetProducts,"{""coefficient"": 0.10798, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After factoring in MntSweetProducts, how do NumWebPurchases and NumWebVisitsMonth interact?",medium
Customer Personality Analysis Dataset,NumCatalogPurchases,Kidhome,MntSweetProducts,"{""coefficient"": -0.39581, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between NumCatalogPurchases and Kidhome when controlling for MntSweetProducts?,medium
Customer Personality Analysis Dataset,NumCatalogPurchases,Recency,MntSweetProducts,"{""coefficient"": 0.01605, ""p value"": 0.44773, ""conclusion"": ""Not strongly correlated""}",What connection exists between NumCatalogPurchases and Recency upon controlling for MntSweetProducts?,medium
Customer Personality Analysis Dataset,NumCatalogPurchases,MntFishProducts,MntSweetProducts,"{""coefficient"": 0.35195, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After MntSweetProducts is controlled for, what remains the relationship between NumCatalogPurchases and MntFishProducts?",medium
Customer Personality Analysis Dataset,NumCatalogPurchases,NumDealsPurchases,MntSweetProducts,"{""coefficient"": 0.05821, ""p value"": 0.00587, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of MntSweetProducts, what correlation exists between NumCatalogPurchases and NumDealsPurchases?",medium
Customer Personality Analysis Dataset,NumCatalogPurchases,NumStorePurchases,MntSweetProducts,"{""coefficient"": 0.38332, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With MntSweetProducts controlled, what is the correlation strength between NumCatalogPurchases and NumStorePurchases?",medium
Customer Personality Analysis Dataset,NumStorePurchases,Income,MntSweetProducts,"{""coefficient"": 0.4113, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With the influence of MntSweetProducts removed, how are NumStorePurchases and Income related?",medium
Customer Personality Analysis Dataset,NumStorePurchases,Teenhome,MntSweetProducts,"{""coefficient"": 0.14018, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","When MntSweetProducts is fixed, how do NumStorePurchases and Teenhome correlate?",medium
Customer Personality Analysis Dataset,NumStorePurchases,MntFruits,MntSweetProducts,"{""coefficient"": 0.28157, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does controlling for MntSweetProducts change the relationship between NumStorePurchases and MntFruits?,medium
Customer Personality Analysis Dataset,NumStorePurchases,MntFishProducts,MntSweetProducts,"{""coefficient"": 0.2742, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of MntSweetProducts, what correlation exists between NumStorePurchases and MntFishProducts?",medium
Customer Personality Analysis Dataset,NumStorePurchases,NumDealsPurchases,MntSweetProducts,"{""coefficient"": 0.13839, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After factoring in MntSweetProducts, how do NumStorePurchases and NumDealsPurchases interact?",medium
Customer Personality Analysis Dataset,NumStorePurchases,NumCatalogPurchases,MntSweetProducts,"{""coefficient"": 0.38332, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the impact of NumStorePurchases on NumCatalogPurchases with MntSweetProducts taken into consideration?,medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,Income,MntSweetProducts,"{""coefficient"": -0.45098, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the impact of NumWebVisitsMonth on Income with MntSweetProducts taken into consideration?,medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,Teenhome,MntSweetProducts,"{""coefficient"": 0.07395, ""p value"": 0.00046, ""conclusion"": ""Not strongly correlated""}",What connection exists between NumWebVisitsMonth and Teenhome upon controlling for MntSweetProducts?,medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,MntWines,MntSweetProducts,"{""coefficient"": -0.18792, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of MntSweetProducts, what correlation exists between NumWebVisitsMonth and MntWines?",medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,MntMeatProducts,MntSweetProducts,"{""coefficient"": -0.41171, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does the relationship between NumWebVisitsMonth and MntMeatProducts manifest when isolating MntSweetProducts?,medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,MntGoldProds,MntSweetProducts,"{""coefficient"": -0.11192, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After MntSweetProducts is controlled for, what remains the relationship between NumWebVisitsMonth and MntGoldProds?",medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,NumWebPurchases,MntSweetProducts,"{""coefficient"": 0.10798, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What connection exists between NumWebVisitsMonth and NumWebPurchases upon controlling for MntSweetProducts?,medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,NumStorePurchases,MntSweetProducts,"{""coefficient"": -0.29459, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With MntSweetProducts controlled, what is the correlation strength between NumWebVisitsMonth and NumStorePurchases?",medium
Customer Personality Analysis Dataset,NumDealsPurchases,Kidhome,MntGoldProds,"{""coefficient"": 0.25536, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does the relationship between NumDealsPurchases and Kidhome manifest when isolating MntGoldProds?,medium
Customer Personality Analysis Dataset,NumDealsPurchases,Recency,MntGoldProds,"{""coefficient"": -0.00192, ""p value"": 0.92764, ""conclusion"": ""Not strongly correlated""}",How does controlling for MntGoldProds change the relationship between NumDealsPurchases and Recency?,medium
Customer Personality Analysis Dataset,NumDealsPurchases,MntFruits,MntGoldProds,"{""coefficient"": -0.16485, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between NumDealsPurchases and MntFruits when controlling for MntGoldProds?,medium
Customer Personality Analysis Dataset,NumDealsPurchases,MntFishProducts,MntGoldProds,"{""coefficient"": -0.17691, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With MntGoldProds controlled, what is the correlation strength between NumDealsPurchases and MntFishProducts?",medium
Customer Personality Analysis Dataset,NumDealsPurchases,NumWebPurchases,MntGoldProds,"{""coefficient"": 0.23574, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between NumDealsPurchases and NumWebPurchases after MntGoldProds is considered?,medium
Customer Personality Analysis Dataset,NumDealsPurchases,NumStorePurchases,MntGoldProds,"{""coefficient"": 0.05432, ""p value"": 0.01015, ""conclusion"": ""Not strongly correlated""}","After MntGoldProds is controlled for, what remains the relationship between NumDealsPurchases and NumStorePurchases?",medium
Customer Personality Analysis Dataset,NumWebPurchases,Income,MntGoldProds,"{""coefficient"": 0.29554, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After controlling for MntGoldProds, what is the relationship between NumWebPurchases and Income?",medium
Customer Personality Analysis Dataset,NumWebPurchases,Teenhome,MntGoldProds,"{""coefficient"": 0.18166, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With the influence of MntGoldProds removed, how are NumWebPurchases and Teenhome related?",medium
Customer Personality Analysis Dataset,NumWebPurchases,MntWines,MntGoldProds,"{""coefficient"": 0.4532, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between NumWebPurchases and MntWines after MntGoldProds is considered?,medium
Customer Personality Analysis Dataset,NumWebPurchases,MntMeatProducts,MntGoldProds,"{""coefficient"": 0.17178, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After MntGoldProds is controlled for, what remains the relationship between NumWebPurchases and MntMeatProducts?",medium
Customer Personality Analysis Dataset,NumWebPurchases,MntSweetProducts,MntGoldProds,"{""coefficient"": 0.2286, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does controlling for MntGoldProds change the relationship between NumWebPurchases and MntSweetProducts?,medium
Customer Personality Analysis Dataset,NumWebPurchases,NumCatalogPurchases,MntGoldProds,"{""coefficient"": 0.23766, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the partial correlation between NumWebPurchases and NumCatalogPurchases considering MntGoldProds?,medium
Customer Personality Analysis Dataset,NumWebPurchases,NumWebVisitsMonth,MntGoldProds,"{""coefficient"": 0.05687, ""p value"": 0.00711, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of MntGoldProds, what correlation exists between NumWebPurchases and NumWebVisitsMonth?",medium
Customer Personality Analysis Dataset,NumCatalogPurchases,Teenhome,MntGoldProds,"{""coefficient"": -0.11265, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With MntGoldProds controlled, what is the correlation strength between NumCatalogPurchases and Teenhome?",medium
Customer Personality Analysis Dataset,NumCatalogPurchases,MntFruits,MntGoldProds,"{""coefficient"": 0.38209, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the impact of NumCatalogPurchases on MntFruits with MntGoldProds taken into consideration?,medium
Customer Personality Analysis Dataset,NumCatalogPurchases,MntSweetProducts,MntGoldProds,"{""coefficient"": 0.39393, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of MntGoldProds, what correlation exists between NumCatalogPurchases and MntSweetProducts?",medium
Customer Personality Analysis Dataset,NumCatalogPurchases,NumWebPurchases,MntGoldProds,"{""coefficient"": 0.23766, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does controlling for MntGoldProds change the relationship between NumCatalogPurchases and NumWebPurchases?,medium
Customer Personality Analysis Dataset,NumCatalogPurchases,NumWebVisitsMonth,MntGoldProds,"{""coefficient"": -0.47176, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of MntGoldProds, what correlation exists between NumCatalogPurchases and NumWebVisitsMonth?",medium
Customer Personality Analysis Dataset,NumStorePurchases,Kidhome,MntGoldProds,"{""coefficient"": -0.42293, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the partial correlation between NumStorePurchases and Kidhome considering MntGoldProds?,medium
Customer Personality Analysis Dataset,NumStorePurchases,Recency,MntGoldProds,"{""coefficient"": -0.00603, ""p value"": 0.77552, ""conclusion"": ""Not strongly correlated""}",What connection exists between NumStorePurchases and Recency upon controlling for MntGoldProds?,medium
Customer Personality Analysis Dataset,NumStorePurchases,MntMeatProducts,MntGoldProds,"{""coefficient"": 0.39953, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does controlling for MntGoldProds change the relationship between NumStorePurchases and MntMeatProducts?,medium
Customer Personality Analysis Dataset,NumStorePurchases,MntSweetProducts,MntGoldProds,"{""coefficient"": 0.35822, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With the influence of MntGoldProds removed, how are NumStorePurchases and MntSweetProducts related?",medium
Customer Personality Analysis Dataset,NumStorePurchases,NumWebPurchases,MntGoldProds,"{""coefficient"": 0.40775, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does controlling for MntGoldProds change the relationship between NumStorePurchases and NumWebPurchases?,medium
Customer Personality Analysis Dataset,NumStorePurchases,NumWebVisitsMonth,MntGoldProds,"{""coefficient"": -0.37191, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What connection exists between NumStorePurchases and NumWebVisitsMonth upon controlling for MntGoldProds?,medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,Teenhome,MntGoldProds,"{""coefficient"": 0.13374, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between NumWebVisitsMonth and Teenhome when controlling for MntGoldProds?,medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,MntWines,MntGoldProds,"{""coefficient"": -0.25044, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With the influence of MntGoldProds removed, how are NumWebVisitsMonth and MntWines related?",medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,MntMeatProducts,MntGoldProds,"{""coefficient"": -0.49808, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After controlling for MntGoldProds, what is the relationship between NumWebVisitsMonth and MntMeatProducts?",medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,MntSweetProducts,MntGoldProds,"{""coefficient"": -0.36755, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After factoring in MntGoldProds, how do NumWebVisitsMonth and MntSweetProducts interact?",medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,NumWebPurchases,MntGoldProds,"{""coefficient"": 0.05687, ""p value"": 0.00711, ""conclusion"": ""Not strongly correlated""}","With MntGoldProds controlled, what is the correlation strength between NumWebVisitsMonth and NumWebPurchases?",medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,NumStorePurchases,MntGoldProds,"{""coefficient"": -0.37191, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of MntGoldProds, what correlation exists between NumWebVisitsMonth and NumStorePurchases?",medium
Customer Personality Analysis Dataset,NumWebPurchases,Kidhome,NumDealsPurchases,"{""coefficient"": -0.43629, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",Is there a significant link between NumWebPurchases and Kidhome when controlling for NumDealsPurchases?,medium
Customer Personality Analysis Dataset,NumWebPurchases,Recency,NumDealsPurchases,"{""coefficient"": -0.01077, ""p value"": 0.61056, ""conclusion"": ""Not strongly correlated""}","With NumDealsPurchases controlled, what is the correlation strength between NumWebPurchases and Recency?",medium
Customer Personality Analysis Dataset,NumWebPurchases,MntMeatProducts,NumDealsPurchases,"{""coefficient"": 0.33417, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","When NumDealsPurchases is fixed, how do NumWebPurchases and MntMeatProducts correlate?",medium
Customer Personality Analysis Dataset,NumWebPurchases,MntSweetProducts,NumDealsPurchases,"{""coefficient"": 0.39027, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does controlling for NumDealsPurchases change the relationship between NumWebPurchases and MntSweetProducts?,medium
Customer Personality Analysis Dataset,NumWebPurchases,NumCatalogPurchases,NumDealsPurchases,"{""coefficient"": 0.39129, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the impact of NumWebPurchases on NumCatalogPurchases with NumDealsPurchases taken into consideration?,medium
Customer Personality Analysis Dataset,NumCatalogPurchases,Teenhome,NumDealsPurchases,"{""coefficient"": -0.11655, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After NumDealsPurchases is controlled for, what remains the relationship between NumCatalogPurchases and Teenhome?",medium
Customer Personality Analysis Dataset,NumCatalogPurchases,MntFruits,NumDealsPurchases,"{""coefficient"": 0.4911, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After minimizing the influence of NumDealsPurchases, what correlation exists between NumCatalogPurchases and MntFruits?",medium
Customer Personality Analysis Dataset,NumCatalogPurchases,MntGoldProds,NumDealsPurchases,"{""coefficient"": 0.43867, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After controlling for NumDealsPurchases, what is the relationship between NumCatalogPurchases and MntGoldProds?",medium
Customer Personality Analysis Dataset,NumStorePurchases,Teenhome,NumDealsPurchases,"{""coefficient"": 0.02609, ""p value"": 0.21726, ""conclusion"": ""Not strongly correlated""}",What is the partial correlation between NumStorePurchases and Teenhome considering NumDealsPurchases?,medium
Customer Personality Analysis Dataset,NumStorePurchases,MntFruits,NumDealsPurchases,"{""coefficient"": 0.47615, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What connection exists between NumStorePurchases and MntFruits upon controlling for NumDealsPurchases?,medium
Customer Personality Analysis Dataset,NumStorePurchases,MntFishProducts,NumDealsPurchases,"{""coefficient"": 0.47521, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does the relationship between NumStorePurchases and MntFishProducts manifest when isolating NumDealsPurchases?,medium
Customer Personality Analysis Dataset,NumStorePurchases,MntGoldProds,NumDealsPurchases,"{""coefficient"": 0.37966, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does controlling for NumDealsPurchases change the relationship between NumStorePurchases and MntGoldProds?,medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,Kidhome,NumDealsPurchases,"{""coefficient"": 0.4055, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between NumWebVisitsMonth and Kidhome after NumDealsPurchases is considered?,medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,Recency,NumDealsPurchases,"{""coefficient"": -0.02246, ""p value"": 0.28801, ""conclusion"": ""Not strongly correlated""}","After controlling for NumDealsPurchases, what is the relationship between NumWebVisitsMonth and Recency?",medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,MntFruits,NumDealsPurchases,"{""coefficient"": -0.40074, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With the influence of NumDealsPurchases removed, how are NumWebVisitsMonth and MntFruits related?",medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,MntSweetProducts,NumDealsPurchases,"{""coefficient"": -0.40989, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With the influence of NumDealsPurchases removed, how are NumWebVisitsMonth and MntSweetProducts related?",medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,NumWebPurchases,NumDealsPurchases,"{""coefficient"": -0.15057, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between NumWebVisitsMonth and NumWebPurchases after NumDealsPurchases is considered?,medium
Customer Personality Analysis Dataset,NumCatalogPurchases,Kidhome,NumWebPurchases,"{""coefficient"": -0.42341, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What is the nature of the relationship between NumCatalogPurchases and Kidhome after NumWebPurchases is considered?,medium
Customer Personality Analysis Dataset,NumCatalogPurchases,Recency,NumWebPurchases,"{""coefficient"": 0.03151, ""p value"": 0.13604, ""conclusion"": ""Not strongly correlated""}",How does controlling for NumWebPurchases change the relationship between NumCatalogPurchases and Recency?,medium
Customer Personality Analysis Dataset,NumCatalogPurchases,MntFishProducts,NumWebPurchases,"{""coefficient"": 0.47846, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After neutralizing the effect of NumWebPurchases, how do NumCatalogPurchases and MntFishProducts relate to each other?",medium
Customer Personality Analysis Dataset,NumCatalogPurchases,MntGoldProds,NumWebPurchases,"{""coefficient"": 0.33134, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does the relationship between NumCatalogPurchases and MntGoldProds manifest when isolating NumWebPurchases?,medium
Customer Personality Analysis Dataset,NumCatalogPurchases,NumStorePurchases,NumWebPurchases,"{""coefficient"": 0.41056, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does the relationship between NumCatalogPurchases and NumStorePurchases manifest when isolating NumWebPurchases?,medium
Customer Personality Analysis Dataset,NumStorePurchases,Kidhome,NumWebPurchases,"{""coefficient"": -0.39442, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After NumWebPurchases is controlled for, what remains the relationship between NumStorePurchases and Kidhome?",medium
Customer Personality Analysis Dataset,NumStorePurchases,Recency,NumWebPurchases,"{""coefficient"": 0.00716, ""p value"": 0.73482, ""conclusion"": ""Not strongly correlated""}","After factoring in NumWebPurchases, how do NumStorePurchases and Recency interact?",medium
Customer Personality Analysis Dataset,NumStorePurchases,MntMeatProducts,NumWebPurchases,"{""coefficient"": 0.40176, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After factoring in NumWebPurchases, how do NumStorePurchases and MntMeatProducts interact?",medium
Customer Personality Analysis Dataset,NumStorePurchases,MntSweetProducts,NumWebPurchases,"{""coefficient"": 0.3376, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What connection exists between NumStorePurchases and MntSweetProducts upon controlling for NumWebPurchases?,medium
Customer Personality Analysis Dataset,NumStorePurchases,NumDealsPurchases,NumWebPurchases,"{""coefficient"": -0.05812, ""p value"": 0.00594, ""conclusion"": ""Not strongly correlated""}","After factoring in NumWebPurchases, how do NumStorePurchases and NumDealsPurchases interact?",medium
Customer Personality Analysis Dataset,NumStorePurchases,NumWebVisitsMonth,NumWebPurchases,"{""coefficient"": -0.4639, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does controlling for NumWebPurchases change the relationship between NumStorePurchases and NumWebVisitsMonth?,medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,Teenhome,NumWebPurchases,"{""coefficient"": 0.14556, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does NumWebVisitsMonth correlate with Teenhome when NumWebPurchases is held constant?,medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,MntWines,NumWebPurchases,"{""coefficient"": -0.34613, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After neutralizing the effect of NumWebPurchases, how do NumWebVisitsMonth and MntWines relate to each other?",medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,MntFishProducts,NumWebPurchases,"{""coefficient"": -0.45012, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","After neutralizing the effect of NumWebPurchases, how do NumWebVisitsMonth and MntFishProducts relate to each other?",medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,MntGoldProds,NumWebPurchases,"{""coefficient"": -0.25094, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",What connection exists between NumWebVisitsMonth and MntGoldProds upon controlling for NumWebPurchases?,medium
Customer Personality Analysis Dataset,NumWebVisitsMonth,NumStorePurchases,NumWebPurchases,"{""coefficient"": -0.4639, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}","With the influence of NumWebPurchases removed, how are NumWebVisitsMonth and NumStorePurchases related?",medium
Customer Personality Analysis Dataset,NumStorePurchases,Kidhome,NumCatalogPurchases,"{""coefficient"": -0.32349, ""p value"": 0.0, ""conclusion"": ""Not strongly correlated""}",How does NumStorePurchases correlate with Kidhome when NumCatalogPurchases is held constant?,medium
