Dataset Name,Column 1,Column 2,Control Column,Partial Correlation Coefficient,question,difficulty
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Total Library Visitors,Total Program Attendees,"{""coefficient"": -0.73064, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in Total Program Attendees, how do # of Homeless Individuals Served at The Source and Total Library Visitors interact?",medium
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Total Cardholders,Total Program Attendees,"{""coefficient"": 0.87867, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between # of Homeless Individuals Served at The Source and Total Cardholders after Total Program Attendees is considered?,medium
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,# of Attendees at Children's and Teen Programming,Total Program Attendees,"{""coefficient"": 0.6227, ""p value"": 0.00014, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between # of Homeless Individuals Served at The Source and # of Attendees at Children's and Teen Programming after Total Program Attendees is considered?,medium
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Total eMedia Circulation,Total Program Attendees,"{""coefficient"": 0.60465, ""p value"": 0.00025, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Total Program Attendees, how do # of Attendees at Children's and Teen Programming and Total eMedia Circulation relate to each other?",medium
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Total Computer Usage (Wireless + PC Sessions),Total Program Attendees,"{""coefficient"": -0.61404, ""p value"": 0.00019, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Total Program Attendees, how do # of Attendees at Children's and Teen Programming and Total Computer Usage (Wireless + PC Sessions) relate to each other?",medium
Los Angeles Library Monthly Statistics,Total Computer Usage (Wireless + PC Sessions),Total Library Visitors,Total eMedia Circulation,"{""coefficient"": 0.54872, ""p value"": 1e-05, ""conclusion"": ""Strongly correlated""}","After Total eMedia Circulation is controlled for, what remains the relationship between Total Computer Usage (Wireless + PC Sessions) and Total Library Visitors?",medium
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Total eMedia Circulation,Total Cardholders,"{""coefficient"": 0.50891, ""p value"": 0.00294, ""conclusion"": ""Strongly correlated""}","After controlling for Total Cardholders, what is the relationship between # of Homeless Individuals Served at The Source and Total eMedia Circulation?",medium
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Total eMedia Circulation,Total Computer Usage (Wireless + PC Sessions),"{""coefficient"": 0.80311, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Total Computer Usage (Wireless + PC Sessions) controlled, what is the correlation strength between # of Homeless Individuals Served at The Source and Total eMedia Circulation?",medium
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Total Program Attendees,Total Computer Usage (Wireless + PC Sessions),"{""coefficient"": 0.77512, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of # of Attendees at Children's and Teen Programming on Total Program Attendees with Total Computer Usage (Wireless + PC Sessions) taken into consideration?,medium
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Total Library Visitors,New Cardholders,"{""coefficient"": -0.69177, ""p value"": 1e-05, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of New Cardholders, how do # of Homeless Individuals Served at The Source and Total Library Visitors relate to each other?",medium
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Total Cardholders,New Cardholders,"{""coefficient"": 0.8753, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When New Cardholders is fixed, how do # of Homeless Individuals Served at The Source and Total Cardholders correlate?",medium
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Total Program Attendees,New Cardholders,"{""coefficient"": 0.62769, ""p value"": 0.00012, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of New Cardholders, how do # of Attendees at Children's and Teen Programming and Total Program Attendees relate to each other?",medium
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Total Library Visitors,# of Individuals Assisted in Pursuing Citizenship,"{""coefficient"": -0.66625, ""p value"": 3e-05, ""conclusion"": ""Strongly correlated""}","With the influence of # of Individuals Assisted in Pursuing Citizenship removed, how are # of Homeless Individuals Served at The Source and Total Library Visitors related?",medium
Los Angeles Library Monthly Statistics,# of Homeless Individuals Served at The Source,Total Cardholders,# of Individuals Assisted in Pursuing Citizenship,"{""coefficient"": 0.86907, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of # of Individuals Assisted in Pursuing Citizenship, what correlation exists between # of Homeless Individuals Served at The Source and Total Cardholders?",medium
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Total Program Attendees,# of Individuals Assisted in Pursuing Citizenship,"{""coefficient"": 0.70273, ""p value"": 1e-05, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between # of Attendees at Children's and Teen Programming and Total Program Attendees after # of Individuals Assisted in Pursuing Citizenship is considered?,medium
Los Angeles Library Monthly Statistics,# of Attendees at Children's and Teen Programming,Total Program Attendees,# of Homeless Individuals Served at The Source,"{""coefficient"": 0.72123, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After # of Homeless Individuals Served at The Source is controlled for, what remains the relationship between # of Attendees at Children's and Teen Programming and Total Program Attendees?",medium
Pokedex Dataset,Defense,Speed,Total,"{""coefficient"": -0.51305, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Total, what correlation exists between Defense and Speed?",medium
Pokedex Dataset,Speed,Defense,Total,"{""coefficient"": -0.51305, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between Speed and Defense when controlling for Total?,medium
Pokedex Dataset,Weight_kg,Height_m,Total,"{""coefficient"": 0.52814, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Weight_kg on Height_m with Total taken into consideration?,medium
Pokedex Dataset,Defense,Total,HP,"{""coefficient"": 0.61511, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Defense on Total with HP taken into consideration?,medium
Pokedex Dataset,Sp_Def,Total,HP,"{""coefficient"": 0.65479, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for HP, what is the relationship between Sp_Def and Total?",medium
Pokedex Dataset,Height_m,Weight_kg,HP,"{""coefficient"": 0.58144, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between Height_m and Weight_kg upon controlling for HP?,medium
Pokedex Dataset,Catch_Rate,Total,HP,"{""coefficient"": -0.64018, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for HP change the relationship between Catch_Rate and Total?,medium
Pokedex Dataset,Sp_Def,Total,Attack,"{""coefficient"": 0.80704, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between Sp_Def and Total upon controlling for Attack?,medium
Pokedex Dataset,Weight_kg,Height_m,Attack,"{""coefficient"": 0.58263, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Weight_kg correlate with Height_m when Attack is held constant?,medium
Pokedex Dataset,Sp_Atk,Total,Defense,"{""coefficient"": 0.77145, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for Defense, what is the relationship between Sp_Atk and Total?",medium
Pokedex Dataset,Sp_Def,Total,Defense,"{""coefficient"": 0.59363, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Defense is fixed, how do Sp_Def and Total correlate?",medium
Pokedex Dataset,Height_m,Weight_kg,Defense,"{""coefficient"": 0.59907, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Height_m and Weight_kg manifest when isolating Defense?,medium
Pokedex Dataset,Catch_Rate,Total,Defense,"{""coefficient"": -0.66194, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between Catch_Rate and Total upon controlling for Defense?,medium
Pokedex Dataset,Sp_Def,Total,Sp_Atk,"{""coefficient"": 0.58257, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between Sp_Def and Total upon controlling for Sp_Atk?,medium
Pokedex Dataset,Weight_kg,Height_m,Sp_Atk,"{""coefficient"": 0.6269, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Sp_Atk, what correlation exists between Weight_kg and Height_m?",medium
Pokedex Dataset,Speed,Total,Sp_Def,"{""coefficient"": 0.55792, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between Speed and Total upon controlling for Sp_Def?,medium
Pokedex Dataset,Weight_kg,Height_m,Sp_Def,"{""coefficient"": 0.62258, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Sp_Def is fixed, how do Weight_kg and Height_m correlate?",medium
Pokedex Dataset,Height_m,Weight_kg,Speed,"{""coefficient"": 0.65753, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Height_m correlate with Weight_kg when Speed is held constant?,medium
Pokedex Dataset,Weight_kg,Height_m,Speed,"{""coefficient"": 0.65753, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in Speed, how do Weight_kg and Height_m interact?",medium
Pokedex Dataset,Height_m,Weight_kg,Pr_Male,"{""coefficient"": 0.63025, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Pr_Male, how do Height_m and Weight_kg relate to each other?",medium
Pokedex Dataset,Catch_Rate,Total,Pr_Male,"{""coefficient"": -0.71816, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Pr_Male is controlled for, what remains the relationship between Catch_Rate and Total?",medium
Pokedex Dataset,Catch_Rate,Total,Weight_kg,"{""coefficient"": -0.68931, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Weight_kg, what correlation exists between Catch_Rate and Total?",medium
Rainfall Dataset of Barak Velly,JUL,ANU,JAN,"{""coefficient"": 0.50711, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between JUL and ANU after JAN is considered?,medium
Rainfall Dataset of Barak Velly,ANU,JUN,JAN,"{""coefficient"": 0.59883, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of JAN removed, how are ANU and JUN related?",medium
Rainfall Dataset of Barak Velly,ANU,SEP,JAN,"{""coefficient"": 0.55704, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in JAN, how do ANU and SEP interact?",medium
Rainfall Dataset of Barak Velly,JUL,ANU,FEB,"{""coefficient"": 0.51143, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in FEB, how do JUL and ANU interact?",medium
Rainfall Dataset of Barak Velly,ANU,JUN,FEB,"{""coefficient"": 0.56667, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for FEB change the relationship between ANU and JUN?,medium
Rainfall Dataset of Barak Velly,ANU,SEP,FEB,"{""coefficient"": 0.56958, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of ANU on SEP with FEB taken into consideration?,medium
Rainfall Dataset of Barak Velly,SEP,ANU,MAR,"{""coefficient"": 0.50284, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for MAR, what is the relationship between SEP and ANU?",medium
Rainfall Dataset of Barak Velly,ANU,SEP,MAR,"{""coefficient"": 0.50284, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of ANU on SEP with MAR taken into consideration?,medium
Rainfall Dataset of Barak Velly,JUL,ANU,APR,"{""coefficient"": 0.52553, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between JUL and ANU manifest when isolating APR?,medium
Rainfall Dataset of Barak Velly,ANU,JUN,APR,"{""coefficient"": 0.55025, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between ANU and JUN when controlling for APR?,medium
Rainfall Dataset of Barak Velly,ANU,SEP,APR,"{""coefficient"": 0.54198, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of APR, how do ANU and SEP relate to each other?",medium
Rainfall Dataset of Barak Velly,SEP,ANU,MAY,"{""coefficient"": 0.57132, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for MAY change the relationship between SEP and ANU?,medium
Rainfall Dataset of Barak Velly,ANU,SEP,MAY,"{""coefficient"": 0.57132, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of ANU on SEP with MAY taken into consideration?,medium
Rainfall Dataset of Barak Velly,AUG,ANU,JUN,"{""coefficient"": 0.54024, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between AUG and ANU upon controlling for JUN?,medium
Rainfall Dataset of Barak Velly,ANU,JUL,JUN,"{""coefficient"": 0.53116, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for JUN change the relationship between ANU and JUL?,medium
Rainfall Dataset of Barak Velly,AUG,ANU,JUL,"{""coefficient"": 0.53864, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between AUG and ANU manifest when isolating JUL?,medium
Rainfall Dataset of Barak Velly,ANU,AUG,JUL,"{""coefficient"": 0.53864, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When JUL is fixed, how do ANU and AUG correlate?",medium
Rainfall Dataset of Barak Velly,ANU,JUL,AUG,"{""coefficient"": 0.5317, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of AUG, what correlation exists between ANU and JUL?",medium
Rainfall Dataset of Barak Velly,ANU,SEP,OCT,"{""coefficient"": 0.54176, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of OCT, how do ANU and SEP relate to each other?",medium
Rainfall Dataset of Barak Velly,ANU,AUG,NOV,"{""coefficient"": 0.52653, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does ANU correlate with AUG when NOV is held constant?,medium
Rainfall Dataset of Barak Velly,ANU,JUN,DEC,"{""coefficient"": 0.60406, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for DEC change the relationship between ANU and JUN?,medium
Rainfall Dataset of Barak Velly,ANU,AUG,DEC,"{""coefficient"": 0.50927, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of ANU on AUG with DEC taken into consideration?,medium
Real Estate Valuation Dataset,X3 distance to the nearest MRT station,X4 number of convenience stores,X2 house age,"{""coefficient"": -0.60473, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does X3 distance to the nearest MRT station correlate with X4 number of convenience stores when X2 house age is held constant?,medium
Real Estate Valuation Dataset,X4 number of convenience stores,X3 distance to the nearest MRT station,X2 house age,"{""coefficient"": -0.60473, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of X2 house age removed, how are X4 number of convenience stores and X3 distance to the nearest MRT station related?",medium
Real Estate Valuation Dataset,Y house price of unit area,X3 distance to the nearest MRT station,X2 house age,"{""coefficient"": -0.68377, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of Y house price of unit area on X3 distance to the nearest MRT station with X2 house age taken into consideration?,medium
Real Estate Valuation Dataset,Y house price of unit area,X3 distance to the nearest MRT station,X4 number of convenience stores,"{""coefficient"": -0.50301, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between Y house price of unit area and X3 distance to the nearest MRT station considering X4 number of convenience stores?,medium
Salary Dataset by Job Title and Country,Salary,Years of Experience,Age,"{""coefficient"": 0.53744, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between Salary and Years of Experience considering Age?,medium
Student Performance Prediction Dataset,Fedu,Medu,age,"{""coefficient"": 0.64287, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Fedu correlate with Medu when age is held constant?,medium
Student Performance Prediction Dataset,G1,G3,age,"{""coefficient"": 0.82507, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of age removed, how are G1 and G3 related?",medium
Student Performance Prediction Dataset,G2,G3,age,"{""coefficient"": 0.91761, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of age removed, how are G2 and G3 related?",medium
Student Performance Prediction Dataset,G3,G2,age,"{""coefficient"": 0.91761, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for age change the relationship between G3 and G2?,medium
Student Performance Prediction Dataset,G1,G3,Medu,"{""coefficient"": 0.81499, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in Medu, how do G1 and G3 interact?",medium
Student Performance Prediction Dataset,G2,G3,Medu,"{""coefficient"": 0.91333, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of Medu removed, how are G2 and G3 related?",medium
Student Performance Prediction Dataset,G3,G2,Medu,"{""coefficient"": 0.91333, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between G3 and G2 after Medu is considered?,medium
Student Performance Prediction Dataset,G1,G3,Fedu,"{""coefficient"": 0.81802, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for Fedu change the relationship between G1 and G3?,medium
Student Performance Prediction Dataset,G2,G3,Fedu,"{""coefficient"": 0.91456, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Fedu controlled, what is the correlation strength between G2 and G3?",medium
Student Performance Prediction Dataset,G3,G2,Fedu,"{""coefficient"": 0.91456, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of G3 on G2 with Fedu taken into consideration?,medium
Student Performance Prediction Dataset,G1,G3,traveltime,"{""coefficient"": 0.82323, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With the influence of traveltime removed, how are G1 and G3 related?",medium
Student Performance Prediction Dataset,G2,G3,traveltime,"{""coefficient"": 0.91727, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does G2 correlate with G3 when traveltime is held constant?,medium
Student Performance Prediction Dataset,G3,G2,traveltime,"{""coefficient"": 0.91727, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With traveltime controlled, what is the correlation strength between G3 and G2?",medium
Student Performance Prediction Dataset,G1,G3,studytime,"{""coefficient"": 0.81434, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for studytime change the relationship between G1 and G3?,medium
Student Performance Prediction Dataset,G2,G3,studytime,"{""coefficient"": 0.91339, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for studytime, what is the relationship between G2 and G3?",medium
Student Performance Prediction Dataset,G3,G2,studytime,"{""coefficient"": 0.91339, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of studytime, how do G3 and G2 relate to each other?",medium
Student Performance Prediction Dataset,G1,G3,failures,"{""coefficient"": 0.79553, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After failures is controlled for, what remains the relationship between G1 and G3?",medium
Student Performance Prediction Dataset,G2,G3,failures,"{""coefficient"": 0.90401, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of failures, how do G2 and G3 relate to each other?",medium
Student Performance Prediction Dataset,G3,G2,failures,"{""coefficient"": 0.90401, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between G3 and G2 when controlling for failures?,medium
Student Performance Prediction Dataset,G1,G3,famrel,"{""coefficient"": 0.82594, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for famrel change the relationship between G1 and G3?,medium
Student Performance Prediction Dataset,G2,G3,famrel,"{""coefficient"": 0.9184, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does G2 correlate with G3 when famrel is held constant?,medium
Student Performance Prediction Dataset,G3,G2,famrel,"{""coefficient"": 0.9184, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With famrel controlled, what is the correlation strength between G3 and G2?",medium
Student Performance Prediction Dataset,G1,G3,freetime,"{""coefficient"": 0.82469, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between G1 and G3 when controlling for freetime?,medium
Student Performance Prediction Dataset,G2,G3,freetime,"{""coefficient"": 0.91759, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between G2 and G3 manifest when isolating freetime?,medium
Student Performance Prediction Dataset,G3,G2,freetime,"{""coefficient"": 0.91759, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between G3 and G2 after freetime is considered?,medium
Student Performance Prediction Dataset,G1,G3,goout,"{""coefficient"": 0.82533, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between G1 and G3 manifest when isolating goout?,medium
Student Performance Prediction Dataset,G2,G3,goout,"{""coefficient"": 0.91801, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between G2 and G3 upon controlling for goout?,medium
Student Performance Prediction Dataset,G3,G2,goout,"{""coefficient"": 0.91801, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of goout, what correlation exists between G3 and G2?",medium
Student Performance Prediction Dataset,G1,G3,Dalc,"{""coefficient"": 0.8192, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Dalc is controlled for, what remains the relationship between G1 and G3?",medium
Student Performance Prediction Dataset,G2,G3,Dalc,"{""coefficient"": 0.91538, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Dalc, how do G2 and G3 relate to each other?",medium
Student Performance Prediction Dataset,G3,G2,Dalc,"{""coefficient"": 0.91538, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What connection exists between G3 and G2 upon controlling for Dalc?,medium
Student Performance Prediction Dataset,G1,G3,Walc,"{""coefficient"": 0.82167, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Walc controlled, what is the correlation strength between G1 and G3?",medium
Student Performance Prediction Dataset,G2,G3,Walc,"{""coefficient"": 0.91617, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between G2 and G3 manifest when isolating Walc?,medium
Student Performance Prediction Dataset,G3,G2,Walc,"{""coefficient"": 0.91617, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between G3 and G2 manifest when isolating Walc?,medium
Student Performance Prediction Dataset,G1,G3,health,"{""coefficient"": 0.82643, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After controlling for health, what is the relationship between G1 and G3?",medium
Student Performance Prediction Dataset,G2,G3,health,"{""coefficient"": 0.91801, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does G2 correlate with G3 when health is held constant?,medium
Student Performance Prediction Dataset,G3,G2,health,"{""coefficient"": 0.91801, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After factoring in health, how do G3 and G2 interact?",medium
Student Performance Prediction Dataset,G1,G3,absences,"{""coefficient"": 0.82534, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of G1 on G3 with absences taken into consideration?,medium
Student Performance Prediction Dataset,G2,G3,absences,"{""coefficient"": 0.91813, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the impact of G2 on G3 with absences taken into consideration?,medium
Student Performance Prediction Dataset,G3,G2,absences,"{""coefficient"": 0.91813, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of absences, what correlation exists between G3 and G2?",medium
Student Performance Prediction Dataset,G3,G2,G1,"{""coefficient"": 0.72103, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When G1 is fixed, how do G3 and G2 correlate?",medium
Students Math-Reading-Writing Performance Dataset,writing score,reading score,math score,"{""coefficient"": 0.86875, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the nature of the relationship between writing score and reading score after math score is considered?,medium
Terrorist Attacks Dataset,Terrorism deaths,Death Age: 51-99 ,Terrorist attacks,"{""coefficient"": 0.72077, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does controlling for Terrorist attacks change the relationship between Terrorism deaths and Death Age: 51-99 ?,medium
Terrorist Attacks Dataset,Terrorism deaths,Death Age : 11-20 ,Terrorist attacks,"{""coefficient"": 0.84063, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After minimizing the influence of Terrorist attacks, what correlation exists between Terrorism deaths and Death Age : 11-20 ?",medium
Terrorist Attacks Dataset,Terrorism deaths,Terrorist Death Type : Killed,Terrorist attacks,"{""coefficient"": 0.89728, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between Terrorism deaths and Terrorist Death Type : Killed considering Terrorist attacks?,medium
Terrorist Attacks Dataset,Attack method: Facility/Infrastructure Attack,Death Age :  1-5,Terrorist attacks,"{""coefficient"": -0.52893, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between Attack method: Facility/Infrastructure Attack and Death Age :  1-5 when controlling for Terrorist attacks?,medium
Terrorist Attacks Dataset,Attack method: Armed Assault,Attack method: Bombing/Explosion,Terrorist attacks,"{""coefficient"": -0.63298, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",Is there a significant link between Attack method: Armed Assault and Attack method: Bombing/Explosion when controlling for Terrorist attacks?,medium
Terrorist Attacks Dataset,Attack method: Bombing/Explosion,Attack method: Hostage Taking (Kidnapping),Terrorist attacks,"{""coefficient"": -0.51385, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Terrorist attacks is fixed, how do Attack method: Bombing/Explosion and Attack method: Hostage Taking (Kidnapping) correlate?",medium
Terrorist Attacks Dataset,Death Age 100+,Terrorism deaths,Terrorist attacks,"{""coefficient"": 0.73639, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Terrorist attacks, how do Death Age 100+ and Terrorism deaths relate to each other?",medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorism deaths,Terrorist attacks,"{""coefficient"": 0.72077, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",What is the partial correlation between Death Age: 51-99  and Terrorism deaths considering Terrorist attacks?,medium
Terrorist Attacks Dataset,Death Age: 51-99 ,Terrorist Death Type : Killed,Terrorist attacks,"{""coefficient"": 0.6194, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After neutralizing the effect of Terrorist attacks, how do Death Age: 51-99  and Terrorist Death Type : Killed relate to each other?",medium
Terrorist Attacks Dataset,Death Age : 21-50 ,Terrorist Death Type : Killed,Terrorist attacks,"{""coefficient"": 0.77875, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","With Terrorist attacks controlled, what is the correlation strength between Death Age : 21-50  and Terrorist Death Type : Killed?",medium
Terrorist Attacks Dataset,Death Age : 6-10 ,Terrorism deaths,Terrorist attacks,"{""coefficient"": 0.74508, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","After Terrorist attacks is controlled for, what remains the relationship between Death Age : 6-10  and Terrorism deaths?",medium
Terrorist Attacks Dataset,Death Age :  1-5,Attack method: Facility/Infrastructure Attack,Terrorist attacks,"{""coefficient"": -0.52893, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does the relationship between Death Age :  1-5 and Attack method: Facility/Infrastructure Attack manifest when isolating Terrorist attacks?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age 100+,Terrorist attacks,"{""coefficient"": 0.65953, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}",How does Terrorist Death Type : Killed correlate with Death Age 100+ when Terrorist attacks is held constant?,medium
Terrorist Attacks Dataset,Terrorist Death Type : Killed,Death Age : 21-50 ,Terrorist attacks,"{""coefficient"": 0.77875, ""p value"": 0.0, ""conclusion"": ""Strongly correlated""}","When Terrorist attacks is fixed, how do Terrorist Death Type : Killed and Death Age : 21-50  correlate?",medium
