Dataset Name,Column,Distribution,Kolmogorov-Smirnov Test,question,difficulty
FIFA Official Dataset 2023,Value,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Value consistent with a Exponential distribution?,easy
FIFA Official Dataset 2023,Wage,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Wage conform to a Exponential distribution?,easy
FIFA Official Dataset 2023,Wage,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in Wage?,easy
FIFA Official Dataset 2023,Wage,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Wage similar to a Exponential distribution?,easy
FIFA Official Dataset 2023,Special,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Special resemble a Exponential distribution?,easy
FIFA Official Dataset 2023,Special,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Special data presents a Exponential distribution?,easy
FIFA Official Dataset 2023,Special,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Special comply with the Exponential model?,easy
FIFA Official Dataset 2023,Height,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Height comply with the Exponential model?,easy
FIFA Official Dataset 2023,Height,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Exponential distribution of the Height data?,easy
FIFA Official Dataset 2023,Height,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for Height data?,easy
FIFA Official Dataset 2023,Weight,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Weight comply with the Exponential model?,easy
FIFA Official Dataset 2023,Weight,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Exponential distribution a suitable representation for the data in Weight?,easy
FIFA Official Dataset 2023,Weight,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Weight by a Exponential distribution?,easy
FIFA Official Dataset 2023,Release Clause,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Release Clause consistent with a Exponential distribution?,easy
FIFA Official Dataset 2023,Release Clause,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Release Clause comply with the Exponential model?,easy
FIFA Official Dataset 2023,Release Clause,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Release Clause is subject to Exponential distribution?,easy
FIFA Official Dataset 2023,Age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Age comply with the Uniform model?,easy
FIFA Official Dataset 2023,Age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Uniform distribution of the Age data?,easy
FIFA Official Dataset 2023,Age,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Age is subject to Uniform distribution?,easy
FIFA Official Dataset 2023,Overall,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Uniform distribution of the Overall data?,easy
FIFA Official Dataset 2023,Overall,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Overall by a Uniform distribution?,easy
FIFA Official Dataset 2023,Overall,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Uniform distribution a suitable representation for the data in Overall?,easy
FIFA Official Dataset 2023,Potential,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Potential to exhibit a Uniform distribution?",easy
FIFA Official Dataset 2023,Potential,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Potential resemble a Uniform distribution?,easy
FIFA Official Dataset 2023,Potential,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Potential exhibit a Uniform distribution?,easy
FIFA Official Dataset 2023,Value,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Uniform distribution of the Value data?,easy
FIFA Official Dataset 2023,Value,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of Value comply with the Uniform model?,easy
FIFA Official Dataset 2023,Value,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Value data presents a Uniform distribution?,easy
FIFA Official Dataset 2023,Wage,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Uniform distribution of the Wage data?,easy
FIFA Official Dataset 2023,Wage,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Wage to exhibit a Uniform distribution?",easy
FIFA Official Dataset 2023,Wage,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Wage resemble a Uniform distribution?,easy
FIFA Official Dataset 2023,Special,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that Special data follows?,easy
FIFA Official Dataset 2023,Special,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Special similar to a Uniform distribution?,easy
FIFA Official Dataset 2023,Special,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Special to exhibit a Uniform distribution?",easy
FIFA Official Dataset 2023,Height,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Height data presents a Uniform distribution?,easy
FIFA Official Dataset 2023,Height,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Uniform distribution of the Height data?,easy
FIFA Official Dataset 2023,Height,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Height is subject to Uniform distribution?,easy
FIFA Official Dataset 2023,Weight,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that Weight data presents a Uniform distribution?,easy
FIFA Official Dataset 2023,Weight,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Weight resemble a Uniform distribution?,easy
FIFA Official Dataset 2023,Weight,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Weight to exhibit a Uniform distribution?",easy
FIFA Official Dataset 2023,Release Clause,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Release Clause reflect the properties of a Uniform distribution?,easy
FIFA Official Dataset 2023,Release Clause,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Release Clause resemble a Uniform distribution?,easy
FIFA Official Dataset 2023,Release Clause,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Release Clause conform to a Uniform distribution?,easy
FIFA Official Dataset 2023,Age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Gamma distribution serve as an accurate representation for Age data?,easy
FIFA Official Dataset 2023,Age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Gamma distribution a suitable representation for the data in Age?,easy
FIFA Official Dataset 2023,Age,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the Age data?,easy
FIFA Official Dataset 2023,Overall,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Overall is subject to Gamma distribution?,easy
FIFA Official Dataset 2023,Overall,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in Overall exhibit a Gamma distribution?,easy
FIFA Official Dataset 2023,Overall,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Overall by a Gamma distribution?,easy
FIFA Official Dataset 2023,Potential,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for Potential?,easy
FIFA Official Dataset 2023,Potential,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Potential conform to a Gamma distribution?,easy
FIFA Official Dataset 2023,Potential,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Potential reflect the properties of a Gamma distribution?,easy
FIFA Official Dataset 2023,Value,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Value resemble a Gamma distribution?,easy
FIFA Official Dataset 2023,Value,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Gamma distribution a suitable representation for the data in Value?,easy
FIFA Official Dataset 2023,Value,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for Value?,easy
FIFA Official Dataset 2023,Wage,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is Wage demonstrating as Gamma distribution?Is the Gamma distribution a good fit for Wage data?,easy
FIFA Official Dataset 2023,Wage,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of Wage is subject to Gamma distribution?,easy
FIFA Official Dataset 2023,Wage,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Wage consistent with a Gamma distribution?,easy
FIFA Official Dataset 2023,Special,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for Special?,easy
FIFA Official Dataset 2023,Special,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of Special by a Gamma distribution?,easy
FIFA Official Dataset 2023,Special,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Gamma distribution a suitable representation for the data in Special?,easy
FIFA Official Dataset 2023,Height,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Height consistent with a Gamma distribution?,easy
FIFA Official Dataset 2023,Height,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the Height data?,easy
FIFA Official Dataset 2023,Height,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Gamma distribution a suitable representation for the data in Height?,easy
FIFA Official Dataset 2023,Weight,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Gamma distribution that Weight data follows?,easy
FIFA Official Dataset 2023,Weight,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does statistical analysis suggest a Gamma distribution of the Weight data?,easy
FIFA Official Dataset 2023,Weight,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Gamma distribution serve as an accurate representation for Weight data?,easy
FIFA Official Dataset 2023,Release Clause,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of Release Clause resemble a Gamma distribution?,easy
FIFA Official Dataset 2023,Release Clause,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Gamma distribution serve as an accurate representation for Release Clause data?,easy
FIFA Official Dataset 2023,Release Clause,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider Release Clause to exhibit a Gamma distribution?",easy
Fruits and Vegetables Prices Dataset,farmprice,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Exponential distribution that farmprice data follows?,easy
Fruits and Vegetables Prices Dataset,farmprice,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in farmprice exhibit a Exponential distribution?,easy
Fruits and Vegetables Prices Dataset,farmprice,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is farmprice demonstrating as Exponential distribution?Is the Exponential distribution a good fit for farmprice data?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of atlantaretail comply with the Exponential model?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of atlantaretail resemble a Exponential distribution?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of atlantaretail is subject to Exponential distribution?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in chicagoretail exhibit a Exponential distribution?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of chicagoretail comply with the Exponential model?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in chicagoretail consistent with a Exponential distribution?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in losangelesretail exhibit a Exponential distribution?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does losangelesretail reflect the properties of a Exponential distribution?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Exponential distribution serve as an accurate representation for losangelesretail data?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of newyorkretail by a Exponential distribution?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in newyorkretail exhibit a Exponential distribution?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does newyorkretail conform to a Exponential distribution?,easy
Fruits and Vegetables Prices Dataset,averagespread,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is averagespread demonstrating as Exponential distribution?Is the Exponential distribution a good fit for averagespread data?,easy
Fruits and Vegetables Prices Dataset,averagespread,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Exponential distribution hypothesis for averagespread?,easy
Fruits and Vegetables Prices Dataset,averagespread,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in averagespread exhibit a Exponential distribution?,easy
Fruits and Vegetables Prices Dataset,farmprice,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of farmprice by a Uniform distribution?,easy
Fruits and Vegetables Prices Dataset,farmprice,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in farmprice exhibit a Uniform distribution?,easy
Fruits and Vegetables Prices Dataset,farmprice,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that farmprice data presents a Uniform distribution?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that atlantaretail data follows?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Uniform distribution hypothesis for atlantaretail?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Uniform distribution a suitable representation for the data in atlantaretail?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Uniform distribution serve as an accurate representation for chicagoretail data?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for chicagoretail data to have been drawn from a Uniform distribution?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of chicagoretail comply with the Uniform model?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of losangelesretail is subject to Uniform distribution?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of losangelesretail comply with the Uniform model?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does losangelesretail reflect the properties of a Uniform distribution?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Uniform distribution that newyorkretail data follows?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does newyorkretail reflect the properties of a Uniform distribution?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Uniform distribution hypothesis for newyorkretail?,easy
Fruits and Vegetables Prices Dataset,averagespread,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of averagespread comply with the Uniform model?,easy
Fruits and Vegetables Prices Dataset,averagespread,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does averagespread reflect the properties of a Uniform distribution?,easy
Fruits and Vegetables Prices Dataset,averagespread,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of averagespread similar to a Uniform distribution?,easy
Fruits and Vegetables Prices Dataset,farmprice,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in farmprice exhibit a Gamma distribution?,easy
Fruits and Vegetables Prices Dataset,farmprice,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of farmprice resemble a Gamma distribution?,easy
Fruits and Vegetables Prices Dataset,farmprice,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in farmprice consistent with a Gamma distribution?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of atlantaretail by a Gamma distribution?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Gamma distribution that atlantaretail data follows?,easy
Fruits and Vegetables Prices Dataset,atlantaretail,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for atlantaretail data to have been drawn from a Gamma distribution?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of chicagoretail comply with the Gamma model?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Gamma distribution that chicagoretail data follows?,easy
Fruits and Vegetables Prices Dataset,chicagoretail,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for chicagoretail data to have been drawn from a Gamma distribution?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of losangelesretail is subject to Gamma distribution?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in losangelesretail exhibit a Gamma distribution?,easy
Fruits and Vegetables Prices Dataset,losangelesretail,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of losangelesretail comply with the Gamma model?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does newyorkretail conform to a Gamma distribution?,easy
Fruits and Vegetables Prices Dataset,newyorkretail,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider newyorkretail to exhibit a Gamma distribution?",easy
Fruits and Vegetables Prices Dataset,newyorkretail,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for newyorkretail?,easy
Fruits and Vegetables Prices Dataset,averagespread,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of averagespread by a Gamma distribution?,easy
Fruits and Vegetables Prices Dataset,averagespread,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could the Gamma distribution serve as an accurate representation for averagespread data?,easy
Fruits and Vegetables Prices Dataset,averagespread,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Can we confirm the Gamma distribution hypothesis for averagespread?,easy
GPA Study Hours Dataset,gpa,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in gpa consistent with a Exponential distribution?,easy
GPA Study Hours Dataset,gpa,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does gpa reflect the properties of a Exponential distribution?,easy
GPA Study Hours Dataset,gpa,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of gpa is subject to Exponential distribution?,easy
GPA Study Hours Dataset,study_hours,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of study_hours similar to a Exponential distribution?,easy
GPA Study Hours Dataset,study_hours,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in study_hours consistent with a Exponential distribution?,easy
GPA Study Hours Dataset,study_hours,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Exponential distribution that study_hours data follows?,easy
GPA Study Hours Dataset,gpa,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is gpa demonstrating as Uniform distribution?Is the Uniform distribution a good fit for gpa data?,easy
GPA Study Hours Dataset,gpa,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of gpa similar to a Uniform distribution?,easy
GPA Study Hours Dataset,gpa,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Uniform distribution a suitable representation for the data in gpa?,easy
GPA Study Hours Dataset,study_hours,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of study_hours by a Uniform distribution?,easy
GPA Study Hours Dataset,study_hours,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in study_hours exhibit a Uniform distribution?,easy
GPA Study Hours Dataset,study_hours,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is study_hours demonstrating as Uniform distribution?Is the Uniform distribution a good fit for study_hours data?,easy
GPA Study Hours Dataset,gpa,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is gpa demonstrating as Gamma distribution?Is the Gamma distribution a good fit for gpa data?,easy
GPA Study Hours Dataset,gpa,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does gpa conform to a Gamma distribution?,easy
GPA Study Hours Dataset,gpa,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}","Based on the statistical test, can we consider gpa to exhibit a Gamma distribution?",easy
GPA Study Hours Dataset,study_hours,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that study_hours data presents a Gamma distribution?,easy
GPA Study Hours Dataset,study_hours,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for study_hours data to have been drawn from a Gamma distribution?,easy
GPA Study Hours Dataset,study_hours,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of study_hours similar to a Gamma distribution?,easy
Grades of Students Dataset,CGPA,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is CGPA demonstrating as Exponential distribution?Is the Exponential distribution a good fit for CGPA data?,easy
Grades of Students Dataset,CGPA,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of CGPA comply with the Exponential model?,easy
Grades of Students Dataset,CGPA,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in CGPA consistent with a Exponential distribution?,easy
Grades of Students Dataset,CGPA,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does it proper to model the data of CGPA by a Uniform distribution?,easy
Grades of Students Dataset,CGPA,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the pattern of CGPA resemble a Uniform distribution?,easy
Grades of Students Dataset,CGPA,Uniform,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Whether the data of CGPA is subject to Uniform distribution?,easy
Grades of Students Dataset,CGPA,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is CGPA demonstrating as Gamma distribution?Is the Gamma distribution a good fit for CGPA data?,easy
Grades of Students Dataset,CGPA,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Could it be proper to say that CGPA data presents a Gamma distribution?,easy
Grades of Students Dataset,CGPA,Gamma,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the Gamma distribution a suitable representation for the data in CGPA?,easy
Heart Failure Prediction Dataset,Age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for Age data to have been drawn from a Exponential distribution?,easy
Heart Failure Prediction Dataset,Age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Age conform to a Exponential distribution?,easy
Heart Failure Prediction Dataset,Age,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the distribution of data values in Age consistent with a Exponential distribution?,easy
Heart Failure Prediction Dataset,RestingBP,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Do the data in RestingBP exhibit a Exponential distribution?,easy
Heart Failure Prediction Dataset,RestingBP,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of RestingBP similar to a Exponential distribution?,easy
Heart Failure Prediction Dataset,RestingBP,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does RestingBP conform to a Exponential distribution?,easy
Heart Failure Prediction Dataset,Cholesterol,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Cholesterol reflect the properties of a Exponential distribution?,easy
Heart Failure Prediction Dataset,Cholesterol,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is the observed distribution of Cholesterol similar to a Exponential distribution?,easy
Heart Failure Prediction Dataset,Cholesterol,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does Cholesterol conform to a Exponential distribution?,easy
Heart Failure Prediction Dataset,MaxHR,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it possible for MaxHR data to have been drawn from a Exponential distribution?,easy
Heart Failure Prediction Dataset,MaxHR,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Exponential distribution that MaxHR data follows?,easy
Heart Failure Prediction Dataset,MaxHR,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Does the data distribution of MaxHR comply with the Exponential model?,easy
Heart Failure Prediction Dataset,Oldpeak,Exponential,"{""p value"": 0.0, ""conclusion"": ""Non-compliance""}",Is it a Exponential distribution that Oldpeak data follows?,easy
