Dataset Name,Column 1,Column 2,Kolmogorov-Smirnov Test,question,difficulty
Los Angeles Library Monthly Statistics,Total eMedia Circulation,Total Computer Usage (Wireless + PC Sessions),"{""p value"": 0.05686, ""conclusion"": ""Distribution not significantly different""}",How to assess the alignment of distributions in Total eMedia Circulation and Total Computer Usage (Wireless + PC Sessions)?,medium
Los Angeles Library Monthly Statistics,Total eMedia Circulation,Total Computer Usage (Wireless + PC Sessions),"{""p value"": 0.05686, ""conclusion"": ""Distribution not significantly different""}",Are the data distributions in Total eMedia Circulation and Total Computer Usage (Wireless + PC Sessions) statistically indistinguishable?,medium
Los Angeles Library Monthly Statistics,Total eMedia Circulation,Total Computer Usage (Wireless + PC Sessions),"{""p value"": 0.05686, ""conclusion"": ""Distribution not significantly different""}",Is there a statistically significant difference in the data distribution of Total eMedia Circulation compared to Total Computer Usage (Wireless + PC Sessions)?,medium
Pokedex Dataset,HP,Defense,"{""p value"": 0.10627, ""conclusion"": ""Distribution not significantly different""}",How similar are the distribution of HP and Defense?,medium
Pokedex Dataset,HP,Defense,"{""p value"": 0.10627, ""conclusion"": ""Distribution not significantly different""}",How to assess the alignment of distributions in HP and Defense?,medium
Pokedex Dataset,HP,Defense,"{""p value"": 0.10627, ""conclusion"": ""Distribution not significantly different""}",Are the data distributions in HP and Defense statistically indistinguishable?,medium
Pokedex Dataset,HP,Defense,"{""p value"": 0.10627, ""conclusion"": ""Distribution not significantly different""}",Do the distribution profiles of HP and Defense differ significantly?,medium
Pokedex Dataset,HP,Defense,"{""p value"": 0.10627, ""conclusion"": ""Distribution not significantly different""}",Are the distributions of HP and Defense closely aligned?,medium
Pokedex Dataset,HP,Defense,"{""p value"": 0.10627, ""conclusion"": ""Distribution not significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of HP and Defense?,medium
Pokedex Dataset,HP,Sp_Def,"{""p value"": 0.1942, ""conclusion"": ""Distribution not significantly different""}",Is there a statistically significant difference in the data distribution of HP compared to Sp_Def?,medium
Pokedex Dataset,HP,Sp_Def,"{""p value"": 0.1942, ""conclusion"": ""Distribution not significantly different""}",How similar are the distribution of HP and Sp_Def?,medium
Pokedex Dataset,HP,Sp_Def,"{""p value"": 0.1942, ""conclusion"": ""Distribution not significantly different""}",What is the extent of distributional similarity of HP and Sp_Def?,medium
Pokedex Dataset,HP,Sp_Def,"{""p value"": 0.1942, ""conclusion"": ""Distribution not significantly different""}",Are the distributions of HP and Sp_Def similar?,medium
Pokedex Dataset,HP,Sp_Def,"{""p value"": 0.1942, ""conclusion"": ""Distribution not significantly different""}",How do the cumulative distributions of HP and Sp_Def compare?,medium
Pokedex Dataset,HP,Sp_Def,"{""p value"": 0.1942, ""conclusion"": ""Distribution not significantly different""}",Are there observable differences in the distribution shapes of HP and Sp_Def?,medium
Pokedex Dataset,Defense,Sp_Atk,"{""p value"": 0.1364, ""conclusion"": ""Distribution not significantly different""}",Is there a statistically significant difference in the data distribution of Defense compared to Sp_Atk?,medium
Pokedex Dataset,Defense,Sp_Atk,"{""p value"": 0.1364, ""conclusion"": ""Distribution not significantly different""}",Do the distribution profiles of Defense and Sp_Atk differ significantly?,medium
Pokedex Dataset,Defense,Sp_Atk,"{""p value"": 0.1364, ""conclusion"": ""Distribution not significantly different""}",Are there observable differences in the distribution shapes of Defense and Sp_Atk?,medium
Pokedex Dataset,Defense,Sp_Atk,"{""p value"": 0.1364, ""conclusion"": ""Distribution not significantly different""}",What is the extent of distributional similarity of Defense and Sp_Atk?,medium
Pokedex Dataset,Defense,Sp_Atk,"{""p value"": 0.1364, ""conclusion"": ""Distribution not significantly different""}",Are the distributions of Defense and Sp_Atk closely aligned?,medium
Pokedex Dataset,Defense,Sp_Atk,"{""p value"": 0.1364, ""conclusion"": ""Distribution not significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Defense and Sp_Atk?,medium
Pokedex Dataset,Defense,Sp_Def,"{""p value"": 0.97834, ""conclusion"": ""Distribution not significantly different""}",Are the data distributions in Defense and Sp_Def statistically indistinguishable?,medium
Pokedex Dataset,Defense,Sp_Def,"{""p value"": 0.97834, ""conclusion"": ""Distribution not significantly different""}",Do the distribution profiles of Defense and Sp_Def differ significantly?,medium
Pokedex Dataset,Defense,Sp_Def,"{""p value"": 0.97834, ""conclusion"": ""Distribution not significantly different""}",Do Defense and Sp_Def follow the similar distribution curve?,medium
Pokedex Dataset,Defense,Sp_Def,"{""p value"": 0.97834, ""conclusion"": ""Distribution not significantly different""}",Are there observable differences in the distribution shapes of Defense and Sp_Def?,medium
Pokedex Dataset,Defense,Sp_Def,"{""p value"": 0.97834, ""conclusion"": ""Distribution not significantly different""}",Are the distributions of Defense and Sp_Def closely aligned?,medium
Pokedex Dataset,Defense,Sp_Def,"{""p value"": 0.97834, ""conclusion"": ""Distribution not significantly different""}",Can we infer distributional equivalence of Defense and Sp_Def?,medium
Pokedex Dataset,Sp_Atk,Sp_Def,"{""p value"": 0.09341, ""conclusion"": ""Distribution not significantly different""}",What is the extent of distributional similarity of Sp_Atk and Sp_Def?,medium
Pokedex Dataset,Sp_Atk,Sp_Def,"{""p value"": 0.09341, ""conclusion"": ""Distribution not significantly different""}",Can we infer distributional equivalence of Sp_Atk and Sp_Def?,medium
Pokedex Dataset,Sp_Atk,Sp_Def,"{""p value"": 0.09341, ""conclusion"": ""Distribution not significantly different""}",Is there a notable discrepancy in the distribution frequency of Sp_Atk versus Sp_Def?,medium
Pokedex Dataset,Sp_Atk,Sp_Def,"{""p value"": 0.09341, ""conclusion"": ""Distribution not significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Sp_Atk and Sp_Def?,medium
Pokedex Dataset,Sp_Atk,Sp_Def,"{""p value"": 0.09341, ""conclusion"": ""Distribution not significantly different""}",Do the distribution profiles of Sp_Atk and Sp_Def differ significantly?,medium
Pokedex Dataset,Sp_Atk,Sp_Def,"{""p value"": 0.09341, ""conclusion"": ""Distribution not significantly different""}",How do the cumulative distributions of Sp_Atk and Sp_Def compare?,medium
Pokedex Dataset,Sp_Atk,Speed,"{""p value"": 0.47677, ""conclusion"": ""Distribution not significantly different""}",Are the distributions of Sp_Atk and Speed closely aligned?,medium
Pokedex Dataset,Sp_Atk,Speed,"{""p value"": 0.47677, ""conclusion"": ""Distribution not significantly different""}",Can we infer distributional equivalence of Sp_Atk and Speed?,medium
Pokedex Dataset,Sp_Atk,Speed,"{""p value"": 0.47677, ""conclusion"": ""Distribution not significantly different""}",How do the cumulative distributions of Sp_Atk and Speed compare?,medium
Pokedex Dataset,Sp_Atk,Speed,"{""p value"": 0.47677, ""conclusion"": ""Distribution not significantly different""}",How to assess the alignment of distributions in Sp_Atk and Speed?,medium
Pokedex Dataset,Sp_Atk,Speed,"{""p value"": 0.47677, ""conclusion"": ""Distribution not significantly different""}",Are the data distributions in Sp_Atk and Speed statistically indistinguishable?,medium
Pokedex Dataset,Sp_Atk,Speed,"{""p value"": 0.47677, ""conclusion"": ""Distribution not significantly different""}",Do the distribution profiles of Sp_Atk and Speed differ significantly?,medium
Student Performance Prediction Dataset,freetime,goout,"{""p value"": 0.132, ""conclusion"": ""Distribution not significantly different""}",Can we infer distributional equivalence of freetime and goout?,medium
Student Performance Prediction Dataset,freetime,goout,"{""p value"": 0.132, ""conclusion"": ""Distribution not significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of freetime and goout?,medium
Student Performance Prediction Dataset,freetime,goout,"{""p value"": 0.132, ""conclusion"": ""Distribution not significantly different""}",Is there a statistically significant difference in the data distribution of freetime compared to goout?,medium
Student Performance Prediction Dataset,freetime,goout,"{""p value"": 0.132, ""conclusion"": ""Distribution not significantly different""}",Are the data distributions in freetime and goout statistically indistinguishable?,medium
Student Performance Prediction Dataset,freetime,goout,"{""p value"": 0.132, ""conclusion"": ""Distribution not significantly different""}",How to assess the alignment of distributions in freetime and goout?,medium
Student Performance Prediction Dataset,freetime,goout,"{""p value"": 0.132, ""conclusion"": ""Distribution not significantly different""}",How similar are the distribution of freetime and goout?,medium
Student Performance Prediction Dataset,G1,G2,"{""p value"": 0.767, ""conclusion"": ""Distribution not significantly different""}",Do the distribution profiles of G1 and G2 differ significantly?,medium
Student Performance Prediction Dataset,G1,G2,"{""p value"": 0.767, ""conclusion"": ""Distribution not significantly different""}",How similar are the distribution of G1 and G2?,medium
Student Performance Prediction Dataset,G1,G2,"{""p value"": 0.767, ""conclusion"": ""Distribution not significantly different""}",Are there observable differences in the distribution shapes of G1 and G2?,medium
Student Performance Prediction Dataset,G1,G2,"{""p value"": 0.767, ""conclusion"": ""Distribution not significantly different""}",How to assess the alignment of distributions in G1 and G2?,medium
Student Performance Prediction Dataset,G1,G2,"{""p value"": 0.767, ""conclusion"": ""Distribution not significantly different""}",Is there a statistically significant difference in the data distribution of G1 compared to G2?,medium
Student Performance Prediction Dataset,G1,G2,"{""p value"": 0.767, ""conclusion"": ""Distribution not significantly different""}",Are the data distributions in G1 and G2 statistically indistinguishable?,medium
Student Performance Prediction Dataset,G2,G3,"{""p value"": 0.08828, ""conclusion"": ""Distribution not significantly different""}",How to assess the alignment of distributions in G2 and G3?,medium
Student Performance Prediction Dataset,G2,G3,"{""p value"": 0.08828, ""conclusion"": ""Distribution not significantly different""}",Can we infer distributional equivalence of G2 and G3?,medium
Student Performance Prediction Dataset,G2,G3,"{""p value"": 0.08828, ""conclusion"": ""Distribution not significantly different""}",Are there observable differences in the distribution shapes of G2 and G3?,medium
Student Performance Prediction Dataset,G2,G3,"{""p value"": 0.08828, ""conclusion"": ""Distribution not significantly different""}",Do the distribution profiles of G2 and G3 differ significantly?,medium
Student Performance Prediction Dataset,G2,G3,"{""p value"": 0.08828, ""conclusion"": ""Distribution not significantly different""}",Are the data distributions in G2 and G3 statistically indistinguishable?,medium
Student Performance Prediction Dataset,G2,G3,"{""p value"": 0.08828, ""conclusion"": ""Distribution not significantly different""}",Are the distributions of G2 and G3 similar?,medium
Students Math-Reading-Writing Performance Dataset,reading score,writing score,"{""p value"": 0.31368, ""conclusion"": ""Distribution not significantly different""}",Is there a statistically significant difference in the data distribution of reading score compared to writing score?,medium
Students Math-Reading-Writing Performance Dataset,reading score,writing score,"{""p value"": 0.31368, ""conclusion"": ""Distribution not significantly different""}",Do reading score and writing score follow the similar distribution curve?,medium
Students Math-Reading-Writing Performance Dataset,reading score,writing score,"{""p value"": 0.31368, ""conclusion"": ""Distribution not significantly different""}",How do the cumulative distributions of reading score and writing score compare?,medium
Students Math-Reading-Writing Performance Dataset,reading score,writing score,"{""p value"": 0.31368, ""conclusion"": ""Distribution not significantly different""}",Do the distribution profiles of reading score and writing score differ significantly?,medium
Students Math-Reading-Writing Performance Dataset,reading score,writing score,"{""p value"": 0.31368, ""conclusion"": ""Distribution not significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of reading score and writing score?,medium
Students Math-Reading-Writing Performance Dataset,reading score,writing score,"{""p value"": 0.31368, ""conclusion"": ""Distribution not significantly different""}",What is the extent of distributional similarity of reading score and writing score?,medium
Students New MRW Score Dataset,math score,reading score,"{""p value"": 0.53628, ""conclusion"": ""Distribution not significantly different""}",Are the data distributions in math score and reading score statistically indistinguishable?,medium
Students New MRW Score Dataset,math score,reading score,"{""p value"": 0.53628, ""conclusion"": ""Distribution not significantly different""}",Is there a notable discrepancy in the distribution frequency of math score versus reading score?,medium
Students New MRW Score Dataset,math score,reading score,"{""p value"": 0.53628, ""conclusion"": ""Distribution not significantly different""}",How similar are the distribution of math score and reading score?,medium
Students New MRW Score Dataset,math score,reading score,"{""p value"": 0.53628, ""conclusion"": ""Distribution not significantly different""}",Are the distributions of math score and reading score closely aligned?,medium
Students New MRW Score Dataset,math score,reading score,"{""p value"": 0.53628, ""conclusion"": ""Distribution not significantly different""}",Do math score and reading score follow the similar distribution curve?,medium
Students New MRW Score Dataset,math score,reading score,"{""p value"": 0.53628, ""conclusion"": ""Distribution not significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of math score and reading score?,medium
Students New MRW Score Dataset,math score,writing score,"{""p value"": 0.91369, ""conclusion"": ""Distribution not significantly different""}",Are the distributions of math score and writing score closely aligned?,medium
Students New MRW Score Dataset,math score,writing score,"{""p value"": 0.91369, ""conclusion"": ""Distribution not significantly different""}",How to assess the alignment of distributions in math score and writing score?,medium
Students New MRW Score Dataset,math score,writing score,"{""p value"": 0.91369, ""conclusion"": ""Distribution not significantly different""}",Is there a notable discrepancy in the distribution frequency of math score versus writing score?,medium
Students New MRW Score Dataset,math score,writing score,"{""p value"": 0.91369, ""conclusion"": ""Distribution not significantly different""}",Are the data distributions in math score and writing score statistically indistinguishable?,medium
Students New MRW Score Dataset,math score,writing score,"{""p value"": 0.91369, ""conclusion"": ""Distribution not significantly different""}",Do math score and writing score follow the similar distribution curve?,medium
Students New MRW Score Dataset,math score,writing score,"{""p value"": 0.91369, ""conclusion"": ""Distribution not significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of math score and writing score?,medium
Students New MRW Score Dataset,reading score,writing score,"{""p value"": 0.85955, ""conclusion"": ""Distribution not significantly different""}",How similar are the distribution of reading score and writing score?,medium
Students New MRW Score Dataset,reading score,writing score,"{""p value"": 0.85955, ""conclusion"": ""Distribution not significantly different""}",What is the extent of distributional similarity of reading score and writing score?,medium
Students New MRW Score Dataset,reading score,writing score,"{""p value"": 0.85955, ""conclusion"": ""Distribution not significantly different""}",Is there a statistically significant difference in the data distribution of reading score compared to writing score?,medium
Students New MRW Score Dataset,reading score,writing score,"{""p value"": 0.85955, ""conclusion"": ""Distribution not significantly different""}",Are the data distributions in reading score and writing score statistically indistinguishable?,medium
Students New MRW Score Dataset,reading score,writing score,"{""p value"": 0.85955, ""conclusion"": ""Distribution not significantly different""}",How do the cumulative distributions of reading score and writing score compare?,medium
Students New MRW Score Dataset,reading score,writing score,"{""p value"": 0.85955, ""conclusion"": ""Distribution not significantly different""}",Is there a notable discrepancy in the distribution frequency of reading score versus writing score?,medium
Terrorist Attacks Dataset,Terrorism deaths,Terrorist Death Type : Killed,"{""p value"": 0.99863, ""conclusion"": ""Distribution not significantly different""}",Are the distributions of Terrorism deaths and Terrorist Death Type : Killed similar?,medium
Terrorist Attacks Dataset,Terrorism deaths,Terrorist Death Type : Killed,"{""p value"": 0.99863, ""conclusion"": ""Distribution not significantly different""}",How do the cumulative distributions of Terrorism deaths and Terrorist Death Type : Killed compare?,medium
Terrorist Attacks Dataset,Terrorism deaths,Terrorist Death Type : Killed,"{""p value"": 0.99863, ""conclusion"": ""Distribution not significantly different""}",How to assess the alignment of distributions in Terrorism deaths and Terrorist Death Type : Killed?,medium
Terrorist Attacks Dataset,Terrorism deaths,Terrorist Death Type : Killed,"{""p value"": 0.99863, ""conclusion"": ""Distribution not significantly different""}",Do Terrorism deaths and Terrorist Death Type : Killed follow the similar distribution curve?,medium
Terrorist Attacks Dataset,Terrorism deaths,Terrorist Death Type : Killed,"{""p value"": 0.99863, ""conclusion"": ""Distribution not significantly different""}",Is there a notable discrepancy in the distribution frequency of Terrorism deaths versus Terrorist Death Type : Killed?,medium
Terrorist Attacks Dataset,Terrorism deaths,Terrorist Death Type : Killed,"{""p value"": 0.99863, ""conclusion"": ""Distribution not significantly different""}",Can we infer distributional equivalence of Terrorism deaths and Terrorist Death Type : Killed?,medium
Terrorist Attacks Dataset,Attack method: Hijacking,Attack method: Hostage Taking (Barricade Incident),"{""p value"": 0.99974, ""conclusion"": ""Distribution not significantly different""}",Are the distributions of Attack method: Hijacking and Attack method: Hostage Taking (Barricade Incident) closely aligned?,medium
Terrorist Attacks Dataset,Attack method: Hijacking,Attack method: Hostage Taking (Barricade Incident),"{""p value"": 0.99974, ""conclusion"": ""Distribution not significantly different""}",Are the data distributions in Attack method: Hijacking and Attack method: Hostage Taking (Barricade Incident) statistically indistinguishable?,medium
Terrorist Attacks Dataset,Attack method: Hijacking,Attack method: Hostage Taking (Barricade Incident),"{""p value"": 0.99974, ""conclusion"": ""Distribution not significantly different""}",Is there a notable discrepancy in the distribution frequency of Attack method: Hijacking versus Attack method: Hostage Taking (Barricade Incident)?,medium
Terrorist Attacks Dataset,Attack method: Hijacking,Attack method: Hostage Taking (Barricade Incident),"{""p value"": 0.99974, ""conclusion"": ""Distribution not significantly different""}",Is there a statistically significant difference in the data distribution of Attack method: Hijacking compared to Attack method: Hostage Taking (Barricade Incident)?,medium
Terrorist Attacks Dataset,Attack method: Hijacking,Attack method: Hostage Taking (Barricade Incident),"{""p value"": 0.99974, ""conclusion"": ""Distribution not significantly different""}",How do the cumulative distributions of Attack method: Hijacking and Attack method: Hostage Taking (Barricade Incident) compare?,medium
Terrorist Attacks Dataset,Attack method: Hijacking,Attack method: Hostage Taking (Barricade Incident),"{""p value"": 0.99974, ""conclusion"": ""Distribution not significantly different""}",How to assess the alignment of distributions in Attack method: Hijacking and Attack method: Hostage Taking (Barricade Incident)?,medium
Terrorist Attacks Dataset,Attack method: Hijacking,Attack method: Unarmed Assault,"{""p value"": 0.96477, ""conclusion"": ""Distribution not significantly different""}",Do the distribution profiles of Attack method: Hijacking and Attack method: Unarmed Assault differ significantly?,medium
Terrorist Attacks Dataset,Attack method: Hijacking,Attack method: Unarmed Assault,"{""p value"": 0.96477, ""conclusion"": ""Distribution not significantly different""}",How similar are the distribution of Attack method: Hijacking and Attack method: Unarmed Assault?,medium
Terrorist Attacks Dataset,Attack method: Hijacking,Attack method: Unarmed Assault,"{""p value"": 0.96477, ""conclusion"": ""Distribution not significantly different""}",Are the data distributions in Attack method: Hijacking and Attack method: Unarmed Assault statistically indistinguishable?,medium
Terrorist Attacks Dataset,Attack method: Hijacking,Attack method: Unarmed Assault,"{""p value"": 0.96477, ""conclusion"": ""Distribution not significantly different""}",Do Attack method: Hijacking and Attack method: Unarmed Assault follow the similar distribution curve?,medium
Terrorist Attacks Dataset,Attack method: Hijacking,Attack method: Unarmed Assault,"{""p value"": 0.96477, ""conclusion"": ""Distribution not significantly different""}",What is the extent of distributional similarity of Attack method: Hijacking and Attack method: Unarmed Assault?,medium
Terrorist Attacks Dataset,Attack method: Hijacking,Attack method: Unarmed Assault,"{""p value"": 0.96477, ""conclusion"": ""Distribution not significantly different""}",Are there observable differences in the distribution shapes of Attack method: Hijacking and Attack method: Unarmed Assault?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Attack method: Unarmed Assault,"{""p value"": 0.99268, ""conclusion"": ""Distribution not significantly different""}",Do Attack method: Hostage Taking (Barricade Incident) and Attack method: Unarmed Assault follow the similar distribution curve?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Attack method: Unarmed Assault,"{""p value"": 0.99268, ""conclusion"": ""Distribution not significantly different""}",Are the data distributions in Attack method: Hostage Taking (Barricade Incident) and Attack method: Unarmed Assault statistically indistinguishable?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Attack method: Unarmed Assault,"{""p value"": 0.99268, ""conclusion"": ""Distribution not significantly different""}",Are the distributions of Attack method: Hostage Taking (Barricade Incident) and Attack method: Unarmed Assault closely aligned?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Attack method: Unarmed Assault,"{""p value"": 0.99268, ""conclusion"": ""Distribution not significantly different""}",Are the distributions of Attack method: Hostage Taking (Barricade Incident) and Attack method: Unarmed Assault similar?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Attack method: Unarmed Assault,"{""p value"": 0.99268, ""conclusion"": ""Distribution not significantly different""}",Is there a statistically significant difference in the data distribution of Attack method: Hostage Taking (Barricade Incident) compared to Attack method: Unarmed Assault?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Attack method: Unarmed Assault,"{""p value"": 0.99268, ""conclusion"": ""Distribution not significantly different""}",Is there a notable discrepancy in the distribution frequency of Attack method: Hostage Taking (Barricade Incident) versus Attack method: Unarmed Assault?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Death Age : 21-50 ,"{""p value"": 0.07906, ""conclusion"": ""Distribution not significantly different""}",Are the distributions of Attack method: Hostage Taking (Barricade Incident) and Death Age : 21-50  closely aligned?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Death Age : 21-50 ,"{""p value"": 0.07906, ""conclusion"": ""Distribution not significantly different""}",Are there observable differences in the distribution shapes of Attack method: Hostage Taking (Barricade Incident) and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Death Age : 21-50 ,"{""p value"": 0.07906, ""conclusion"": ""Distribution not significantly different""}",Are the data distributions in Attack method: Hostage Taking (Barricade Incident) and Death Age : 21-50  statistically indistinguishable?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Death Age : 21-50 ,"{""p value"": 0.07906, ""conclusion"": ""Distribution not significantly different""}",How do the cumulative distributions of Attack method: Hostage Taking (Barricade Incident) and Death Age : 21-50  compare?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Death Age : 21-50 ,"{""p value"": 0.07906, ""conclusion"": ""Distribution not significantly different""}",Is there a notable discrepancy in the distribution frequency of Attack method: Hostage Taking (Barricade Incident) versus Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Attack method: Hostage Taking (Barricade Incident),Death Age : 21-50 ,"{""p value"": 0.07906, ""conclusion"": ""Distribution not significantly different""}",Is there a statistically significant difference in the data distribution of Attack method: Hostage Taking (Barricade Incident) compared to Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age : 21-50 ,"{""p value"": 0.13955, ""conclusion"": ""Distribution not significantly different""}",How similar are the distribution of Attack method: Unarmed Assault and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age : 21-50 ,"{""p value"": 0.13955, ""conclusion"": ""Distribution not significantly different""}",Are the data distributions in Attack method: Unarmed Assault and Death Age : 21-50  statistically indistinguishable?,medium
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age : 21-50 ,"{""p value"": 0.13955, ""conclusion"": ""Distribution not significantly different""}",Are there observable differences in the distribution shapes of Attack method: Unarmed Assault and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age : 21-50 ,"{""p value"": 0.13955, ""conclusion"": ""Distribution not significantly different""}",Can we infer distributional equivalence of Attack method: Unarmed Assault and Death Age : 21-50 ?,medium
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age : 21-50 ,"{""p value"": 0.13955, ""conclusion"": ""Distribution not significantly different""}",Do the distribution profiles of Attack method: Unarmed Assault and Death Age : 21-50  differ significantly?,medium
Terrorist Attacks Dataset,Attack method: Unarmed Assault,Death Age : 21-50 ,"{""p value"": 0.13955, ""conclusion"": ""Distribution not significantly different""}",How to assess the alignment of distributions in Attack method: Unarmed Assault and Death Age : 21-50 ?,medium
Used Car Dataset,engine(cc),max_power(bhp),"{""p value"": 1.0, ""conclusion"": ""Distribution not significantly different""}",Are the distributions of engine(cc) and max_power(bhp) closely aligned?,medium
Used Car Dataset,engine(cc),max_power(bhp),"{""p value"": 1.0, ""conclusion"": ""Distribution not significantly different""}",Is there a notable discrepancy in the distribution frequency of engine(cc) versus max_power(bhp)?,medium
Used Car Dataset,engine(cc),max_power(bhp),"{""p value"": 1.0, ""conclusion"": ""Distribution not significantly different""}",Are there observable differences in the distribution shapes of engine(cc) and max_power(bhp)?,medium
Used Car Dataset,engine(cc),max_power(bhp),"{""p value"": 1.0, ""conclusion"": ""Distribution not significantly different""}",How do the cumulative distributions of engine(cc) and max_power(bhp) compare?,medium
Used Car Dataset,engine(cc),max_power(bhp),"{""p value"": 1.0, ""conclusion"": ""Distribution not significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of engine(cc) and max_power(bhp)?,medium
Used Car Dataset,engine(cc),max_power(bhp),"{""p value"": 1.0, ""conclusion"": ""Distribution not significantly different""}",How to assess the alignment of distributions in engine(cc) and max_power(bhp)?,medium
