Dataset Name,Column 1,Column 2,Kolmogorov-Smirnov Test,question,difficulty
Customer Personality Analysis Dataset,Income,Kidhome,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Income and Kidhome follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Income,Teenhome,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Income and Teenhome follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Income,Teenhome,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Income and Teenhome statistically indistinguishable?,medium
Customer Personality Analysis Dataset,Income,Teenhome,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Income and Teenhome similar?,medium
Customer Personality Analysis Dataset,Income,Recency,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Income and Recency statistically indistinguishable?,medium
Customer Personality Analysis Dataset,Income,Recency,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Income compared to Recency?,medium
Customer Personality Analysis Dataset,Income,Recency,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Income and Recency?,medium
Customer Personality Analysis Dataset,Income,MntWines,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Income and MntWines follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Income,MntWines,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Income and MntWines?,medium
Customer Personality Analysis Dataset,Income,MntWines,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Income and MntWines?,medium
Customer Personality Analysis Dataset,Income,MntFruits,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Income and MntFruits?,medium
Customer Personality Analysis Dataset,Income,MntFruits,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Income and MntFruits differ significantly?,medium
Customer Personality Analysis Dataset,Income,MntFruits,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Income and MntFruits?,medium
Customer Personality Analysis Dataset,Income,MntMeatProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Income and MntMeatProducts?,medium
Customer Personality Analysis Dataset,Income,MntMeatProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Income and MntMeatProducts?,medium
Customer Personality Analysis Dataset,Income,MntMeatProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Income and MntMeatProducts?,medium
Customer Personality Analysis Dataset,Income,MntFishProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Income compared to MntFishProducts?,medium
Customer Personality Analysis Dataset,Income,MntFishProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Income and MntFishProducts compare?,medium
Customer Personality Analysis Dataset,Income,MntFishProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Income and MntFishProducts?,medium
Customer Personality Analysis Dataset,Income,MntSweetProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Income and MntSweetProducts follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Income,MntSweetProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Income and MntSweetProducts statistically indistinguishable?,medium
Customer Personality Analysis Dataset,Income,MntSweetProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Income versus MntSweetProducts?,medium
Customer Personality Analysis Dataset,Income,MntGoldProds,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Income and MntGoldProds statistically indistinguishable?,medium
Customer Personality Analysis Dataset,Income,MntGoldProds,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Income and MntGoldProds?,medium
Customer Personality Analysis Dataset,Income,MntGoldProds,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Income and MntGoldProds?,medium
Customer Personality Analysis Dataset,Income,NumDealsPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Income and NumDealsPurchases similar?,medium
Customer Personality Analysis Dataset,Income,NumDealsPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Income and NumDealsPurchases?,medium
Customer Personality Analysis Dataset,Income,NumDealsPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Income and NumDealsPurchases?,medium
Customer Personality Analysis Dataset,Income,NumWebPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Income and NumWebPurchases similar?,medium
Customer Personality Analysis Dataset,Income,NumWebPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Income and NumWebPurchases?,medium
Customer Personality Analysis Dataset,Income,NumWebPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Income and NumWebPurchases closely aligned?,medium
Customer Personality Analysis Dataset,Income,NumCatalogPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Income and NumCatalogPurchases?,medium
Customer Personality Analysis Dataset,Income,NumCatalogPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Income and NumCatalogPurchases?,medium
Customer Personality Analysis Dataset,Income,NumCatalogPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Income and NumCatalogPurchases follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Income,NumStorePurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Income and NumStorePurchases similar?,medium
Customer Personality Analysis Dataset,Income,NumStorePurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Income and NumStorePurchases?,medium
Customer Personality Analysis Dataset,Income,NumStorePurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Income and NumStorePurchases?,medium
Customer Personality Analysis Dataset,Income,NumWebVisitsMonth,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Income compared to NumWebVisitsMonth?,medium
Customer Personality Analysis Dataset,Income,NumWebVisitsMonth,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Income and NumWebVisitsMonth follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Income,NumWebVisitsMonth,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Income and NumWebVisitsMonth?,medium
Customer Personality Analysis Dataset,Income,Z_CostContact,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Income and Z_CostContact follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Income,Z_CostContact,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Income and Z_CostContact?,medium
Customer Personality Analysis Dataset,Income,Z_CostContact,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Income and Z_CostContact closely aligned?,medium
Customer Personality Analysis Dataset,Income,Z_Revenue,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Income and Z_Revenue?,medium
Customer Personality Analysis Dataset,Income,Z_Revenue,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Income and Z_Revenue?,medium
Customer Personality Analysis Dataset,Income,Z_Revenue,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Income and Z_Revenue statistically indistinguishable?,medium
Customer Personality Analysis Dataset,Kidhome,Recency,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Kidhome and Recency differ significantly?,medium
Customer Personality Analysis Dataset,Kidhome,Recency,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Kidhome versus Recency?,medium
Customer Personality Analysis Dataset,Kidhome,Recency,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Kidhome and Recency?,medium
Customer Personality Analysis Dataset,Kidhome,MntWines,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Kidhome compared to MntWines?,medium
Customer Personality Analysis Dataset,Kidhome,MntWines,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Kidhome and MntWines?,medium
Customer Personality Analysis Dataset,Kidhome,MntWines,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Kidhome and MntWines follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Kidhome,MntFruits,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Kidhome versus MntFruits?,medium
Customer Personality Analysis Dataset,Kidhome,MntFruits,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Kidhome compared to MntFruits?,medium
Customer Personality Analysis Dataset,Kidhome,MntFruits,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Kidhome and MntFruits compare?,medium
Customer Personality Analysis Dataset,Kidhome,MntMeatProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Kidhome and MntMeatProducts?,medium
Customer Personality Analysis Dataset,Kidhome,MntMeatProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Kidhome and MntMeatProducts?,medium
Customer Personality Analysis Dataset,Kidhome,MntMeatProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Kidhome and MntMeatProducts?,medium
Customer Personality Analysis Dataset,Kidhome,MntFishProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Kidhome and MntFishProducts closely aligned?,medium
Customer Personality Analysis Dataset,Kidhome,MntFishProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Kidhome and MntFishProducts compare?,medium
Customer Personality Analysis Dataset,Kidhome,MntFishProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Kidhome and MntFishProducts differ significantly?,medium
Customer Personality Analysis Dataset,Kidhome,MntSweetProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Kidhome and MntSweetProducts?,medium
Customer Personality Analysis Dataset,Kidhome,MntSweetProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Kidhome and MntSweetProducts differ significantly?,medium
Customer Personality Analysis Dataset,Kidhome,MntSweetProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Kidhome versus MntSweetProducts?,medium
Customer Personality Analysis Dataset,Kidhome,MntGoldProds,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Kidhome and MntGoldProds?,medium
Customer Personality Analysis Dataset,Kidhome,MntGoldProds,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Kidhome versus MntGoldProds?,medium
Customer Personality Analysis Dataset,Kidhome,MntGoldProds,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Kidhome and MntGoldProds statistically indistinguishable?,medium
Customer Personality Analysis Dataset,Kidhome,NumDealsPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Kidhome and NumDealsPurchases compare?,medium
Customer Personality Analysis Dataset,Kidhome,NumDealsPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Kidhome and NumDealsPurchases similar?,medium
Customer Personality Analysis Dataset,Kidhome,NumDealsPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Kidhome and NumDealsPurchases closely aligned?,medium
Customer Personality Analysis Dataset,Kidhome,NumWebPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Kidhome and NumWebPurchases differ significantly?,medium
Customer Personality Analysis Dataset,Kidhome,NumWebPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Kidhome and NumWebPurchases?,medium
Customer Personality Analysis Dataset,Kidhome,NumWebPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Kidhome and NumWebPurchases?,medium
Customer Personality Analysis Dataset,Kidhome,NumCatalogPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Kidhome and NumCatalogPurchases follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Kidhome,NumCatalogPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Kidhome and NumCatalogPurchases differ significantly?,medium
Customer Personality Analysis Dataset,Kidhome,NumCatalogPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the data distributions in Kidhome and NumCatalogPurchases statistically indistinguishable?,medium
Customer Personality Analysis Dataset,Kidhome,NumStorePurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Kidhome and NumStorePurchases?,medium
Customer Personality Analysis Dataset,Kidhome,NumStorePurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Kidhome and NumStorePurchases follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Kidhome,NumStorePurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Kidhome compared to NumStorePurchases?,medium
Customer Personality Analysis Dataset,Kidhome,NumWebVisitsMonth,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Kidhome and NumWebVisitsMonth?,medium
Customer Personality Analysis Dataset,Kidhome,NumWebVisitsMonth,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Kidhome and NumWebVisitsMonth closely aligned?,medium
Customer Personality Analysis Dataset,Kidhome,NumWebVisitsMonth,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Kidhome and NumWebVisitsMonth similar?,medium
Customer Personality Analysis Dataset,Kidhome,Z_CostContact,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Kidhome versus Z_CostContact?,medium
Customer Personality Analysis Dataset,Kidhome,Z_CostContact,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Kidhome and Z_CostContact?,medium
Customer Personality Analysis Dataset,Kidhome,Z_CostContact,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Kidhome and Z_CostContact?,medium
Customer Personality Analysis Dataset,Kidhome,Z_Revenue,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Kidhome and Z_Revenue?,medium
Customer Personality Analysis Dataset,Kidhome,Z_Revenue,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Kidhome and Z_Revenue compare?,medium
Customer Personality Analysis Dataset,Kidhome,Z_Revenue,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Kidhome and Z_Revenue?,medium
Customer Personality Analysis Dataset,Teenhome,Recency,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Teenhome and Recency closely aligned?,medium
Customer Personality Analysis Dataset,Teenhome,Recency,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Teenhome versus Recency?,medium
Customer Personality Analysis Dataset,Teenhome,Recency,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Teenhome and Recency follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Teenhome,MntWines,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Teenhome and MntWines?,medium
Customer Personality Analysis Dataset,Teenhome,MntWines,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Teenhome and MntWines differ significantly?,medium
Customer Personality Analysis Dataset,Teenhome,MntWines,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Teenhome and MntWines compare?,medium
Customer Personality Analysis Dataset,Teenhome,MntFruits,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Teenhome compared to MntFruits?,medium
Customer Personality Analysis Dataset,Teenhome,MntFruits,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Teenhome and MntFruits differ significantly?,medium
Customer Personality Analysis Dataset,Teenhome,MntFruits,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Teenhome and MntFruits?,medium
Customer Personality Analysis Dataset,Teenhome,MntMeatProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Teenhome and MntMeatProducts?,medium
Customer Personality Analysis Dataset,Teenhome,MntMeatProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Teenhome compared to MntMeatProducts?,medium
Customer Personality Analysis Dataset,Teenhome,MntMeatProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Teenhome and MntMeatProducts?,medium
Customer Personality Analysis Dataset,Teenhome,MntFishProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Teenhome and MntFishProducts?,medium
Customer Personality Analysis Dataset,Teenhome,MntFishProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Teenhome versus MntFishProducts?,medium
Customer Personality Analysis Dataset,Teenhome,MntFishProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Teenhome and MntFishProducts similar?,medium
Customer Personality Analysis Dataset,Teenhome,MntSweetProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Teenhome and MntSweetProducts closely aligned?,medium
Customer Personality Analysis Dataset,Teenhome,MntSweetProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Teenhome and MntSweetProducts?,medium
Customer Personality Analysis Dataset,Teenhome,MntSweetProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Teenhome and MntSweetProducts similar?,medium
Customer Personality Analysis Dataset,Teenhome,MntGoldProds,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Teenhome and MntGoldProds?,medium
Customer Personality Analysis Dataset,Teenhome,MntGoldProds,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Teenhome and MntGoldProds follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Teenhome,MntGoldProds,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Teenhome compared to MntGoldProds?,medium
Customer Personality Analysis Dataset,Teenhome,NumDealsPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Teenhome and NumDealsPurchases similar?,medium
Customer Personality Analysis Dataset,Teenhome,NumDealsPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Teenhome and NumDealsPurchases compare?,medium
Customer Personality Analysis Dataset,Teenhome,NumDealsPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Teenhome and NumDealsPurchases differ significantly?,medium
Customer Personality Analysis Dataset,Teenhome,NumWebPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Teenhome and NumWebPurchases follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Teenhome,NumWebPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Teenhome and NumWebPurchases differ significantly?,medium
Customer Personality Analysis Dataset,Teenhome,NumWebPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Teenhome and NumWebPurchases similar?,medium
Customer Personality Analysis Dataset,Teenhome,NumCatalogPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Teenhome and NumCatalogPurchases?,medium
Customer Personality Analysis Dataset,Teenhome,NumCatalogPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Teenhome and NumCatalogPurchases differ significantly?,medium
Customer Personality Analysis Dataset,Teenhome,NumCatalogPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How to assess the alignment of distributions in Teenhome and NumCatalogPurchases?,medium
Customer Personality Analysis Dataset,Teenhome,NumStorePurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can the Kolmogorov-Smirnov test reveal any disparities between the distributions of Teenhome and NumStorePurchases?,medium
Customer Personality Analysis Dataset,Teenhome,NumStorePurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Teenhome and NumStorePurchases?,medium
Customer Personality Analysis Dataset,Teenhome,NumStorePurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Teenhome and NumStorePurchases closely aligned?,medium
Customer Personality Analysis Dataset,Teenhome,NumWebVisitsMonth,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Teenhome versus NumWebVisitsMonth?,medium
Customer Personality Analysis Dataset,Teenhome,NumWebVisitsMonth,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Teenhome and NumWebVisitsMonth follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Teenhome,NumWebVisitsMonth,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Teenhome and NumWebVisitsMonth?,medium
Customer Personality Analysis Dataset,Teenhome,Z_CostContact,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Teenhome versus Z_CostContact?,medium
Customer Personality Analysis Dataset,Teenhome,Z_CostContact,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Teenhome and Z_CostContact?,medium
Customer Personality Analysis Dataset,Teenhome,Z_CostContact,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Teenhome and Z_CostContact?,medium
Customer Personality Analysis Dataset,Teenhome,Z_Revenue,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Teenhome and Z_Revenue follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Teenhome,Z_Revenue,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How similar are the distribution of Teenhome and Z_Revenue?,medium
Customer Personality Analysis Dataset,Teenhome,Z_Revenue,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Teenhome and Z_Revenue?,medium
Customer Personality Analysis Dataset,Recency,MntWines,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Recency compared to MntWines?,medium
Customer Personality Analysis Dataset,Recency,MntWines,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Recency and MntWines?,medium
Customer Personality Analysis Dataset,Recency,MntWines,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are the distributions of Recency and MntWines similar?,medium
Customer Personality Analysis Dataset,Recency,MntFruits,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Recency versus MntFruits?,medium
Customer Personality Analysis Dataset,Recency,MntFruits,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Recency and MntFruits follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Recency,MntFruits,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Recency and MntFruits?,medium
Customer Personality Analysis Dataset,Recency,MntMeatProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Recency and MntMeatProducts?,medium
Customer Personality Analysis Dataset,Recency,MntMeatProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Recency and MntMeatProducts?,medium
Customer Personality Analysis Dataset,Recency,MntMeatProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Recency and MntMeatProducts differ significantly?,medium
Customer Personality Analysis Dataset,Recency,MntFishProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Can we infer distributional equivalence of Recency and MntFishProducts?,medium
Customer Personality Analysis Dataset,Recency,MntFishProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Recency and MntFishProducts follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Recency,MntFishProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Recency and MntFishProducts?,medium
Customer Personality Analysis Dataset,Recency,MntSweetProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",How do the cumulative distributions of Recency and MntSweetProducts compare?,medium
Customer Personality Analysis Dataset,Recency,MntSweetProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Recency and MntSweetProducts?,medium
Customer Personality Analysis Dataset,Recency,MntSweetProducts,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",What is the extent of distributional similarity of Recency and MntSweetProducts?,medium
Customer Personality Analysis Dataset,Recency,MntGoldProds,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a notable discrepancy in the distribution frequency of Recency versus MntGoldProds?,medium
Customer Personality Analysis Dataset,Recency,MntGoldProds,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Are there observable differences in the distribution shapes of Recency and MntGoldProds?,medium
Customer Personality Analysis Dataset,Recency,MntGoldProds,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do Recency and MntGoldProds follow the similar distribution curve?,medium
Customer Personality Analysis Dataset,Recency,NumDealsPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Do the distribution profiles of Recency and NumDealsPurchases differ significantly?,medium
Customer Personality Analysis Dataset,Recency,NumDealsPurchases,"{""p value"": 0.0, ""conclusion"": ""Distribution significantly different""}",Is there a statistically significant difference in the data distribution of Recency compared to NumDealsPurchases?,medium
