gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group B,bachelor's degree,standard,none,53.212469551826445,76.00509509844356,69.24279386969494
male,group E,some college,standard,none,75.80408493184477,72.39135979288359,67.49413788791384
female,group C,some college,standard,completed,69.90892615780564,71.25387531096936,60.0811386034286
female,group C,associate's degree,standard,none,71.23826448274536,57.738424762776006,75.54004986042068
female,group C,some college,standard,none,69.98177397234736,64.05332328008525,62.02959600841741
female,group B,bachelor's degree,standard,none,74.20620307876626,64.62780291773998,75.750743363772
male,group A,associate's degree,standard,none,78.06331225929087,79.34745375928317,79.07797782265186
female,group C,some college,free/reduced,completed,63.72571228997632,75.96530407885608,68.5109192292443
male,group D,some college,free/reduced,none,57.19486460961479,86.8187387206456,87.17007016460357
female,group D,some college,standard,none,90.36378206276925,84.34363074733147,54.570893309490586
female,group B,high school,standard,none,86.70770956725077,80.26167623828105,72.81040013766741
male,group B,some high school,standard,completed,75.09988904147151,66.19918155363028,78.34593857411845
female,group C,some college,standard,none,59.018612403038006,80.0199644082231,70.66824876868101
female,group D,some high school,free/reduced,none,65.9172113532591,64.57200084137364,59.73997509120548
male,group C,some college,standard,none,72.00716799145961,64.09728807285157,81.15679213448692
male,group A,bachelor's degree,free/reduced,completed,79.59779345335609,70.77385055221899,65.39758998401503
male,group C,high school,standard,completed,86.54104698178787,91.43819459946218,72.53105123596181
male,group C,bachelor's degree,free/reduced,none,82.14795026484671,81.27693973321145,94.36739840334808
female,group A,some high school,free/reduced,none,89.12637393037248,79.23056603737042,60.48410469073282
female,group D,some high school,standard,none,82.57976342057073,87.53798657536174,80.42600121016785
male,group E,some college,standard,none,82.95996461455158,90.36960987155187,71.28366926484436
female,group C,some college,free/reduced,completed,85.27435819912486,79.33519088963345,68.7716241028586
male,group D,some high school,standard,none,77.51874961507148,64.72960874622456,68.65114911387121
female,group D,some college,standard,completed,70.60592038608985,63.66616710664293,92.9486241857004
female,group D,bachelor's degree,standard,none,69.5614478130788,71.2886263174062,87.77292861197218
male,group E,associate's degree,free/reduced,none,76.96754764916992,83.93675013861012,63.3922266102721
female,group D,some high school,standard,none,80.15833269701757,66.0886736726868,78.22593607399779
female,group D,master's degree,free/reduced,completed,89.66099371290397,64.06600455670292,66.76470557257751
female,group A,some high school,standard,none,83.42449413342445,48.019447058629744,76.47329081762683
male,group A,bachelor's degree,standard,none,77.52171634120839,74.06743488375105,76.95418560130655
female,group B,associate's degree,standard,none,83.58930344152333,79.58832514165681,76.33061459228617
male,group C,associate's degree,standard,completed,75.32135076967468,82.99412928010602,75.21435597660096
male,group C,master's degree,free/reduced,none,70.04860708211925,82.13452735426505,87.38741375682488
female,group E,some high school,free/reduced,none,66.82773884183153,84.47937280908457,73.36478562282315
female,group A,some high school,free/reduced,none,88.0688555056292,91.38175717696656,75.45797841951268
female,group E,some college,standard,none,81.54814878487163,71.16766614977153,72.9332051136232
female,group E,bachelor's degree,standard,none,73.36471720853184,74.5835332385669,79.7652360288716
female,group C,associate's degree,free/reduced,none,89.21981344109898,50.48695873470241,75.78112689297674
female,group D,high school,standard,none,81.11358208651166,75.01488843775576,81.38711394064192
male,group D,master's degree,standard,none,79.4811510615643,86.90960567582023,81.49964475374885
male,group E,some high school,free/reduced,completed,100.0,86.64521689367753,60.339318629982856
female,group D,some college,standard,none,88.11731454728168,82.88610116869442,78.83429230643338
male,group E,some college,standard,none,66.95777506240316,72.77025714426652,63.86055223953312
male,group C,associate's degree,standard,completed,71.61769950993097,76.028283230847,78.3017803596434
female,group C,some high school,standard,completed,86.04871314435474,60.18441154672456,73.32972044605903
male,group A,high school,free/reduced,none,50.18410292281308,87.1394774660476,77.06782180574154
female,group B,high school,free/reduced,none,66.65365605357275,66.94396843389893,85.12926815228218
female,group C,associate's degree,standard,none,61.11092742270324,78.45704401292315,73.78868128425428
male,group B,some high school,standard,none,77.23208853185153,85.00690702778923,91.27405497495144
male,group D,some high school,standard,none,78.20368612283649,62.108701408079845,78.87481714554072
female,group C,some high school,standard,completed,70.88099733705857,63.73343264847874,72.80244769581336
male,group A,some college,standard,none,80.33051369199431,79.51114771462419,72.90881575291624
female,group A,some college,free/reduced,none,74.8208594633731,77.06268458413484,71.51137124266667
female,group D,high school,standard,completed,70.56751810878342,80.63850451819737,67.85855082833227
female,group C,high school,standard,none,58.71612446574953,71.029086583013,48.9944337798795
female,group C,some high school,standard,none,61.25822071881999,60.23129625375677,75.10598140901526
male,group B,associate's degree,standard,completed,77.19988803533896,53.458970032642966,61.88907459690592
female,group B,associate's degree,standard,none,92.31144125939454,77.88318955752695,77.80312676836871
female,group D,high school,free/reduced,completed,78.28575782372987,75.29870911528548,96.251860743167
male,group D,associate's degree,standard,completed,84.84922954634102,77.76978154228091,64.58948795924596
female,group D,master's degree,standard,completed,67.76193867748756,68.31460220190169,88.20951527700561
male,group E,some college,standard,completed,71.42168282842687,65.48880191474986,72.94207406831373
male,group D,associate's degree,standard,none,62.89888043493562,64.87518958068372,69.03728900417748
male,group B,some high school,standard,completed,80.5096356364559,64.64794571132084,53.03423257590544
female,group C,bachelor's degree,free/reduced,completed,75.22430045796403,62.730727837596255,83.5239202857869
male,group E,high school,standard,none,63.442080808794245,83.7975010799276,73.00237230427759
male,group C,bachelor's degree,standard,completed,73.96265986180673,73.97449518882843,85.44656497619731
male,group C,associate's degree,standard,none,83.6183610228675,67.90723798952256,95.45697207684556
male,group D,some college,standard,none,56.36482641328461,83.30003644905517,63.15393255683006
male,group E,high school,free/reduced,completed,76.23648514744416,81.02497153900075,56.50417069034858
female,group C,associate's degree,free/reduced,completed,77.08228483689321,82.59641130336918,72.52623360159596
female,group D,high school,standard,completed,75.28847320724708,76.59789996200018,56.64075511291403
female,group D,master's degree,free/reduced,completed,96.65332482069036,77.25533660650804,63.62122189841947
female,group A,some high school,standard,completed,77.70319256660892,76.11879261801691,89.59709628740814
male,group B,some college,free/reduced,none,77.00830112339379,77.9291782862613,87.46390972530035
female,group C,some college,free/reduced,none,76.17180413865619,82.20641875471819,74.20119318129596
male,group C,bachelor's degree,standard,none,76.78721877771216,74.78463703805491,88.31171622254544
male,group C,some high school,free/reduced,none,77.33504727037727,77.90947678908616,67.89168114457263
male,group A,some high school,free/reduced,none,61.06535938199877,80.49449838336486,87.65784459763874
male,group C,some high school,free/reduced,none,75.0573101801023,79.26095447779436,76.63695418596461
male,group C,associate's degree,free/reduced,none,81.30903147264118,67.90618908993116,68.43045954989319
female,group C,high school,standard,none,78.00108295458729,62.30510384549849,75.33600614954412
male,group C,high school,standard,none,72.97158048112324,62.35410130035236,84.9550423468701
female,group A,some high school,free/reduced,none,79.17752284689176,84.80454722496135,79.88097538240544
male,group C,some high school,standard,none,57.74453086261724,90.85163388463432,65.84654189706231
male,group C,some college,free/reduced,completed,68.11555950527453,79.29745653656234,68.74571274749098
male,group D,associate's degree,standard,none,77.0634086049964,77.53797065192042,86.50240902455914
male,group D,associate's degree,free/reduced,none,72.78254509812379,83.39745304484947,75.33475510903101
male,group C,high school,standard,none,55.78434925878952,83.64312120767036,66.93577425983413
male,group D,some high school,standard,completed,80.43105649573779,75.03203413594127,79.71168530962716
female,group C,some college,standard,completed,73.22706614698802,74.69867033561202,73.87139802488558
female,group D,high school,standard,none,69.65562943767834,67.40329631051686,87.5121470416802
female,group A,some high school,free/reduced,none,81.9250669611704,89.69192486130063,75.0040660705216
female,group B,associate's degree,standard,none,76.12777166897943,80.94187198445792,91.1902665811822
male,group A,some high school,free/reduced,none,81.46341776495035,78.51937630632297,55.86202662519791
female,group C,some high school,standard,completed,83.79181174036528,65.04237077589306,72.60212321572035
male,group D,some college,free/reduced,none,69.41534806757187,83.39047578284737,78.54620895478939
male,group C,high school,standard,completed,70.2411815837463,77.46491225030951,78.53796230052383
male,group B,high school,standard,none,66.40938805159735,71.25587374579278,83.38793160998164
male,group B,associate's degree,standard,none,65.9438910805584,62.09769022776054,72.66141082845974
female,group C,some college,free/reduced,completed,67.11858723290266,87.84135649746186,75.21657183155355
female,group E,some college,standard,none,71.412738806204,82.3196257140504,78.80579053036914
female,group C,associate's degree,free/reduced,none,55.383017123774046,69.02578164262168,76.08445694486647
male,group C,some college,free/reduced,none,92.15742180343716,81.51174120239425,72.4469051538303
female,group C,associate's degree,free/reduced,none,74.27300177675936,68.00225709438011,71.77842419297805
male,group C,bachelor's degree,free/reduced,none,75.41852676058699,79.81311090820759,70.20578728039013
female,group D,bachelor's degree,standard,none,83.47188102028574,59.44474357188867,70.05121213501405
male,group D,associate's degree,free/reduced,none,64.93770094117127,74.37701608304236,70.15741830661923
female,group E,bachelor's degree,standard,none,88.26706575950566,69.82496977879075,82.31337738608174
male,group B,high school,standard,completed,73.35350102105099,68.41240333588456,81.48426430572978
male,group C,bachelor's degree,free/reduced,none,92.68852920658536,95.42443346902677,58.27011324433001
male,group B,some college,free/reduced,none,76.96242638413946,74.87249953497738,63.01282830993182
female,group E,some college,standard,none,74.93934950782565,88.70417419434983,68.84940740259248
female,group C,some college,free/reduced,none,73.7041114811267,71.25113357187487,88.1667262829975
male,group A,bachelor's degree,standard,completed,68.22465118772497,66.63713074460297,78.76952077678678
female,group C,some college,standard,none,58.47875856006909,74.53626088374499,97.4529509631126
female,group D,associate's degree,free/reduced,none,69.51354007059987,77.481414821524,81.47768788627488
male,group A,high school,free/reduced,completed,78.53417310372461,85.67991555459147,65.10078435636692
female,group A,high school,free/reduced,completed,80.50693948934384,81.11571698569162,73.50404135991276
male,group C,some college,standard,none,56.35590668718668,66.74035116609048,94.81703066348058
female,group C,associate's degree,standard,completed,83.11410827048259,81.12674881261151,64.77688208225086
female,group C,high school,standard,none,92.62640119035594,83.73437532683818,62.04929272661192
female,group C,associate's degree,standard,completed,75.39947407237395,82.39993428922521,71.3559703414902
female,group D,some high school,standard,none,66.77194161073375,80.86460304586804,85.2767717261573
female,group B,associate's degree,standard,completed,71.23111986374744,81.67150647325398,75.30234078405672
female,group D,bachelor's degree,standard,completed,73.00161407409414,78.25370548874011,69.07019879986204
male,group E,bachelor's degree,standard,completed,85.29708717792849,70.0143970568923,75.77944669236838
male,group D,associate's degree,standard,none,73.23944587295765,72.20897250094514,73.59258935846067
female,group D,master's degree,standard,none,63.80224759752248,92.34126798074432,84.06655143134782
male,group E,associate's degree,standard,none,85.0366207604811,67.24238734605278,73.14905235613773
male,group B,high school,standard,completed,75.68286725140145,52.82883114174099,76.20897792236924
female,group D,associate's degree,free/reduced,none,74.49131345657631,80.37724516365355,80.42240322049722
male,group C,some college,free/reduced,none,67.80063361352597,73.30313532284808,81.18031298906443
male,group A,high school,standard,none,63.07009928895248,62.37990032915146,56.4736823915039
female,group B,associate's degree,standard,none,99.54996143360756,62.71135848402467,86.16888905263933
male,group C,high school,standard,none,68.93863580488052,99.9499703289174,56.15398768325133
male,group D,some college,free/reduced,none,81.09049676264178,71.31870061785447,81.12302455940741
female,group C,associate's degree,free/reduced,none,72.35302539942539,82.28963686008323,86.83352438668229
male,group B,some high school,standard,completed,63.87906098121063,75.79131825040163,84.40717691900063
male,group A,associate's degree,free/reduced,completed,73.12128401715945,86.91892463549377,87.7880319705031
female,group A,associate's degree,free/reduced,none,83.18020547500782,61.13469828559133,56.76944333777615
female,group C,associate's degree,standard,none,71.49434181367798,54.73475423076497,75.3234241474697
female,group C,some college,standard,none,83.44284717224338,67.58762272854774,72.73940272196396
female,group C,bachelor's degree,standard,none,69.82176602107216,75.55060137744388,62.414634018569735
female,group B,high school,standard,none,78.42463887261378,85.0517317593427,93.22113901641184
male,group D,high school,standard,completed,80.75256392454293,73.17585810381922,67.94445257003416
female,group C,some college,standard,none,56.79651094128771,77.52450234807789,88.79712875540176
female,group D,some college,free/reduced,completed,79.48215344276478,79.46450768643467,66.18707311616434
female,group B,some high school,standard,none,87.59311854660132,55.1390180100293,70.3540243221331
male,group E,some college,standard,none,67.47123776494618,97.47700159005709,74.89728676554954
female,group D,master's degree,standard,none,83.53555347495184,71.16194141995884,85.90854645379991
female,group B,associate's degree,standard,completed,48.849581851220734,71.14541352361454,52.54755776121261
male,group C,some college,free/reduced,none,83.9604805234765,71.40101023010332,83.06036818009079
female,group E,associate's degree,standard,completed,80.79884774363461,84.88124764797325,70.18341317958308
female,group D,master's degree,free/reduced,none,74.89638244835594,67.85852908764424,79.09590853187024
female,group B,some high school,standard,none,61.69444606564117,72.37666897387507,75.90755567879755
male,group A,high school,standard,none,81.94568133247546,77.347552507964,83.13160905081584
male,group B,bachelor's degree,free/reduced,none,61.41600975247099,64.8266763112344,69.36366251368864
male,group C,master's degree,standard,none,82.8278159328294,70.85123621553471,90.51278547405028
female,group C,bachelor's degree,standard,none,81.55510500076281,67.77971348557026,99.9941537746023
male,group D,some college,standard,none,79.07592935399516,70.37598080505309,91.7167458496271
male,group A,some high school,standard,none,77.01791525999063,63.06092114150142,59.729314426313536
male,group D,some high school,free/reduced,none,72.76023801910766,82.9688931563092,79.46477698748438
female,group B,some high school,standard,completed,85.84920816193006,72.57250446305511,91.23487278716668
female,group B,master's degree,free/reduced,completed,83.11046444769516,93.94196872280628,73.06980007096794
female,group C,some high school,standard,completed,93.52801142094825,80.51016767014136,67.04410168190353
female,group D,some college,standard,none,69.21125189344731,68.1341654552244,68.92353814751516
female,group E,some college,standard,completed,77.20356578315773,68.06706726739317,74.99949136686416
female,group D,some high school,standard,completed,58.32563041946116,71.39884372200937,72.24001735035823
female,group B,high school,free/reduced,completed,78.31652658920035,71.09035729048894,82.19344093958155
male,group D,some college,standard,none,74.7168008331715,73.66772204612226,63.09109840240197
female,group C,associate's degree,standard,none,88.18239472132258,76.83241682092518,53.20474714707403
male,group D,bachelor's degree,standard,none,72.49440712873849,90.37505055911258,67.97485196369897
male,group C,master's degree,free/reduced,none,64.18352517005758,92.92844782707256,73.094669754551
male,group C,high school,standard,completed,82.28450324295976,79.3525813499698,98.45260321599451
male,group E,some college,standard,none,67.85378052774358,48.25656144675887,79.77404155349362
male,group C,some high school,free/reduced,completed,70.72634090616108,73.35794853540948,81.98406697624647
female,group C,high school,free/reduced,none,71.24610108176186,64.02772706226543,76.53247365838382
female,group D,bachelor's degree,free/reduced,none,76.29427021732869,81.2556042698088,86.94778940589835
female,group C,associate's degree,standard,none,81.28636436748742,82.4652476108299,81.10168234581806
female,group C,associate's degree,standard,completed,84.77781100131335,95.78471521569078,65.22970840898806
female,group C,some high school,standard,none,57.80800436736219,75.50260909275335,75.2057605631492
male,group E,associate's degree,standard,completed,85.64418090430904,54.5578976695282,67.77921982511427
female,group E,associate's degree,standard,completed,75.19033328953188,74.17508565208912,73.08576828277438
male,group B,high school,standard,completed,83.36716368945775,67.41095934121846,79.94301687341722
female,group C,bachelor's degree,free/reduced,completed,73.31685984098534,87.77060609326381,91.63042310090808
male,group C,associate's degree,standard,completed,75.1143069497133,68.8768352025874,66.09108199784275
female,group D,high school,standard,none,92.0988749985704,80.60639574637875,71.66618653287266
male,group E,bachelor's degree,standard,completed,83.07031998238753,86.54519545074449,65.58756953610148
male,group A,associate's degree,standard,completed,87.5918690747226,70.91211884207495,82.2355488476996
male,group C,high school,standard,completed,79.13912974262642,61.01567228277338,68.08156478259612
male,group D,associate's degree,free/reduced,completed,71.2775713767196,77.64337562033515,64.46495841326926
female,group C,associate's degree,standard,none,77.49252571928805,60.863700956189504,68.85698159838057
female,group D,associate's degree,standard,none,74.8925315578892,83.43769988733783,69.85202950345048
female,group D,master's degree,standard,none,69.90368355609998,78.13842421726254,85.0193937399715
male,group E,some high school,free/reduced,completed,82.8482451920247,66.63522103756915,77.45444192797312
female,group A,some high school,standard,completed,78.08679583250046,61.211780005641806,76.12182698221045
male,group C,high school,standard,completed,81.7265633428739,76.0911378300377,66.93943436263703
female,group C,high school,free/reduced,none,71.37333419024668,88.32531718544546,72.30446921280753
male,group C,master's degree,standard,none,54.98972166796567,76.1856887215883,83.08398395636418
male,group C,some high school,free/reduced,none,66.62053221536682,85.21642002291978,84.10501616055542
male,group B,bachelor's degree,free/reduced,completed,68.370165574812,70.18982648337625,79.07288488024145
female,group B,associate's degree,standard,none,83.08122814315684,61.170734252274016,83.45753062119958
male,group D,some college,free/reduced,none,60.35944085902541,72.55211685465386,72.82708309168876
male,group E,associate's degree,standard,none,65.40811690981423,66.87980494454096,68.12330925770748
female,group C,some college,free/reduced,none,75.98862461081825,65.45460197890331,78.85102707201396
female,group C,associate's degree,standard,completed,70.50891195898646,68.56801951609792,77.30915804778144
male,group C,master's degree,free/reduced,none,54.63309386789341,85.0044020196489,85.14788107569261
female,group B,associate's degree,free/reduced,none,84.38727998909884,78.81241065667628,74.8707747395357
male,group D,some high school,standard,none,77.99574042667936,78.32572317708511,83.97553094014802
female,group D,some college,standard,completed,58.63909022837674,71.12449795278582,74.58213363063898
female,group C,some college,standard,none,79.94147815355034,71.18478710793033,55.33214355935776
male,group C,bachelor's degree,standard,completed,78.39313164985566,81.26250898406253,84.53313479488483
female,group D,some college,free/reduced,completed,74.03084420052855,86.8788425313667,80.69027648392075
male,group B,bachelor's degree,free/reduced,none,81.65433946718888,81.06892824628775,88.5254431217806
male,group B,associate's degree,standard,none,57.30697023008163,77.17661910034346,74.14093083037912
female,group E,bachelor's degree,free/reduced,completed,68.17819791891964,71.07746434690024,84.26353075834155
female,group D,master's degree,free/reduced,completed,72.20537801926416,79.8401082022013,55.62135116558021
male,group B,high school,free/reduced,none,80.27222128891076,67.0477371823348,88.5260560410695
male,group D,bachelor's degree,free/reduced,none,71.41864923430484,79.39454837062559,87.13132534380337
male,group B,some college,standard,completed,75.88662761297113,79.28906479436623,88.90524613151722
male,group A,bachelor's degree,standard,none,66.50575546116873,90.79098663759412,63.67536783149166
female,group C,some college,standard,none,79.88002368062897,58.833168157958376,79.59088370350288
female,group C,high school,free/reduced,completed,82.57601415918049,65.50241778898723,70.34016829782887
female,group E,high school,standard,none,64.14957107565951,67.67078698353389,62.60427911618979
male,group A,associate's degree,free/reduced,completed,67.00927973666168,75.00773409565093,70.69263371124904
male,group A,some college,standard,completed,76.28502748845641,71.20224082737613,69.25827095800813
female,group B,high school,standard,none,58.126259757534,72.2908881851382,77.37767474339125
female,group B,some college,free/reduced,completed,58.73532065946383,81.86604659961463,70.22887189134204
female,group D,master's degree,standard,none,75.4440667572006,91.25174477759614,67.5780352504125
female,group D,some high school,standard,none,83.20799035666401,70.17265292420674,75.9612797314847
female,group E,some high school,standard,none,76.31204820602213,66.5793878184825,67.29906137029734
female,group D,bachelor's degree,free/reduced,none,84.28447775438035,75.2312279996903,69.13202114503628
female,group D,associate's degree,standard,completed,70.93466802272367,82.62450232938777,74.76419896258244
female,group D,some college,standard,none,81.7314901940297,66.2620480054695,82.96196254860334
female,group C,associate's degree,standard,none,57.91019381078067,64.09094877617211,74.79472947803617
female,group A,high school,standard,none,68.27640608612585,58.34652311743689,86.47133611287207
female,group C,bachelor's degree,free/reduced,none,78.97016269078452,70.74687046507263,71.7533688740038
female,group C,some college,standard,none,75.53075390305126,54.735605828322406,84.12501942319346
female,group A,some high school,standard,none,83.00349262630236,59.94255309949288,61.09204723901183
male,group C,some college,free/reduced,none,93.45646303541533,75.30214175247103,65.07597805491744
male,group A,some high school,standard,none,73.90019245644949,80.67334680506548,45.55301999078832
male,group E,bachelor's degree,standard,none,54.22483963114276,73.66564182923815,92.05741866847112
female,group E,high school,standard,none,68.33216085036494,73.87112337796322,85.8332457669113
female,group C,bachelor's degree,standard,completed,87.37778536745186,77.32975962641393,76.44532791630526
female,group C,bachelor's degree,standard,completed,71.23961861118599,80.42257812155246,71.52843972655255
male,group B,high school,free/reduced,none,73.63842250501516,83.93722888529713,62.536718801883886
male,group A,some high school,standard,none,60.39401460786894,58.37545825891661,76.63416798098565
female,group D,high school,standard,none,71.4559334968715,65.24205106010515,64.32881972304867
female,group D,some high school,standard,none,69.13349304085939,82.3178649553116,58.568244086040735
female,group D,master's degree,standard,none,93.04498130679886,75.25386715819832,100.0
female,group C,high school,standard,none,84.88535553356688,61.13050339035351,90.34879209513689
female,group E,some college,standard,none,81.76225093813014,66.49383449327279,81.54913072385088
male,group D,high school,free/reduced,none,78.01049405963506,87.60441019073069,76.9622439803085
male,group D,master's degree,free/reduced,completed,73.84653706592668,78.14782030485493,94.87573247484984
male,group C,some high school,standard,none,83.47927184103142,71.96937268225795,66.60192880308058
female,group C,associate's degree,standard,none,62.31411513092593,84.17517424089222,80.34679818584308
female,group C,master's degree,free/reduced,none,84.9090053120403,77.73896032539109,86.31430659502884
female,group E,some college,standard,none,79.11641859965745,70.99825351201741,55.12900628025963
female,group B,associate's degree,standard,none,77.4289169450286,59.23941761345041,78.40415825700242
male,group D,some college,free/reduced,completed,93.16813105997409,82.34782641577121,74.99815697703063
female,group C,some college,standard,none,59.43929486423976,70.07273101873172,80.7073951303928
male,group C,bachelor's degree,standard,completed,92.17782229177668,78.65979625580887,66.0605011631754
female,group C,associate's degree,standard,none,76.49729592307699,74.12241212482087,79.46327718207908
female,group A,associate's degree,standard,none,63.95622461518644,83.95873284260608,74.33685122631975
female,group C,high school,standard,none,79.23865750526984,55.14808170513838,66.12329472504662
female,group E,bachelor's degree,standard,none,69.1370154171933,88.31789301488921,78.10550288934333
male,group D,bachelor's degree,standard,none,94.09342782311046,86.37713208071685,90.40848850777698
male,group D,master's degree,standard,none,86.92569746382706,89.46136143369233,55.45641344816897
male,group C,associate's degree,free/reduced,completed,67.7032328834489,83.61248780320577,71.8704952073586
female,group C,high school,free/reduced,none,75.51851722512637,66.63280911284173,56.63260461887144
male,group B,bachelor's degree,free/reduced,none,73.27167093406464,85.18095510070823,70.29569204112462
male,group C,high school,free/reduced,completed,58.78651868770151,72.89106214148161,75.37018478515877
male,group A,some college,standard,completed,79.28380560188037,74.0447649020313,55.53500867594203
female,group E,bachelor's degree,free/reduced,none,87.88754111811045,70.8782109160031,89.66944746085947
male,group D,some college,standard,completed,90.75064032430036,79.78877756288014,66.95278527612446
male,group B,associate's degree,free/reduced,completed,75.5628300542882,78.35133223583962,80.76722997233001
male,group D,associate's degree,standard,none,71.00020870260079,85.36243673189483,74.54630183527594
male,group D,some college,free/reduced,none,55.17804130383576,72.05764524705049,78.1387685024398
female,group C,some high school,standard,completed,73.88951435794328,69.79688220921055,58.88026914743468
male,group D,some college,standard,none,76.8757566331842,85.53912925225214,82.39243516280312
male,group B,high school,standard,none,86.74590391627643,79.14765312552466,70.24952325566922
female,group B,bachelor's degree,standard,completed,74.07228531606474,85.1002894276244,74.35909332643398
female,group C,high school,standard,none,76.56205077373528,57.31389368281191,69.71483834337045
male,group D,some high school,standard,none,70.61043708136653,82.39885081035412,83.93997907505579
male,group A,high school,standard,none,92.16732884954595,66.91837154401028,86.99008649763726
female,group B,high school,free/reduced,completed,90.84394049391918,69.83525937799713,56.90758869524348
female,group D,some high school,standard,completed,67.5652083416769,80.03466308112631,85.1478428078619
male,group E,some college,standard,none,93.7275855434357,68.65051972646557,73.99297782851968
female,group D,associate's degree,standard,none,82.15880873624491,96.75059052513244,65.19868790075452
male,group D,high school,standard,none,80.51547730419638,66.59569346854366,72.11169099809054
female,group D,associate's degree,free/reduced,completed,75.75295906645518,57.72820213322442,68.06214701978433
female,group B,some high school,free/reduced,none,51.740888716321855,60.4819652455158,69.76020330042658
female,group E,high school,standard,completed,81.9543802101593,75.01604765867798,96.16691087958476
male,group B,high school,standard,none,87.060812221636,75.7957053073522,78.72209947932443
female,group B,bachelor's degree,standard,completed,73.70137992850923,76.37651098405755,78.68927586180388
female,group D,associate's degree,standard,none,72.40017001138597,80.88354063226609,80.90903185852584
female,group E,high school,free/reduced,none,66.49515634419967,75.89605265335766,69.35622568524836
female,group B,high school,standard,none,84.93705968416197,92.35212901900984,65.3270315088788
female,group D,some college,standard,completed,83.65929663060608,76.2491962991458,88.71660927615288
male,group C,some high school,free/reduced,completed,93.63912449778611,78.64813336529322,78.95363603241655
female,group A,high school,standard,completed,76.13819423161283,72.87846188497511,74.06678806643653
female,group D,some college,standard,completed,87.07406446099083,60.18181543329459,74.2523661264617
female,group A,associate's degree,standard,completed,84.61673307183707,75.624845823712,81.83040447020757
female,group B,some high school,standard,none,64.29717342658509,71.0282660350435,79.46959435953909
female,group B,some college,standard,none,70.59569658657324,84.22466262758459,81.86013419312643
male,group C,associate's degree,free/reduced,none,71.81260834740459,59.18267882270442,68.49628457240505
male,group D,some high school,standard,none,66.7786963791164,73.29226658195788,83.88311407275795
female,group D,associate's degree,free/reduced,none,75.88179956873623,72.41887187918724,82.49713432665597
male,group D,associate's degree,standard,none,81.99403914272585,87.26916759759206,85.84014338211415
male,group C,some college,free/reduced,none,69.65349776090687,77.92088871283357,73.38750705542031
male,group C,some high school,standard,none,78.49675562985045,69.69471999400038,83.96295423130913
female,group D,some college,free/reduced,none,66.4230240577069,73.47777662110234,64.938384472915
female,group C,high school,standard,none,82.63913665403692,72.40306274619941,65.8211869043374
male,group D,associate's degree,standard,none,81.11154186000913,66.72911426770001,68.29445325148144
female,group C,some high school,free/reduced,completed,73.15049369125693,79.6102714879785,87.17673297032373
female,group C,some college,free/reduced,completed,73.59498141273659,54.1201988677044,76.26747156132274
female,group B,bachelor's degree,free/reduced,none,77.82313827186027,63.86991057029495,77.54341291158934
male,group C,some college,standard,none,78.0916028408302,75.1019271246831,61.101033596551325
male,group D,associate's degree,standard,completed,82.80025079268876,87.96292416071194,74.3607161122106
female,group C,high school,free/reduced,none,74.81845365439598,73.15558055816217,81.10471856522747
male,group D,associate's degree,free/reduced,none,90.1311052291401,89.67415944995574,74.19410780552356
female,group C,some college,standard,none,72.47956836172855,66.77506978887394,77.64419781663412
female,group C,associate's degree,standard,completed,78.9345621378015,91.27057919008644,64.08120773577586
female,group D,high school,standard,completed,80.16912159079422,86.40919220628138,79.53600020125214
female,group B,some college,standard,completed,81.67016071017953,97.5192140710092,80.82091855344733
female,group E,some college,standard,completed,75.62527746341756,83.07756712981244,98.3791536053248
female,group C,some high school,standard,completed,80.8014987935973,80.43476279507209,85.51862637391905
male,group D,associate's degree,free/reduced,none,87.10905094585088,66.53568970467099,89.38065568534194
male,group D,some college,free/reduced,none,52.14169128216454,65.07789765567776,79.52346532940804
female,group D,high school,standard,none,72.15936858075031,79.58464986168269,88.37701826264127
male,group B,high school,standard,none,80.49058351934053,90.29683602527928,81.13292875443501
male,group B,high school,standard,none,79.53601606318543,74.15140603483029,68.26682171950284
female,group C,some high school,free/reduced,completed,65.93975349243362,54.96468204186344,62.56597151770306
male,group B,some college,standard,completed,73.74179656220667,79.46676241581908,59.88877490705495
female,group E,master's degree,standard,completed,74.82196246324717,66.34178993110262,93.74790723100324
male,group E,some college,standard,completed,57.77439100900385,83.46852208968129,79.09836869005915
male,group D,associate's degree,free/reduced,none,79.68920261981296,87.40106088553817,73.74991448418416
male,group A,high school,free/reduced,none,56.16146215447537,74.62475571808976,51.52210689159621
male,group E,some college,free/reduced,none,80.71478484390413,75.52727368652604,74.70794674848031
female,group C,associate's degree,standard,none,84.36858584990476,75.57720959523544,68.04673244086473
female,group E,associate's degree,free/reduced,none,82.86820017017168,72.86269277493207,66.10071414536733
female,group C,bachelor's degree,free/reduced,completed,91.4712907220034,77.52352616057502,72.94956820456926
female,group D,associate's degree,standard,none,84.40687058930334,73.67715016766661,70.58963004890849
female,group C,some high school,standard,none,85.27200199118859,85.09744925564776,73.83546231045023
female,group D,some college,free/reduced,none,79.24071953558207,93.4544751602099,74.75012760601683
female,group C,associate's degree,standard,completed,89.27453994530185,73.19395415638212,87.27191255119077
female,group A,bachelor's degree,standard,none,73.02706116243952,64.33377930914172,78.66890574421947
female,group D,associate's degree,standard,completed,77.23420087445781,74.79093982297236,70.31725735815174
