work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023.0,Data Scientist,Data Science and Research,USD,93300.0,93300.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,204500.0,204500.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,142200.0,142200.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Head of Data,Leadership and Management,USD,258500.0,258500.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Head of Data,Leadership and Management,USD,226500.0,226500.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Research Scientist,Data Science and Research,USD,247250.0,247250.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Research Scientist,Data Science and Research,USD,118400.0,118400.0,United States,Senior,Full-time,In-person,United States,M
2023.0,BI Analyst,BI and Visualization,USD,160000.0,160000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,BI Analyst,BI and Visualization,USD,140000.0,140000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,212000.0,212000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,93400.0,93400.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,GBP,140000.0,172256.0,United Kingdom,Senior,Full-time,Remote,United Kingdom,M
2023.0,Data Scientist,Data Science and Research,GBP,100000.0,123040.0,United Kingdom,Senior,Full-time,Remote,United Kingdom,M
2023.0,Data Scientist,Data Science and Research,USD,219000.0,219000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,132000.0,132000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,130500.0,130500.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,116000.0,116000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Research Scientist,Data Science and Research,USD,323300.0,323300.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Research Scientist,Data Science and Research,USD,184700.0,184700.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Scientist,Machine Learning and AI,USD,250000.0,250000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Scientist,Machine Learning and AI,USD,200000.0,200000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,136000.0,136000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,91000.0,91000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,185900.0,185900.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,129300.0,129300.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,143000.0,143000.0,Canada,Senior,Full-time,Remote,Canada,M
2023.0,Data Analyst,Data Analysis,USD,78000.0,78000.0,Canada,Senior,Full-time,Remote,Canada,M
2023.0,Data Scientist,Data Science and Research,USD,135000.0,135000.0,United States,Entry-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,110000.0,110000.0,United States,Entry-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,142000.0,142000.0,Canada,Mid-level,Full-time,In-person,Canada,M
2023.0,Data Engineer,Data Engineering,USD,102200.0,102200.0,Canada,Mid-level,Full-time,In-person,Canada,M
2023.0,Data Scientist,Data Science and Research,USD,137500.0,137500.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,81500.0,81500.0,United States,Senior,Full-time,In-person,United States,M
2023.0,BI Analyst,BI and Visualization,USD,202000.0,202000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,BI Analyst,BI and Visualization,USD,147000.0,147000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Scientist,Data Science and Research,USD,140000.0,140000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,125000.0,125000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,170625.0,170625.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,127950.0,127950.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,GBP,100000.0,123040.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023.0,Data Scientist,Data Science and Research,GBP,70000.0,86128.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023.0,Data Analyst,Data Analysis,USD,85256.0,85256.0,United States,Entry-level,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,71615.0,71615.0,United States,Entry-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,100000.0,100000.0,United States,Entry-level,Full-time,In-person,United States,L
2023.0,Research Analyst,Data Science and Research,USD,100000.0,100000.0,United States,Mid-level,Full-time,In-person,United States,S
2023.0,Data Engineer,Data Engineering,USD,185000.0,185000.0,United States,Executive,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,125000.0,125000.0,United States,Executive,Full-time,In-person,United States,M
2023.0,Data Management Analyst,Data Management and Strategy,USD,60000.0,60000.0,United States,Entry-level,Full-time,Remote,United States,M
2023.0,Data Management Analyst,Data Management and Strategy,USD,52000.0,52000.0,United States,Entry-level,Full-time,Remote,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,300000.0,300000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,260000.0,260000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,225000.0,225000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,170000.0,170000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Business Intelligence Analyst,BI and Visualization,USD,100000.0,100000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Business Intelligence Analyst,BI and Visualization,USD,80000.0,80000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Machine Learning Modeler,Machine Learning and AI,USD,204500.0,204500.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Modeler,Machine Learning and AI,USD,142200.0,142200.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,135000.0,135000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Scientist,Data Science and Research,USD,100000.0,100000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Scientist,Data Science and Research,USD,297300.0,297300.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Scientist,Data Science and Research,USD,198200.0,198200.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,240000.0,240000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,190000.0,190000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Business Intelligence Engineer,BI and Visualization,USD,185000.0,185000.0,United States,Senior,Full-time,In-person,United States,L
2023.0,Business Intelligence Engineer,BI and Visualization,USD,79600.0,79600.0,United States,Senior,Full-time,In-person,United States,L
2023.0,Applied Scientist,Data Science and Research,USD,222200.0,222200.0,United States,Senior,Full-time,In-person,United States,L
2023.0,Applied Scientist,Data Science and Research,USD,136000.0,136000.0,United States,Senior,Full-time,In-person,United States,L
2023.0,Data Engineer,Data Engineering,USD,110000.0,110000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Engineer,Data Engineering,USD,95000.0,95000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,324000.0,324000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,159000.0,159000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,207700.0,207700.0,Canada,Senior,Full-time,In-person,Canada,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,133700.0,133700.0,Canada,Senior,Full-time,In-person,Canada,M
2023.0,Research Analyst,Data Science and Research,USD,71000.0,71000.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Research Analyst,Data Science and Research,USD,57000.0,57000.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Applied Scientist,Data Science and Research,USD,222200.0,222200.0,United States,Senior,Full-time,In-person,United States,L
2023.0,Applied Scientist,Data Science and Research,USD,136000.0,136000.0,United States,Senior,Full-time,In-person,United States,L
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,200000.0,200000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,150000.0,150000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,59000.0,59000.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,50000.0,50000.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,234000.0,234000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,208000.0,208000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Analytics Engineer,Leadership and Management,USD,187000.0,187000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Analytics Engineer,Leadership and Management,USD,128000.0,128000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,BI Analyst,BI and Visualization,USD,202000.0,202000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,BI Analyst,BI and Visualization,USD,147000.0,147000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,AI Engineer,Machine Learning and AI,USD,50000.0,50000.0,Czech Republic,Mid-level,Contract,Remote,Canada,L
2023.0,Data Scientist,Data Science and Research,EUR,60000.0,64781.0,Spain,Mid-level,Full-time,Remote,Spain,L
2023.0,Data Scientist,Data Science and Research,EUR,53000.0,57223.0,Netherlands,Entry-level,Full-time,Hybrid,Netherlands,L
2023.0,Data Science Consultant,Data Science and Research,USD,21000.0,21000.0,Pakistan,Mid-level,Freelance,Remote,Luxembourg,S
2023.0,Data Analyst,Data Analysis,USD,135000.0,135000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,120000.0,120000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Architect,Data Architecture and Modeling,USD,150000.0,150000.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Data Architect,Data Architecture and Modeling,USD,140000.0,140000.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Research Scientist,Data Science and Research,USD,190000.0,190000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Research Scientist,Data Science and Research,USD,165000.0,165000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,280000.0,280000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Scientist,Data Science and Research,USD,190000.0,190000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Science Director,Data Science and Research,USD,212000.0,212000.0,United States,Executive,Full-time,In-person,United States,M
2023.0,Data Science Director,Data Science and Research,USD,190000.0,190000.0,United States,Executive,Full-time,In-person,United States,M
2023.0,Business Intelligence Engineer,BI and Visualization,GBP,35000.0,43064.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023.0,Business Intelligence Engineer,BI and Visualization,GBP,35000.0,43064.0,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,245700.0,245700.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,132300.0,132300.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Specialist,Data Management and Strategy,USD,90000.0,90000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Specialist,Data Management and Strategy,USD,80000.0,80000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,212000.0,212000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,93300.0,93300.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,212000.0,212000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,93300.0,93300.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,ML Engineer,Machine Learning and AI,USD,276000.0,276000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,ML Engineer,Machine Learning and AI,USD,174000.0,174000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,133000.0,133000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,58300.0,58300.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,145640.0,145640.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,84400.0,84400.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,300000.0,300000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Engineer,Data Engineering,USD,195000.0,195000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Architect,Data Architecture and Modeling,USD,190000.0,190000.0,Canada,Senior,Full-time,Remote,Canada,M
2023.0,Data Architect,Data Architecture and Modeling,USD,107500.0,107500.0,Canada,Senior,Full-time,Remote,Canada,M
2023.0,Data Analyst,Data Analysis,USD,105000.0,105000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,75000.0,75000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,140000.0,140000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,98000.0,98000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,204500.0,204500.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,142200.0,142200.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,236160.0,236160.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Scientist,Data Science and Research,USD,159408.0,159408.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,115000.0,115000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,85000.0,85000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Product Manager,Leadership and Management,USD,145000.0,145000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Product Manager,Leadership and Management,USD,120000.0,120000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,120350.0,120350.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,74400.0,74400.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,158494.0,158494.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,88052.0,88052.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Analytics Engineer,Leadership and Management,USD,181500.0,181500.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Analytics Engineer,Leadership and Management,USD,127000.0,127000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,300000.0,300000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,260000.0,260000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,258000.0,258000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,171000.0,171000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,BI Data Analyst,Data Analysis,USD,25000.0,25000.0,Ukraine,Entry-level,Full-time,Remote,Netherlands,M
2023.0,Data Scientist,Data Science and Research,USD,200000.0,200000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,150000.0,150000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,225300.0,225300.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,197400.0,197400.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,205500.0,205500.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,128500.0,128500.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Architect,Data Architecture and Modeling,USD,191600.0,191600.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Architect,Data Architecture and Modeling,USD,125600.0,125600.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,245700.0,245700.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,132300.0,132300.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,130410.0,130410.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,92000.0,92000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,183900.0,183900.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,108800.0,108800.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,275000.0,275000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,121200.0,121200.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,166000.0,166000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,73100.0,73100.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,231250.0,231250.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,111000.0,111000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,300000.0,300000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,130000.0,130000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,210500.0,210500.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,105300.0,105300.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,158400.0,158400.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,85800.0,85800.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,305600.0,305600.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,146600.0,146600.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,180400.0,180400.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,138800.0,138800.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,258700.0,258700.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,172500.0,172500.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,156100.0,156100.0,Canada,Senior,Full-time,In-person,Canada,M
2023.0,Data Scientist,Data Science and Research,USD,100400.0,100400.0,Canada,Senior,Full-time,In-person,Canada,M
2023.0,Data Analyst,Data Analysis,USD,134200.0,134200.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,103200.0,103200.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,105000.0,105000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,85000.0,85000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,220000.0,220000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,160000.0,160000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,110000.0,110000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,95000.0,95000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,95400.0,95400.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,57800.0,57800.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Data Scientist,Data Science and Research,USD,110000.0,110000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,86000.0,86000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,125000.0,125000.0,United States,Executive,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,87500.0,87500.0,United States,Executive,Full-time,In-person,United States,M
2023.0,Business Intelligence Engineer,BI and Visualization,USD,185000.0,185000.0,United States,Senior,Full-time,In-person,United States,L
2023.0,Business Intelligence Engineer,BI and Visualization,USD,79600.0,79600.0,United States,Senior,Full-time,In-person,United States,L
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,275000.0,275000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,170000.0,170000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,133200.0,133200.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Engineer,Data Engineering,USD,84000.0,84000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,171000.0,171000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,93000.0,93000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Analytics Engineer,Leadership and Management,USD,216450.0,216450.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Analytics Engineer,Leadership and Management,USD,123750.0,123750.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Research Scientist,Data Science and Research,USD,212800.0,212800.0,United States,Senior,Full-time,In-person,United States,L
2023.0,Research Scientist,Data Science and Research,USD,124100.0,124100.0,United States,Senior,Full-time,In-person,United States,L
2023.0,Data Scientist,Data Science and Research,USD,205000.0,205000.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Data Scientist,Data Science and Research,USD,166000.0,166000.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Data Scientist,Data Science and Research,USD,231650.0,231650.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,189100.0,189100.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,160000.0,160000.0,Canada,Senior,Full-time,Remote,Canada,M
2023.0,Data Engineer,Data Engineering,USD,120000.0,120000.0,Canada,Senior,Full-time,Remote,Canada,M
2023.0,Data Scientist,Data Science and Research,USD,156100.0,156100.0,Canada,Senior,Full-time,In-person,Canada,M
2023.0,Data Scientist,Data Science and Research,USD,100400.0,100400.0,Canada,Senior,Full-time,In-person,Canada,M
2023.0,Data Engineer,Data Engineering,USD,266875.0,266875.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,128250.0,128250.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,158600.0,158600.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Data Engineer,Data Engineering,USD,115300.0,115300.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Data Engineer,Data Engineering,USD,225300.0,225300.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,197400.0,197400.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,109900.0,109900.0,United States,Entry-level,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,61200.0,61200.0,United States,Entry-level,Full-time,In-person,United States,M
2023.0,Data Integration Engineer,Data Engineering,USD,161000.0,161000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Integration Engineer,Data Engineering,USD,75000.0,75000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,166000.0,166000.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,73100.0,73100.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,138510.0,138510.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,95490.0,95490.0,United States,Mid-level,Full-time,In-person,United States,M
2023.0,Data Analyst,Data Analysis,USD,150000.0,150000.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Data Analyst,Data Analysis,USD,110000.0,110000.0,United States,Mid-level,Full-time,Remote,United States,M
2023.0,Data Scientist,Data Science and Research,USD,232200.0,232200.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Scientist,Data Science and Research,USD,133300.0,133300.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,EUR,112800.0,121788.0,Lithuania,Senior,Full-time,In-person,Lithuania,M
2023.0,Machine Learning Engineer,Machine Learning and AI,EUR,73200.0,79032.0,Lithuania,Senior,Full-time,In-person,Lithuania,M
2023.0,Analytics Engineer,Leadership and Management,USD,178250.0,178250.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Analytics Engineer,Leadership and Management,USD,110500.0,110500.0,United States,Senior,Full-time,In-person,United States,M
2023.0,AI Engineer,Machine Learning and AI,USD,190000.0,190000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,AI Engineer,Machine Learning and AI,USD,160000.0,160000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Applied Scientist,Data Science and Research,USD,216000.0,216000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Applied Scientist,Data Science and Research,USD,184000.0,184000.0,United States,Senior,Full-time,Remote,United States,M
2023.0,Data Scientist,Data Science and Research,USD,166000.0,166000.0,Canada,Senior,Full-time,Remote,Canada,M
2023.0,Data Scientist,Data Science and Research,USD,104000.0,104000.0,Canada,Senior,Full-time,Remote,Canada,M
2023.0,Business Intelligence Engineer,BI and Visualization,USD,185000.0,185000.0,United States,Senior,Full-time,In-person,United States,L
2023.0,Business Intelligence Engineer,BI and Visualization,USD,79600.0,79600.0,United States,Senior,Full-time,In-person,United States,L
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,230000.0,230000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Machine Learning Engineer,Machine Learning and AI,USD,196000.0,196000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,184000.0,184000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Data Engineer,Data Engineering,USD,123000.0,123000.0,United States,Senior,Full-time,In-person,United States,M
2023.0,Business Intelligence Engineer,BI and Visualization,USD,165600.0,165600.0,United States,Mid-level,Full-time,In-person,United States,L
