ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
948,1971,Graduation,Single,10245.0,1.0,0.0,15-05-2013,32.0,4,7.0,7,6.0,4.0,13.0,3.0,1.0,2.0,2.0,5.0,0,0,0,0,0,0,3.0,11.0,0
6720,1968,Master,Together,43795.0,0.0,1.0,16-10-2013,11.0,314,11.0,53,4.0,3.0,107.0,3.0,7.0,3.0,4.0,7.0,0,1,0,0,0,0,3.0,11.0,1
6202,1960,Graduation,Together,63381.0,0.0,1.0,05-10-2012,78.0,571,50.0,142,33.0,50.0,159.0,4.0,4.0,5.0,13.0,2.0,0,0,0,0,0,0,3.0,11.0,0
2066,1949,Graduation,Together,38823.0,0.0,1.0,30-08-2012,56.0,70,0.0,11,2.0,8.0,23.0,1.0,2.0,1.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
9799,1968,PhD,Divorced,83664.0,1.0,1.0,08-05-2013,57.0,866,21.0,151,28.0,21.0,86.0,3.0,2.0,2.0,12.0,5.0,0,0,0,0,0,0,3.0,11.0,0
8318,1979,Graduation,Together,90300.0,0.0,0.0,03-01-2014,7.0,594,134.0,786,33.0,134.0,57.0,0.0,5.0,6.0,8.0,1.0,0,0,1,0,0,0,3.0,11.0,0
5642,1979,Master,Together,62499.0,1.0,0.0,09-12-2013,0.0,140,4.0,61,0.0,13.0,4.0,2.0,3.0,1.0,6.0,4.0,0,0,0,0,0,0,3.0,11.0,0
2669,1993,Graduation,Single,74293.0,0.0,0.0,04-05-2014,66.0,375,152.0,335,93.0,91.0,81.0,1.0,5.0,4.0,6.0,2.0,0,0,0,0,0,0,3.0,11.0,0
455,1946,PhD,Married,51012.0,0.0,0.0,18-04-2013,86.0,102,9.0,63,2.0,9.0,24.0,1.0,4.0,1.0,4.0,6.0,0,0,0,0,0,0,3.0,11.0,0
7683,1968,Master,Married,70777.0,0.0,1.0,25-02-2014,80.0,554,35.0,113,0.0,7.0,78.0,3.0,5.0,3.0,12.0,3.0,0,0,0,0,0,0,3.0,11.0,0
3428,1991,PhD,Together,68682.0,0.0,0.0,06-10-2013,56.0,919,0.0,505,99.0,30.0,45.0,1.0,4.0,9.0,10.0,2.0,0,0,0,0,0,0,3.0,11.0,0
7414,1971,Graduation,Married,43824.0,1.0,1.0,15-09-2012,18.0,96,1.0,42,12.0,3.0,32.0,4.0,3.0,1.0,4.0,8.0,0,0,0,0,0,0,3.0,11.0,0
6354,1984,Graduation,Together,15345.0,1.0,0.0,31-08-2012,51.0,5,2.0,16,3.0,2.0,19.0,2.0,1.0,1.0,2.0,8.0,0,0,0,0,0,0,3.0,11.0,1
798,1987,Graduation,Single,23442.0,1.0,0.0,24-12-2012,71.0,2,0.0,6,8.0,6.0,5.0,1.0,1.0,0.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
8213,1980,2n Cycle,Together,14515.0,1.0,0.0,09-11-2012,71.0,6,4.0,9,6.0,36.0,35.0,4.0,2.0,2.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,1
2488,1956,2n Cycle,Divorced,31395.0,1.0,1.0,23-03-2013,80.0,23,1.0,25,0.0,8.0,7.0,4.0,2.0,1.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
9999,1965,Graduation,Together,75276.0,0.0,0.0,27-09-2012,2.0,610,105.0,125,137.0,42.0,21.0,1.0,9.0,4.0,9.0,5.0,0,0,0,0,0,0,3.0,11.0,0
7617,1974,Graduation,Single,42373.0,1.0,1.0,15-08-2013,83.0,67,5.0,61,3.0,8.0,19.0,5.0,2.0,1.0,5.0,5.0,0,0,0,0,0,0,3.0,11.0,0
615,1960,Graduation,Together,30507.0,0.0,0.0,11-03-2013,29.0,65,36.0,74,38.0,20.0,110.0,1.0,5.0,1.0,4.0,7.0,0,0,0,0,0,0,3.0,11.0,0
2552,1955,PhD,Single,55521.0,1.0,2.0,22-10-2013,11.0,416,0.0,26,0.0,0.0,4.0,9.0,6.0,3.0,6.0,7.0,0,1,0,0,0,0,3.0,11.0,1
194,1965,Graduation,Married,48006.0,1.0,1.0,09-06-2014,55.0,23,0.0,11,3.0,2.0,2.0,1.0,1.0,0.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
3645,1972,PhD,Single,27213.0,1.0,0.0,30-08-2012,19.0,19,3.0,26,10.0,9.0,3.0,3.0,2.0,0.0,4.0,8.0,0,0,0,0,0,0,3.0,11.0,1
8890,1971,PhD,Divorced,65808.0,1.0,1.0,30-05-2014,1.0,155,7.0,80,13.0,7.0,10.0,3.0,5.0,1.0,5.0,6.0,0,0,0,0,0,0,3.0,11.0,0
5049,1974,PhD,Together,30351.0,1.0,0.0,06-06-2013,19.0,14,0.0,24,3.0,3.0,2.0,1.0,3.0,0.0,2.0,9.0,0,0,0,0,0,0,3.0,11.0,0
9973,1963,Graduation,Married,50437.0,0.0,2.0,17-10-2012,28.0,370,9.0,92,6.0,9.0,4.0,3.0,7.0,1.0,8.0,7.0,0,0,0,0,0,0,3.0,11.0,0
7301,1982,2n Cycle,Single,23616.0,1.0,0.0,17-11-2012,76.0,4,22.0,11,3.0,7.0,32.0,2.0,3.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,1
10882,1976,Graduation,Married,53858.0,0.0,1.0,09-11-2012,50.0,407,53.0,221,58.0,150.0,26.0,4.0,4.0,3.0,6.0,4.0,0,0,0,0,0,0,3.0,11.0,0
7030,1955,PhD,Married,66465.0,0.0,1.0,30-03-2013,1.0,1200,0.0,204,38.0,29.0,14.0,3.0,11.0,9.0,12.0,6.0,0,0,0,1,0,0,3.0,11.0,0
7422,1987,Graduation,Single,46923.0,1.0,0.0,22-08-2012,90.0,85,44.0,54,102.0,78.0,6.0,3.0,5.0,1.0,7.0,7.0,0,0,0,0,0,0,3.0,11.0,0
3523,1962,Graduation,Together,75072.0,0.0,1.0,23-01-2013,83.0,583,34.0,309,0.0,22.0,125.0,2.0,5.0,4.0,8.0,3.0,0,0,0,0,0,0,3.0,11.0,0
7106,1943,PhD,Married,75865.0,0.0,0.0,31-03-2014,73.0,483,0.0,591,156.0,0.0,12.0,1.0,3.0,5.0,10.0,1.0,0,0,0,0,0,0,3.0,11.0,0
6504,1975,2n Cycle,Together,19789.0,1.0,0.0,20-11-2013,24.0,2,5.0,9,28.0,6.0,28.0,3.0,2.0,1.0,3.0,5.0,1,0,0,0,0,0,3.0,11.0,0
5067,1994,Graduation,Together,80134.0,0.0,0.0,14-02-2014,11.0,966,26.0,282,52.0,26.0,26.0,1.0,2.0,7.0,11.0,5.0,0,1,1,1,1,0,3.0,11.0,0
4216,1981,Graduation,Single,91065.0,0.0,0.0,22-02-2013,33.0,822,114.0,108,179.0,137.0,114.0,1.0,7.0,9.0,9.0,3.0,0,0,1,1,0,0,3.0,11.0,1
8581,1971,Master,Married,49505.0,1.0,1.0,05-03-2013,4.0,604,0.0,100,19.0,0.0,28.0,9.0,10.0,2.0,8.0,8.0,0,0,0,0,0,0,3.0,11.0,0
5929,1973,PhD,Married,37401.0,1.0,0.0,06-05-2014,14.0,19,3.0,19,3.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
3129,1983,Graduation,Married,30096.0,1.0,0.0,22-05-2014,30.0,5,3.0,11,12.0,5.0,9.0,1.0,2.0,0.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
6528,1982,Master,Together,18492.0,1.0,0.0,05-06-2014,75.0,2,2.0,2,2.0,1.0,1.0,1.0,1.0,0.0,2.0,8.0,0,0,0,0,0,0,3.0,11.0,0
1361,1974,Master,Married,82584.0,0.0,0.0,04-06-2013,26.0,1076,68.0,103,29.0,91.0,68.0,1.0,3.0,4.0,8.0,1.0,0,1,1,0,0,0,3.0,11.0,1
6932,1941,PhD,Married,93027.0,0.0,0.0,13-04-2013,77.0,1285,42.0,716,55.0,0.0,21.0,0.0,7.0,10.0,5.0,2.0,0,0,1,0,0,0,3.0,11.0,0
7284,1953,Graduation,Married,48686.0,1.0,2.0,04-12-2013,8.0,10,0.0,7,2.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,0,0,0,0,0,0,3.0,11.0,0
1340,1986,Graduation,Married,92910.0,0.0,0.0,24-04-2014,42.0,551,137.0,792,179.0,103.0,33.0,1.0,6.0,7.0,13.0,1.0,0,1,1,1,0,0,3.0,11.0,0
8746,1989,Graduation,Married,75433.0,1.0,0.0,05-04-2014,28.0,800,0.0,297,0.0,34.0,57.0,2.0,2.0,5.0,10.0,6.0,0,1,0,1,0,0,3.0,11.0,0
5987,1989,2n Cycle,Together,10404.0,1.0,0.0,04-05-2014,52.0,2,2.0,11,10.0,6.0,12.0,2.0,1.0,0.0,4.0,5.0,0,0,0,0,0,0,3.0,11.0,0
3767,1968,Graduation,Married,61314.0,0.0,1.0,25-04-2013,1.0,378,0.0,189,97.0,172.0,172.0,2.0,5.0,5.0,12.0,3.0,0,0,0,0,0,0,3.0,11.0,0
3725,1961,PhD,Single,84865.0,0.0,0.0,09-05-2013,1.0,1248,16.0,349,43.0,16.0,16.0,1.0,2.0,4.0,9.0,4.0,0,1,1,1,1,0,3.0,11.0,1
4324,1989,Graduation,Married,42387.0,1.0,0.0,29-10-2012,42.0,235,0.0,235,19.0,4.0,191.0,5.0,8.0,1.0,7.0,8.0,0,0,0,0,0,0,3.0,11.0,0
238,1967,2n Cycle,Together,67309.0,1.0,1.0,23-01-2013,76.0,515,47.0,181,149.0,95.0,95.0,15.0,9.0,6.0,9.0,7.0,0,0,0,0,0,0,3.0,11.0,0
6694,1964,Graduation,Married,75236.0,0.0,1.0,25-11-2013,27.0,438,66.0,400,12.0,38.0,114.0,1.0,8.0,3.0,13.0,4.0,0,0,0,0,0,0,3.0,11.0,0
498,1970,Graduation,Single,30015.0,1.0,0.0,02-02-2014,28.0,25,0.0,22,2.0,3.0,5.0,2.0,1.0,0.0,4.0,5.0,0,0,0,0,0,0,3.0,11.0,0
9347,1956,Master,Together,50943.0,0.0,1.0,21-06-2013,49.0,31,0.0,7,2.0,0.0,6.0,1.0,1.0,0.0,3.0,5.0,0,0,0,0,0,0,3.0,11.0,0
9699,1966,Graduation,Divorced,67272.0,0.0,1.0,21-12-2013,12.0,357,35.0,271,28.0,28.0,14.0,3.0,6.0,2.0,12.0,5.0,0,0,0,0,0,0,3.0,11.0,0
10664,1949,Master,Widow,51529.0,0.0,1.0,07-09-2013,14.0,400,4.0,35,6.0,0.0,22.0,2.0,9.0,1.0,5.0,8.0,0,0,0,0,0,0,3.0,11.0,0
5455,1971,PhD,Married,32011.0,1.0,0.0,22-08-2013,89.0,99,0.0,15,2.0,1.0,5.0,3.0,2.0,1.0,4.0,7.0,0,0,0,0,0,0,3.0,11.0,0
456,1986,2n Cycle,Married,7500.0,1.0,0.0,07-02-2013,96.0,1,11.0,5,4.0,6.0,9.0,2.0,2.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
5012,1989,Graduation,Married,28691.0,1.0,0.0,04-07-2013,56.0,5,4.0,13,8.0,0.0,4.0,1.0,1.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
7495,1948,PhD,Married,56223.0,0.0,1.0,20-12-2013,72.0,77,28.0,31,16.0,0.0,4.0,2.0,2.0,1.0,5.0,4.0,0,0,0,0,0,0,3.0,11.0,0
5029,1946,Graduation,Married,18100.0,0.0,0.0,06-08-2013,14.0,3,1.0,2,4.0,3.0,1.0,1.0,0.0,0.0,3.0,5.0,0,0,0,0,0,0,3.0,11.0,0
10642,1989,Graduation,Single,30279.0,1.0,0.0,30-12-2012,13.0,10,4.0,14,4.0,4.0,1.0,1.0,1.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
2106,1974,2n Cycle,Married,20130.0,0.0,0.0,17-03-2014,99.0,0,6.0,3,7.0,6.0,12.0,1.0,1.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
10364,1959,Graduation,Divorced,23295.0,0.0,0.0,13-07-2013,72.0,0,0.0,1,2.0,12.0,5.0,1.0,1.0,0.0,2.0,8.0,0,0,0,0,0,0,3.0,11.0,0
5954,1972,Master,Divorced,42618.0,1.0,0.0,09-10-2013,92.0,76,14.0,74,13.0,5.0,10.0,2.0,5.0,0.0,4.0,8.0,0,0,0,0,0,0,3.0,11.0,0
1137,1964,Graduation,Single,81246.0,0.0,0.0,29-12-2013,87.0,398,190.0,537,61.0,156.0,37.0,1.0,4.0,5.0,7.0,1.0,1,0,0,1,0,0,3.0,11.0,0
2541,1976,Graduation,Married,24027.0,1.0,0.0,09-06-2013,7.0,14,7.0,11,11.0,0.0,5.0,2.0,2.0,0.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
1142,1953,PhD,Married,55707.0,0.0,1.0,22-12-2013,91.0,208,7.0,82,30.0,66.0,35.0,2.0,3.0,2.0,9.0,3.0,0,0,0,0,0,0,3.0,11.0,0
2276,1955,Graduation,Single,57959.0,0.0,1.0,02-05-2013,71.0,430,16.0,322,43.0,24.0,33.0,5.0,4.0,7.0,11.0,3.0,0,0,0,0,0,0,3.0,11.0,0
2807,1969,Graduation,Married,56796.0,0.0,1.0,16-02-2013,24.0,656,38.0,161,62.0,47.0,37.0,3.0,8.0,9.0,7.0,7.0,0,0,0,0,0,0,3.0,11.0,0
6471,1971,Master,Single,36230.0,1.0,0.0,17-10-2013,17.0,14,2.0,30,8.0,2.0,3.0,1.0,2.0,0.0,4.0,5.0,0,0,0,0,0,0,3.0,11.0,0
6131,1980,2n Cycle,Married,70829.0,1.0,1.0,01-12-2013,87.0,141,70.0,106,72.0,19.0,23.0,2.0,4.0,2.0,8.0,3.0,0,0,0,0,0,0,3.0,11.0,0
6233,1976,Graduation,Married,65991.0,0.0,1.0,07-09-2012,21.0,507,19.0,364,25.0,47.0,9.0,3.0,9.0,5.0,10.0,7.0,0,0,0,0,0,0,3.0,11.0,0
4148,1972,Graduation,Married,38988.0,1.0,2.0,20-08-2012,90.0,164,24.0,103,12.0,3.0,42.0,7.0,5.0,1.0,6.0,8.0,0,0,0,0,0,0,3.0,11.0,0
4947,1966,2n Cycle,Single,89572.0,0.0,0.0,15-09-2012,44.0,606,24.0,974,197.0,194.0,64.0,1.0,7.0,7.0,9.0,4.0,0,1,0,1,0,0,3.0,11.0,1
3225,1984,Master,Married,42207.0,1.0,0.0,01-04-2013,71.0,116,11.0,72,3.0,17.0,46.0,4.0,4.0,1.0,5.0,6.0,1,0,0,0,0,0,3.0,11.0,1
7540,1952,Graduation,Married,50300.0,0.0,1.0,25-05-2014,52.0,143,15.0,60,24.0,23.0,5.0,2.0,2.0,1.0,8.0,2.0,0,0,0,0,0,0,3.0,11.0,0
10648,1982,2n Cycle,Together,66664.0,0.0,0.0,25-09-2012,78.0,398,96.0,447,220.0,96.0,32.0,1.0,5.0,7.0,6.0,3.0,0,0,0,0,0,0,3.0,11.0,0
1992,1964,Graduation,Married,60597.0,0.0,1.0,01-01-2014,2.0,522,0.0,257,32.0,16.0,66.0,4.0,2.0,2.0,8.0,7.0,0,0,0,1,0,0,3.0,11.0,1
7851,1949,Graduation,Widow,70165.0,0.0,0.0,22-09-2013,60.0,161,0.0,253,199.0,191.0,122.0,1.0,3.0,7.0,11.0,1.0,0,0,0,0,0,0,3.0,11.0,0
8594,1958,PhD,Widow,50520.0,0.0,1.0,28-01-2014,25.0,112,0.0,6,2.0,1.0,14.0,2.0,3.0,1.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
7059,1963,Graduation,Married,80124.0,0.0,0.0,26-06-2014,47.0,483,84.0,398,205.0,84.0,241.0,1.0,3.0,7.0,8.0,1.0,1,0,0,0,0,0,3.0,11.0,0
2815,1975,Graduation,Married,33183.0,1.0,0.0,24-02-2014,46.0,7,5.0,39,17.0,15.0,37.0,2.0,4.0,0.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
2416,1969,PhD,Single,66582.0,0.0,0.0,03-03-2014,83.0,789,25.0,420,16.0,38.0,0.0,1.0,2.0,8.0,9.0,1.0,0,0,0,0,0,0,3.0,11.0,0
7999,1955,PhD,Together,75261.0,0.0,0.0,23-04-2013,17.0,1239,17.0,413,23.0,34.0,17.0,1.0,5.0,6.0,5.0,2.0,0,1,1,0,0,0,3.0,11.0,1
9213,1970,Graduation,Widow,31880.0,1.0,0.0,31-10-2012,13.0,4,1.0,5,2.0,0.0,3.0,1.0,1.0,0.0,2.0,8.0,0,0,0,0,0,0,3.0,11.0,0
9697,1951,Graduation,Married,53790.0,0.0,2.0,06-03-2014,86.0,335,42.0,127,28.0,5.0,5.0,3.0,7.0,2.0,8.0,6.0,0,0,0,0,0,0,3.0,11.0,0
3916,1971,PhD,Together,49269.0,1.0,0.0,15-08-2012,92.0,639,8.0,166,11.0,8.0,58.0,3.0,7.0,3.0,12.0,7.0,0,0,0,0,0,0,3.0,11.0,0
2021,1975,Graduation,Married,61456.0,0.0,1.0,27-03-2013,47.0,563,76.0,384,84.0,192.0,89.0,4.0,6.0,10.0,13.0,4.0,0,0,0,0,0,0,3.0,11.0,0
1581,1980,Graduation,Married,37406.0,1.0,0.0,10-10-2013,18.0,2,0.0,8,2.0,2.0,3.0,1.0,1.0,0.0,2.0,8.0,0,0,0,0,0,0,3.0,11.0,1
564,1981,PhD,Together,56937.0,1.0,0.0,04-08-2012,81.0,746,8.0,125,11.0,8.0,8.0,7.0,8.0,6.0,9.0,6.0,0,1,0,0,0,0,3.0,11.0,1
6619,1978,Graduation,Married,38415.0,1.0,1.0,02-01-2013,91.0,22,1.0,13,4.0,0.0,4.0,2.0,1.0,0.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
9081,1988,Graduation,Single,20518.0,1.0,0.0,18-05-2014,58.0,4,1.0,6,4.0,1.0,9.0,1.0,1.0,1.0,2.0,5.0,0,0,0,0,0,0,3.0,11.0,0
178,1956,Graduation,Married,62503.0,0.0,1.0,18-02-2013,40.0,478,0.0,193,110.0,75.0,117.0,4.0,8.0,3.0,11.0,5.0,0,0,0,0,0,0,3.0,11.0,0
916,1972,PhD,Single,41644.0,1.0,1.0,09-05-2014,67.0,20,3.0,4,2.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,0,0,0,0,0,0,3.0,11.0,0
5512,1977,Master,Married,55842.0,0.0,1.0,23-05-2014,19.0,451,0.0,39,0.0,4.0,24.0,1.0,7.0,1.0,8.0,5.0,0,0,0,0,0,0,3.0,11.0,0
8970,1972,PhD,Married,62010.0,0.0,1.0,23-10-2012,93.0,371,22.0,39,6.0,0.0,92.0,4.0,6.0,2.0,7.0,5.0,0,0,0,0,0,0,3.0,11.0,0
10581,1977,Graduation,Married,41124.0,1.0,0.0,31-10-2012,41.0,281,7.0,84,15.0,0.0,119.0,7.0,7.0,3.0,4.0,8.0,0,0,0,0,0,0,3.0,11.0,0
5300,1973,Master,Married,38961.0,1.0,0.0,30-12-2013,60.0,19,7.0,19,0.0,1.0,24.0,1.0,2.0,1.0,2.0,7.0,0,0,0,0,0,0,3.0,11.0,0
5154,1972,Master,Divorced,37760.0,1.0,0.0,11-08-2013,54.0,26,3.0,13,2.0,10.0,0.0,1.0,2.0,0.0,3.0,6.0,0,0,0,0,0,0,3.0,11.0,0
8346,1974,Graduation,Single,32233.0,1.0,0.0,19-08-2012,26.0,138,15.0,35,25.0,11.0,72.0,2.0,6.0,2.0,2.0,9.0,1,0,0,0,0,0,3.0,11.0,1
1676,1975,Graduation,Married,43057.0,0.0,1.0,30-10-2013,30.0,213,2.0,44,0.0,2.0,5.0,4.0,4.0,2.0,5.0,5.0,0,0,0,0,0,0,3.0,11.0,0
9286,1960,Master,Together,83151.0,0.0,0.0,10-10-2012,93.0,407,28.0,100,120.0,74.0,18.0,1.0,5.0,9.0,4.0,3.0,0,0,0,0,0,0,3.0,11.0,0
2426,1964,PhD,Divorced,78825.0,0.0,0.0,14-09-2012,35.0,483,74.0,114,169.0,37.0,18.0,1.0,5.0,10.0,13.0,3.0,0,0,0,0,0,0,3.0,11.0,1
5172,1976,Master,Together,65104.0,0.0,1.0,14-11-2013,4.0,738,0.0,232,13.0,20.0,50.0,2.0,3.0,5.0,7.0,7.0,0,0,0,0,0,0,3.0,11.0,0
5562,1974,Graduation,Married,60093.0,0.0,1.0,26-06-2013,92.0,502,12.0,109,16.0,6.0,90.0,2.0,7.0,2.0,10.0,6.0,0,0,0,0,0,0,3.0,11.0,0
3436,1969,Graduation,Married,14045.0,1.0,0.0,26-01-2014,24.0,11,0.0,5,2.0,1.0,1.0,1.0,1.0,0.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
3921,1952,2n Cycle,Widow,28457.0,0.0,0.0,28-10-2012,96.0,24,1.0,108,29.0,29.0,14.0,1.0,4.0,1.0,4.0,8.0,0,0,0,0,0,0,3.0,11.0,0
3403,1958,PhD,Together,78952.0,0.0,1.0,24-09-2012,11.0,1170,19.0,594,99.0,76.0,134.0,2.0,2.0,5.0,12.0,6.0,0,0,0,0,0,0,3.0,11.0,0
22,1976,Graduation,Divorced,46310.0,1.0,0.0,03-12-2012,99.0,185,2.0,88,15.0,5.0,14.0,2.0,6.0,1.0,5.0,8.0,0,0,0,0,0,0,3.0,11.0,0
10965,1955,Graduation,Together,76005.0,0.0,0.0,22-02-2013,72.0,983,20.0,389,240.0,50.0,40.0,1.0,3.0,5.0,13.0,6.0,0,0,0,1,0,0,3.0,11.0,0
9426,1964,Master,Single,58308.0,0.0,1.0,12-01-2013,77.0,691,0.0,69,10.0,0.0,130.0,4.0,2.0,6.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
6605,1944,PhD,Divorced,55614.0,0.0,0.0,27-11-2013,85.0,504,13.0,131,8.0,0.0,26.0,1.0,9.0,4.0,6.0,7.0,0,1,0,0,0,0,3.0,11.0,0
3136,1962,Master,Divorced,59432.0,0.0,1.0,13-04-2013,88.0,317,25.0,265,25.0,19.0,12.0,3.0,5.0,3.0,11.0,5.0,0,0,0,0,0,0,3.0,11.0,0
8737,1978,Graduation,Divorced,55563.0,0.0,1.0,05-04-2014,22.0,29,1.0,9,2.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,0,0,0,0,0,0,3.0,11.0,0
11088,1971,PhD,Together,78642.0,0.0,1.0,21-04-2013,83.0,1396,0.0,322,46.0,35.0,17.0,1.0,4.0,9.0,4.0,6.0,0,0,0,0,0,0,3.0,11.0,0
716,1949,PhD,Together,67911.0,0.0,1.0,22-05-2014,63.0,529,0.0,356,63.0,28.0,0.0,3.0,6.0,7.0,11.0,3.0,0,0,0,0,0,0,3.0,11.0,0
466,1944,Graduation,Married,65275.0,0.0,0.0,03-04-2013,9.0,388,14.0,218,91.0,14.0,21.0,1.0,4.0,3.0,13.0,2.0,0,0,0,0,0,0,3.0,11.0,0
9135,1950,Graduation,Together,27203.0,1.0,1.0,06-08-2012,92.0,13,2.0,21,4.0,0.0,24.0,2.0,1.0,1.0,2.0,8.0,0,0,0,0,0,0,3.0,11.0,0
10623,1961,Master,Together,48330.0,0.0,1.0,15-11-2013,2.0,28,0.0,4,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,0,0,0,0,0,0,3.0,11.0,0
8151,1990,Basic,Married,24279.0,0.0,0.0,29-12-2012,6.0,16,36.0,21,20.0,62.0,108.0,1.0,4.0,1.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
5140,1985,PhD,Married,64355.0,1.0,0.0,24-08-2012,66.0,1047,0.0,140,67.0,38.0,153.0,2.0,4.0,3.0,12.0,8.0,0,0,0,0,0,0,3.0,11.0,0
10160,1956,Master,Together,50943.0,0.0,1.0,21-06-2013,49.0,31,0.0,7,2.0,0.0,6.0,1.0,1.0,0.0,3.0,5.0,0,0,0,0,0,0,3.0,11.0,0
4945,1953,Graduation,Widow,53653.0,0.0,0.0,07-11-2012,29.0,815,10.0,239,28.0,10.0,108.0,2.0,10.0,4.0,12.0,6.0,0,0,0,0,0,0,3.0,11.0,0
10584,1976,Graduation,Married,65665.0,0.0,1.0,02-12-2013,77.0,225,162.0,387,106.0,36.0,29.0,1.0,5.0,10.0,8.0,3.0,0,0,0,0,0,0,3.0,11.0,0
6071,1989,Graduation,Single,81217.0,0.0,0.0,19-07-2013,77.0,493,70.0,324,146.0,40.0,84.0,1.0,3.0,7.0,11.0,1.0,0,0,0,0,0,0,3.0,11.0,0
3386,1992,Graduation,Married,34935.0,0.0,0.0,21-06-2013,71.0,34,4.0,66,3.0,10.0,20.0,1.0,2.0,1.0,4.0,7.0,0,0,0,0,0,0,3.0,11.0,0
8939,1959,Graduation,Divorced,61250.0,0.0,1.0,16-12-2012,49.0,382,138.0,65,60.0,26.0,59.0,6.0,5.0,2.0,12.0,5.0,0,0,0,0,0,0,3.0,11.0,0
9925,1981,PhD,Together,39665.0,1.0,0.0,25-05-2013,97.0,127,1.0,56,0.0,1.0,31.0,3.0,4.0,2.0,3.0,7.0,1,0,0,0,0,0,3.0,11.0,0
4320,1979,Graduation,Single,60152.0,0.0,1.0,28-03-2013,6.0,325,83.0,300,86.0,58.0,91.0,1.0,6.0,4.0,12.0,3.0,0,0,0,0,0,0,3.0,11.0,0
5389,1964,Graduation,Married,48920.0,0.0,2.0,20-10-2013,93.0,238,17.0,68,8.0,10.0,6.0,3.0,6.0,2.0,5.0,7.0,0,1,0,0,0,0,3.0,11.0,0
6036,1959,Master,Together,89120.0,0.0,0.0,17-03-2014,78.0,1168,92.0,408,72.0,129.0,55.0,1.0,5.0,6.0,7.0,1.0,0,0,1,0,0,0,3.0,11.0,0
182,1946,PhD,Together,44124.0,0.0,1.0,11-05-2013,62.0,284,0.0,55,0.0,6.0,52.0,4.0,6.0,2.0,5.0,8.0,0,0,0,0,0,0,3.0,11.0,0
203,1975,Master,Single,81169.0,0.0,0.0,14-04-2013,47.0,1288,20.0,613,80.0,61.0,27.0,1.0,5.0,7.0,9.0,2.0,0,0,0,0,0,0,3.0,11.0,0
11025,1961,Graduation,Married,36443.0,1.0,1.0,03-02-2013,9.0,65,0.0,46,4.0,3.0,20.0,4.0,3.0,1.0,3.0,8.0,0,0,0,0,0,0,3.0,11.0,0
10203,1990,Graduation,Single,26095.0,1.0,0.0,30-06-2013,77.0,11,7.0,9,3.0,1.0,11.0,1.0,1.0,0.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
4607,1959,Graduation,Together,71367.0,0.0,0.0,23-08-2013,24.0,227,23.0,389,42.0,21.0,75.0,1.0,4.0,5.0,7.0,2.0,0,0,0,0,0,0,3.0,11.0,0
3711,1944,Master,Married,80184.0,0.0,0.0,01-03-2014,19.0,1035,134.0,670,25.0,38.0,0.0,1.0,6.0,3.0,10.0,3.0,0,0,1,1,0,0,3.0,11.0,0
3696,1965,Graduation,Divorced,30630.0,1.0,1.0,27-01-2014,67.0,27,1.0,12,2.0,0.0,10.0,2.0,2.0,0.0,3.0,7.0,0,0,0,0,0,0,3.0,11.0,0
2532,1987,Master,Single,73454.0,0.0,0.0,01-03-2014,95.0,982,73.0,351,56.0,14.0,175.0,1.0,2.0,4.0,6.0,5.0,1,0,0,0,0,0,3.0,11.0,0
9214,1991,Graduation,Married,42691.0,0.0,0.0,16-08-2013,48.0,179,2.0,64,38.0,17.0,58.0,1.0,5.0,1.0,6.0,5.0,0,0,0,0,0,0,3.0,11.0,0
